sentence,label,phrase,updated_label,review,comments
"i have had a lot of trouble with math classes in the past, some of my teachers were absolute nightmares, but so far this physics class doesn't seem too bad.",0,['I am taking this physics course because I have a goal of someday becoming a doctor of veterinary medicine.'],0,,No update; unclear theme alignment.
it would be much nicer if we could have class in person though!,0,['I am taking this physics course because I have a goal of someday becoming a doctor of veterinary medicine.'],0,,No update; unclear theme alignment.
i am here to finish college and be the first person in my family to have a degree.,1,['I am here to finish college and be the first person in my family to have a degree.'],1,,No update; unclear theme alignment.
i was set on a path with many obstacles i must overcome.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
"though these obstacles may be tough, i try my best to push through because i know i can.",0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
"despite my struggles, i want everyone to know that it is not easy.",0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i am here to make someones day.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i like to make those around me happy or even doing one little thing to make their day.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i value kindness and happiness.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i also value friendliness.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
how i treat others is how i expect others to treat me.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i am here to explore the world.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i love to travel and visit new places i have not been to before.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
visiting a new environment is a good feeling and puts me in a position where i dont always know everything.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
lastly i am here because of my friends and family.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
they give me the love and support to keep going in life.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
they are my reason to go on in life.,0,['I am here to finish college and be the first person in my family to have a degree.'],0,,No update; unclear theme alignment.
i am here because i have a goal.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
my interests and life experiences have ended me up here.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
and i am very proud of where i have gotten.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
"it is not possible to satisfy all of our needs in one lifetime and be truly happy, but what we can do to get super close is to find a purpose.",0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
and i am here because i feel like this is where i am destined to be.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
"this entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.",1,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",1,,No update; unclear theme alignment.
i am here because i know that there are people with similar problems to me that will need help in the future and i want to make sure to be a lending hand for all of them.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
i am here because i will be needed to save someone's life one day.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0,,No update; unclear theme alignment.
i am here in this physics class because it is a requirement for my major.,0,['I am hoping that this time around I can do better than I have in the past.'],0,,No update; unclear theme alignment.
i am a kin major so i need this course as a prerequisite for some of my other upper division classes.,0,['I am hoping that this time around I can do better than I have in the past.'],0,,No update; unclear theme alignment.
i have taken physics in high school but i did not do so well.,0,['I am hoping that this time around I can do better than I have in the past.'],0,,No update; unclear theme alignment.
i am hoping that this time around i can do better than i have in the past.,1,['I am hoping that this time around I can do better than I have in the past.'],1,,No update; unclear theme alignment.
i have been having trouble with getting use to this new online platform because i am use to in class sessions.,0,['I am hoping that this time around I can do better than I have in the past.'],0,,No update; unclear theme alignment.
i have taken online classes before but they were nothing like how they are now.,0,['I am hoping that this time around I can do better than I have in the past.'],0,,No update; unclear theme alignment.
but other than that i know this class will be hard and i just have to be open to making more time for my studies.,0,['I am hoping that this time around I can do better than I have in the past.'],0,,No update; unclear theme alignment.
i am in this class because it is a requirement for my major and a prerequisite for several upper division courses i need to take.,0,"['I have not taken a physics class since high school but I am hoping this class will be a good refresher without being too difficult. I usually like science courses, usually biological science courses, but hopefully this physics course will be fun, I am looking forward to some of the labs.']",0,,No update; unclear theme alignment.
"i am a transfer student, and my major is marine biology.",0,"['I have not taken a physics class since high school but I am hoping this class will be a good refresher without being too difficult. I usually like science courses, usually biological science courses, but hopefully this physics course will be fun, I am looking forward to some of the labs.']",0,,No update; unclear theme alignment.
i have not taken a physics class since high school but i am hoping this class will be a good refresher without being too difficult.,0,"['I have not taken a physics class since high school but I am hoping this class will be a good refresher without being too difficult. I usually like science courses, usually biological science courses, but hopefully this physics course will be fun, I am looking forward to some of the labs.']",0,,No update; unclear theme alignment.
i assume it will not be hard because it is the lab for the introductory physics course.,0,"['I have not taken a physics class since high school but I am hoping this class will be a good refresher without being too difficult. I usually like science courses, usually biological science courses, but hopefully this physics course will be fun, I am looking forward to some of the labs.']",0,,No update; unclear theme alignment.
"i am also taking this course at the same time as another lab course which could be a good thing because they may go somewhat handandhand, but i am hoping the overlap does not get too confusing.",0,"['I have not taken a physics class since high school but I am hoping this class will be a good refresher without being too difficult. I usually like science courses, usually biological science courses, but hopefully this physics course will be fun, I am looking forward to some of the labs.']",0,,No update; unclear theme alignment.
"i usually like science courses, usually biological science courses, but hopefully this physics course will be fun, i am looking forward to some of the labs.",0,"['I have not taken a physics class since high school but I am hoping this class will be a good refresher without being too difficult. I usually like science courses, usually biological science courses, but hopefully this physics course will be fun, I am looking forward to some of the labs.']",0,,No update; unclear theme alignment.
why am i here?i am here because of my passion for the medical field and my wanting of continuing education.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i used to be an emt. i loved that job so much.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
working that job made me feel so whole and like i had done something with my life.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
i felt as that i had made a change in the world and impacted so many lives already.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
i wanted to become a paramedic next.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
however after we dropped off the patient at the hospital i would probably never see that patient again.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
i wanted to know the outcome of my patients.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
"so knowing that, i changed my career to nursing.",0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
but again after a year of that i realized i wanted to do even more.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
so why am i here?,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
im here at sfsu as a transfer student to get my b.s. in biology with a concentration in physiology so that i can apply for medical school or dental school after.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
i really want to be able to make a change in people's lives.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
"as a doctor, i would be saving lives, but also get to see the progress with my patient.",0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
as a dentist i would be owning my own private office and i could help patients of lower income.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
my parents own a small business and they always help people out when they cant afford it.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",1,Updated to 1 for clear personal aspiration or specific goal.,
im inspired by my parents and i hope to make a bigger positive impact in other strangers' lives.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0,,No update; unclear theme alignment.
physics is a basic science aiming at studying the basic laws of material structure and movement in nature.,0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
it is also a discipline of importance to other disciplines.,0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
it is the foundation of modern civilization.,0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"since newton's epochmaking treatise on the mathematical principles of natural philosophy, physics has been an independent discipline.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
it is a discipline that studies the laws of nature.,0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"we find the laws from the chaos of nature, use the laws, and then explain all phenomena of nature.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"tv, mobile phone, computer, internet.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"2, modern medical equipment ct, mri (magnetic resonance imaging), xray (xray pictures), etc.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"cars, highspeed trains, planes, ships, warships, etc., are all based on physics.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"anyone who intends to do any kind of technical work needs to understand the fundamentals of physics, and thus the fundamentals on which our modern, hightech society depends.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
and physics also promotes the development of human society.,0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
i think the reason why i am in this class is that i hope to learn more physics knowledge.,1,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],1,,No update; unclear theme alignment.
"because we have a lot of physical knowledge in our life, so it is necessary to learn physics.",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
"another main reason is that this course is a required course for me, because i need to get credits from this course to graduate",0,['I think the reason why I am in this class is that I hope to learn more physics knowledge.'],0,,No update; unclear theme alignment.
why am i here?,0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"this question is quite broad however, it will approach it as why am i here in the physics class?",0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
well this is a class i require for my major as a cell biologist.,0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,,No update; unclear theme alignment.
this class will help me graduate and eventually help me on my future to become a clinical researcher either in ucsf or usf or genentech.,1,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],1,,No update; unclear theme alignment.
i already took physics classes in spain but i am required to take physics for my major.,0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,,No update; unclear theme alignment.
"maybe because most of biology student tend to have a path in medicine and they need physics to understand maybe some biomechanics, similar of how medical students need to know calculus to understand and learn how to read the ecg waves.",0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,,No update; unclear theme alignment.
"physics are important for a lot of everyday live problems, from driving a car to skiing.",0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,,No update; unclear theme alignment.
that is the reason why i am in this class.,0,['This class will help me graduate and eventually help me on my future to become a Clinical Researcher either in UCSF or USF or Genentech.'],0,,No update; unclear theme alignment.
"yesica onofre fletesseptember 2, 2020reflective journaling 1""why am i here?"" i think everyone has a different purpose to why they are here today.",0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i often question myself how different my life would be or how it would my life be if i was not who i am.,0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
"i know that many times we battle certain obstacles and we question why us, but i am a stronger believer that everything happens for a reason and only the strongest soldiers are put for those battles.",0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
i have set my goals and priorities straight; i prefer to stay home and study rather than to go out because i know in the long run all the studying is going to pay off.,0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
i will graduate from sfsu with a bachelors in biology with a concertation in physiology.,0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
i know i want to help sick children; my goal is to attend medical school and become a successful pediatrician.,0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
"i want to do something i have passion every day, i think that being an intern during high school helped me find that passion.",0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
i think my purpose is to help others just because i always tend to do that.,0,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],0,,No update; unclear theme alignment.
david botello 090120 reflective journal the main reason why i am taking this physics course is because it is one of my prerequisites and requirements for my major.,0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
my major is general biology and i am not sure what career path i am choosing yet.,0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
i have taken physics in high school and i am hoping it would be similar because it was fairly easy and fun.,0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
i would say that my previous experience in physics was fairly good and understandable.,0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
"although, i took physics a couple years ago so i would need a refresher on some of the material.",0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
the labs for physics are extremely useful in my opinion because they give me a visual representation and they give me a better understanding of the topics.,0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
i am not sure how lab would operate during online classes but hopefully it would be great.,0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",0,,No update; unclear theme alignment.
"other than that, i am hopeful that most of the material would be familiar and i would succeed in this course successfully.",0,"['I am not sure how lab would operate during online classes but hopefully it would be great. Other than that, I am hopeful that most of the material would be familiar and I would succeed in this course successfully.']",1,Updated to 1 for clear intrinsic goal.,
i am here because i am going to learn about physics and why it exists.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
i also need physics for a prereq for my major because it is required.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
i learned physics back in high school and it was ok not really indepth but i did really enjoyed physics when i was in high school.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
hopefully learning physics again would be easier but i don't know since this is a collegelevel class.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
i also like to learn physics because it is more handson than any other science in my opinion.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
physics to me is the study of how things move and how things interact with each other such as gravity and forces.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
"in high school, we mainly learned about newton's law and what forces are.",0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
we also learned what the law states and mean and did science experiments based on them.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in physics besides the basics.,0,"[""Hopefully learning physics again would be easier but I don't know since this is a collegelevel class. Hopefully in physics lab we get to learn more indepth about it and learn other interesting topics in Physics besides the basics.""]",0,,No update; unclear theme alignment.
"for this question, there are many ways that i interpret it.",0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
why am i here in this class?,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"well honestly, i am here because it is part of my pre req requirements to get into dental school.",1,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",1,,No update; unclear theme alignment.
"but the other way i interpret it is, why am i here on this earth?",0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i think i am here because i was born.,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
i do not really believe in predestination or that we are here for a specific reason.,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
but my current purpose on being alive is just to enjoy what life has to give me.,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
i want to have as much fun before i die and that i am going to do everything i can to remain on that goal.,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
and for me to do that i have to make money.,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
"although money isn't what will lead me to happiness, it allows me the freedom to do whatever i want.",0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
"and the idea of being free, and doing anything that i want is the main purpose of me being here.",0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
and if i can change a few people's life at a certain moment in time then so be it.,0,"['Well honestly, I am here because it is part of my pre req requirements to get into dental school.']",0,,No update; unclear theme alignment.
why am i here?,0,"['I havent really put a lot of thought into what Im really doing, but I guess I want to do something in the STEM field. As of now I was thinking about doing forensics after I get my degree in B.A Chemistry. I guess Im just here to try and set myself up for success and live a relatively comfortable life.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
i guess im just here to fulfill my requirements for my major.,0,"['I havent really put a lot of thought into what Im really doing, but I guess I want to do something in the STEM field. As of now I was thinking about doing forensics after I get my degree in B.A Chemistry. I guess Im just here to try and set myself up for success and live a relatively comfortable life.']",0,,No update; unclear theme alignment.
"i havent really put a lot of thought into what im really doing, but i guess i want to do something in the stem field.",0,"['I havent really put a lot of thought into what Im really doing, but I guess I want to do something in the STEM field. As of now I was thinking about doing forensics after I get my degree in B.A Chemistry. I guess Im just here to try and set myself up for success and live a relatively comfortable life.']",0,,No update; unclear theme alignment.
as of now i was thinking about doing forensics after i get my degree in b.a chemistry.,0,"['I havent really put a lot of thought into what Im really doing, but I guess I want to do something in the STEM field. As of now I was thinking about doing forensics after I get my degree in B.A Chemistry. I guess Im just here to try and set myself up for success and live a relatively comfortable life.']",0,,No update; unclear theme alignment.
i guess im just here to try and set myself up for success and live a relatively comfortable life.,0,"['I havent really put a lot of thought into what Im really doing, but I guess I want to do something in the STEM field. As of now I was thinking about doing forensics after I get my degree in B.A Chemistry. I guess Im just here to try and set myself up for success and live a relatively comfortable life.']",0,,No update; unclear theme alignment.
i am here in this class to fulfill a requirement for my major.,0,"['I want to learn more about this beautiful planet and how it works. We as humans have been treating it bad in the past years and I would want to have a career in something to which I am able to give back to earth and help heal it. Although I know just me as 1 person I cannot do much, but I hope to achieve something in which generations after me could continue doing and we hopefully help heal earth one step at a time. I would also love working as a park ranger and protect our national parks which sometimes get disturbed by us humans by leaving trash, not being cautious with fires and more. I would love to retire when I am older as a park ranger and live in a national forest.']",0,,No update; unclear theme alignment.
"i am majoring in environmental science, i choose this major because of my love for nature and this planet that we live on.",0,"['I want to learn more about this beautiful planet and how it works. We as humans have been treating it bad in the past years and I would want to have a career in something to which I am able to give back to earth and help heal it. Although I know just me as 1 person I cannot do much, but I hope to achieve something in which generations after me could continue doing and we hopefully help heal earth one step at a time. I would also love working as a park ranger and protect our national parks which sometimes get disturbed by us humans by leaving trash, not being cautious with fires and more. I would love to retire when I am older as a park ranger and live in a national forest.']",0,,No update; unclear theme alignment.
i want to learn more about this beautiful planet and how it works.,0,"['I want to learn more about this beautiful planet and how it works. We as humans have been treating it bad in the past years and I would want to have a career in something to which I am able to give back to earth and help heal it. Although I know just me as 1 person I cannot do much, but I hope to achieve something in which generations after me could continue doing and we hopefully help heal earth one step at a time. I would also love working as a park ranger and protect our national parks which sometimes get disturbed by us humans by leaving trash, not being cautious with fires and more. I would love to retire when I am older as a park ranger and live in a national forest.']",0,,No update; unclear theme alignment.
