sentence,label,phrase,updated_label,review,comments
"i am here to not only complete the course, but also improve myself and prepare for the future study and career.",0,"['I am here in SF state because I am pursuing my bachelor degree.', ""What's more, my dream is to become a veterinarian""]",0,,No update; unclear theme alignment.
"in a broad term, i am here in the science physics class because i want to excel in my studies.",0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
"to go indepth, excelling in my studies will lead to getting into a great physical therapy program.",1,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",1,,No update; unclear theme alignment.
"moreover, getting into a great physical therapy program will eventually lead to fulfilling a goal of mine.",0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
i have always loved learning and deciding to pursue higher education at sf state was something i had never even thought of.,0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
the beginning of my childhood was spent in the philippines and it was not until i came to california and more specifically once i reached college that i realized i was given all the tools necessary to succeed.,0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",1,Updated to 1 for clear intrinsic goal.,
all i had to do was to put in the effort and stay on course with my goal and i was destined to be the person that i was meant to be.,0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
i am here because i value my education and respect my family for encouraging and providing for me since day one.,0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
i am here because i want to prove to myself that i am more than capable of living the life i've always dreamed of for me and my family.,0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
most importantly i am here because i want to someday provide my family.,0,"['To go indepth, excelling in my studies will lead to getting into a great Physical Therapy program.']",0,,No update; unclear theme alignment.
"i remember in class we did the ekg lab and i think this is one of the closest things to the career i want to pursue, i work as a medical assistant now and i do ekg for patients almost every time i have a shift and getting to understand it from a different perspective, a physics perspective is really interesting because i'm always focused on biology and this part of science but i never expand my knowledge outside my box or my ""comfort zone"" because in the past i didn't do very good in physics classes or they weren't my favorite classes i have a bad memory with these classes so that is why i moved away from trying to understand it.",0,"[""it was really fun to get to do something I do but from a different perspective and in the future as a nurse or PA or a dietitian (still can't make up my mind) I think it is really important to have an open mind about everything and be opened to learning new things!""]",0,,No update; unclear theme alignment.
but it was really fun to get to do something i do but from a different perspective and in the future as a nurse or pa or a dietitian (still can't make up my mind) i think it is really important to have an open mind about everything and be opened to learning new things!,1,"[""it was really fun to get to do something I do but from a different perspective and in the future as a nurse or PA or a dietitian (still can't make up my mind) I think it is really important to have an open mind about everything and be opened to learning new things!""]",1,,No update; unclear theme alignment.
i am here in this physics course as a requirement for my degree here at san francisco state.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i came here to pursue my goals of becoming a doctor of some sort.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"i came to achieve my bachelors degree in biology, in hopes of going to medical school right after.",0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i chose to go to college to not only fulfill my dreams but my parents dream as well.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"coming from the middle east and asia, my parents did not have access to the best education systems.",0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
my dad however managed to leave the middle east at a young age to become a pilot.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"he made his dreams come true, but it did not really last long.",0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
all he did was fly for a couple years and moved to the us with me and my mom.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
all they did was sacrifice everything to have better opportunities for their children.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i could not let that sacrifice be for nothing.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i am here because i want to further my education.,0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",0,,No update; unclear theme alignment.
i want to be able to continue my passion for learning because i think that it is amazing to have a growth mindset.,0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",0,,No update; unclear theme alignment.
the ability to always learn more than what you did yesterday amazes me.,0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",0,,No update; unclear theme alignment.
i do believe knowledge is power and amazing things can be done with the right knowledge.,0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",0,,No update; unclear theme alignment.
i am here because i want to eventually get to a place where i can help people.,0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",1,Updated to 1 for clear personal aspiration or specific goal.,
"i always visited mexico and would see that when trying to access their form of a hospital or emergency room, it was always a struggle for families.",0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",0,,No update; unclear theme alignment.
"i want to be able to do probono work for families in mexico, while also being a pa in the us. that is why i am here, and why i want to learn what i can.",1,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",1,,No update; unclear theme alignment.
i know my father didnt get the opportunity to do so and now i want to be the one to help as much people as i can.,0,"['I want to be able to do probono work for families in Mexico, while also being a PA in the US.']",0,,No update; unclear theme alignment.
why are you here?,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
i am here because this class is one of many classes i need to take to complete a bachelor's degree in biology.,1,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",1,,No update; unclear theme alignment.
i have taken physics before and it is one of the few classes that is challenging because of the many different ways problems can be solve and the different explanations there is.,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
i hope to pass this class and move on and never look back and take another physics class.,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
physics is one of the classes i told myself in high school that i will never take unless i have to.,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
unfortunately it is a requirement for biology major students.,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
i will try to do my best in this physics class so i will not have to retake it.,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
this class is one of my most challenging courses there is for me as a student.,0,"[""I am here because this class is one of many classes I need to take to complete a bachelor's degree in biology.""]",0,,No update; unclear theme alignment.
im in college because i know that i can make a change in my community.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
that everything i do with my life will not only help my family but everyone in my community.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
i have a drive to do better in a world that constantly belittles my community.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
im not shy to say it how it is and it will drive me to success.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
the only way that im able to create a better future for my community is by getting a phd and create data dedicated in my community and create policy targeted towards my community.,1,['The only way that Im able to create a better future for my community is by getting a PhD'],1,,No update; unclear theme alignment.
i want to create change and its all about finding ways to make those changes.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
"im in love with research and the beautiful ness of my mexican community, but weve been criminalized and dehumanized, and i want to change that.",0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
im here because i know that this is the start of everything i want to accomplish.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
i know that i still have years until i finish my life academically but i know that i want to do everything to help my community.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
it's funny because ive never been happier than i ever been because of everything ive been doing lately.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
i just know this is what i want to do with my life.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],0,,No update; unclear theme alignment.
"why am i here? the reason i am here is because i need this class in order to fulfill my lower division unit requirement for my major, zoology.",0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"furthermore, my interest in physics is lacking due to my major.",0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
"i understand that everything that can be done has a reason, like gravity for example and why things fall.",0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
"but if i am being honest, i am okay with just knowing that it exists.",0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
i do not need to and do not want to understand exactly why things do the things they do.,0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
"i know it is important, but again, i will not need it for what i want to do later in life, which is being an animal physical rehabilitator.",1,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",1,,No update; unclear theme alignment.
maybe knowing wavelengths and rays of light might help with cold laser therapy and maybe knowing how buoyancy works when it comes to water therapy.,0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
"however, i feel like as long as i can do it correctly.",0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
i do not think it will matter what the calculations are.,0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
"but since there must be a purpose to needing to know physics in the eyes of the biology department, i will try my best to at least get a grasp of knowing what is going on.",0,"['I know it is important, but again, I will not need it for what I want to do later in life, which is being an animal physical rehabilitator.']",0,,No update; unclear theme alignment.
id say im here to get an education and try to work my way towards being a doctor which is something i aspire to be.,1,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],1,,No update; unclear theme alignment.
"in a more literal sense, im in class to make sure i do well in classes and pass the course.",0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,,No update; unclear theme alignment.
my parents have supported me a lot so they also factor into why i am here.,0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,,No update; unclear theme alignment.
im thankful for the opportunity to attend university away from home and get my degree.,0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,,No update; unclear theme alignment.
"and i wouldnt be here without the support of friends and family so in answering the question, why am i here. i have to credit them with some consideration in my answer as well.",0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"all in all, id say im here for a variety of reasons for a variety of answers.",0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,,No update; unclear theme alignment.
i'm here to do my best and be the best version of myself and live my life on a path i would like.,0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,,No update; unclear theme alignment.
this is why im here.,0,['Id say Im here to get an education and try to work my way towards being a doctor which is something I aspire to be.'],0,,No update; unclear theme alignment.
why am i here?,0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"im here because im trying to major in the stem field, specifically i want to enroll in a phd program after graduating with a b.s in cell and molecular biology.",1,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",1,,No update; unclear theme alignment.
"however, recently ive been enjoying some of my prereq classes for my major such as physics and chemistry.",0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,,No update; unclear theme alignment.
"even though i never had the chance to take physics classes before, im here to dip my toes in other stem fields.",0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,,No update; unclear theme alignment.
i suppose im taking this physics course so that i can expand my general physics knowledge to see if i can apply physics concepts in my future research work.,0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,,No update; unclear theme alignment.
"by enrolling in physics lab, im learning to apply lecture concepts onto real world applications.",0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,,No update; unclear theme alignment.
"this is helpful since it will reinforce my confidence in physics concepts, and that confidence will help me feel more at ease in research environments (specifically research labs for phd programs).",0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,,No update; unclear theme alignment.
"despite being a biology major, i genuinely believe that understanding basic physics concepts will be applicable in my future research work.",0,"['Im here because Im trying to major in the STEM field, specifically I want to enroll in a PhD program after graduating with a B.S in Cell and Molecular Biology.']",0,,No update; unclear theme alignment.
why im here i am here because of my career goal.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
i want to be a doctor and have a subspecialty as a neonatologist.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
they take care of premature and critically ill babies.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
this lab relates to my end goal because i want to have mastery of all topics in science.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
in being in this lab it serves as the first step of many.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
"i also find physics super interesting like it is confusing for me, but once i understand it i see why people choose to pursue a career in it.",0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
i also want to add that being in this lab allows me to hone my physics comprehension which is a plus.,0,['I am here because of my career goal. I want to be a Doctor and have a subspecialty as a neonatologist.'],0,,No update; unclear theme alignment.
the reason why i am here is because my major requires me to take this physics to continue my education.,0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,,No update; unclear theme alignment.
"this is my last physics lab i need to take, so i am trying to end on a good note.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,,No update; unclear theme alignment.
"also, it is nice to learn more about physics, but the main reason whyi am here is because my major requires me to take this class.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,,No update; unclear theme alignment.
"it is nice to learn more about modern physics, and how i can apply it in the real world when i need too.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,,No update; unclear theme alignment.
"this class will help me further my understanding, and more importantly have me continue on my major pathway.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,,No update; unclear theme alignment.
"this class will help me one step closer to graduating, and that is why i am here.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,,No update; unclear theme alignment.
"by graduating i can pursue my goal of going to medical school, but by that i need to pass all my courses such as this lab course.",1,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",1,,No update; unclear theme alignment.
i am here for multiple reasons.,0,['I am here to learn the basics required to become a Physician.'],0,,No update; unclear theme alignment.
i am here to fulfill my graduation requirements.,0,['I am here to learn the basics required to become a Physician.'],0,,No update; unclear theme alignment.
i am here to learn the basics required to become a physician.,1,['I am here to learn the basics required to become a Physician.'],1,,No update; unclear theme alignment.
"while fulfilling these requirements, i am here to learn and understand the material that are given to me and hope that they will be used after i receive my degree.",0,['I am here to learn the basics required to become a Physician.'],0,,No update; unclear theme alignment.
i also hope to remember them in the future.,0,['I am here to learn the basics required to become a Physician.'],0,,No update; unclear theme alignment.
"while im here, i hope to meet new people who i can learn from or share knowledges and experiences with.",0,['I am here to learn the basics required to become a Physician.'],0,,No update; unclear theme alignment.
why am i here?,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
"throughout my entire life, i have dreamt about working in the medical field.",1,"['Throughout my entire life, I have dreamt about working in the medical field.']",1,,No update; unclear theme alignment.
i am here to make those dreams come true.,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
"it started as one of those careers that elementary school kids talk about when their teacher asks them what they want to be in the future, and my answer was always a brain surgeon, because how awesome does that sound.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
but this dream ended up sticking with me for the duration of my educational career and is the reason that i am attending san francisco state today.,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
i find the field to be very interesting and i can see myself enjoying it for the rest of my life.,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
"however, i need to make it through a long and difficult path of schooling to pursue this dream.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
"throughout my educational career, i have been pretty successful in passing all of my courses.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
general education has been a breeze.,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
biology and chemistry courses have been great because they come naturally to me.,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
"math always seems to give me a little bit of trouble, but i get a hang of it after pushing myself to do the best i can.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
"but then there's physics, which seems to always give me a little trouble.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
"i am here at sfsu to grow my knowledge in all of these subjects, which will help me succeed in the future.",0,"['Throughout my entire life, I have dreamt about working in the medical field.']",1,Updated to 1 for clear intrinsic goal.,
looking forward to a great and productive semester!,0,"['Throughout my entire life, I have dreamt about working in the medical field.']",0,,No update; unclear theme alignment.
why i am here i am currently taking this course because my major requires me to.,0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
"personally, i think physics as a course is wonderful in high school because the topics were interesting.",0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
"however, the lecture course i am currently in makes it difficult to grasp the concepts.",0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
"whether it is the professors here at sfsu or subject itself, the entire subject is difficult to learn and understand.",0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
i wouldnt take this course if it werent on the pathway to biochemistry.,0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
ive taken physics 2a equivalent to physics 111 in city college and the professor explained most of the concepts clearly.,0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
i passed the class and enrolled into physics 121 and 122 to complete my pathway to continue on to earn my biochemistry degree in the future.,0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
"so far, i really enjoy this lab course because my lab professor does a great job in communicating with his students when there are any sorts of confusion in the lesson.",0,"['Overall, I am here to complete my degree in SFSU.']",0,,No update; unclear theme alignment.
"overall, i am here to complete my degree in sfsu.",1,"['Overall, I am here to complete my degree in SFSU.']",1,,No update; unclear theme alignment.
"after moving to san francisco from southern california, specifically carson, i know that i am here for my education only.",0,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",0,,No update; unclear theme alignment.
it is currently my third year here at san francisco state taking 17 units in order to graduate on time in four years.,0,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",0,,No update; unclear theme alignment.
"i am majoring in prekinesiology and taking classes that i need to get into graduate school, hopefully the physical therapy program at california state university of long beach.",1,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",1,,No update; unclear theme alignment.
i just finished my undergraduate courses and now taking that classes that the program is looking for.,0,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",0,,No update; unclear theme alignment.
"this semester i am taking physiology and lab, bio 230 and lab, physics and lab, yoga, and political science.",0,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",0,,No update; unclear theme alignment.
i am taking these classes to fulfill my requirements needed to get into the graduate program in order to become a physical therapist.,0,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",0,,No update; unclear theme alignment.
"therefore, i am here for my education.",0,"['I am majoring in preKinesiology and taking classes that I need to get into graduate school, hopefully the Physical Therapy Program at California State University of Long Beach']",0,,No update; unclear theme alignment.
i am here in this physics course as a requirement for my degree here at san francisco state.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i came here to pursue my goals of becoming a doctor of some sort.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"i came to achieve my bachelors degree in biology, in hopes of going to medical school right after.",0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i chose to go to college to not only fulfill my dreams but my parents dream as well.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"coming from the middle east and asia, my parents did not have access to the best education systems.",0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
my dad however managed to leave the middle east at a young age to become a pilot.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"he made his dreams come true, but it did not really last long.",0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
all he did was fly for a couple years and moved to the us with me and my mom.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
all they did was sacrifice everything to have better opportunities for their children.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
i could not let that sacrifice be for nothing.,0,"['I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,,No update; unclear theme alignment.
"i am here in this class to get my degree, but i am here at this school to better my life.",1,"['I am here in this class to get my degree, but I am here at this school to better my life.']",1,,No update; unclear theme alignment.
i am here to allow myself the opportunity to succeed in something bigger than myself.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.']",1,Updated to 1 for clear intrinsic goal.,
being here has many different meanings and perspectives.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.']",0,,No update; unclear theme alignment.
on a day to day basis i will say i am here to just get through the day or that i am here because i feel i have to be.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.']",0,,No update; unclear theme alignment.
i am here in this class because i had to enroll in it but also to actually learn the material.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.']",0,,No update; unclear theme alignment.
i am here in this city because of all the schools this most likely had the best tuition rate and most appealing place to live.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.']",0,,No update; unclear theme alignment.
overall i am here for my future.,0,"['I am here in this class to get my degree, but I am here at this school to better my life.']",0,,No update; unclear theme alignment.
"i am here because i am a biophysio major, and this is a requirement for medical school. i have never taken a physics class before but truthfully i thought by taking this class in place of the other physics series i would able to get another requirement out of the way without spending as much money. however, i am unsure if i want to continue down the path of preparing for medical school and may decide to do something else with my major. maybe through taking this class i will develop a stronger interest in physics and want to discover different interesting aspects about it. if i decide to change my major, which may not be the smartest idea because i am currently a third year and that will set me back a lot for graduating on time, i would change it to some sort of engineering major because of my father being in the engineering field, sparking my interest toward it. i hope through this class i am able to meet more people to study for the quizzes in this lab as well as those in lecture and create a large study group.",1,"['I am here because I am a BioPhysio major, and this is a requirement for medical school.']",1,,No update; unclear theme alignment.
currently i am in the physics 222 class to develop a greater understanding of physics.,0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"however, looking at the broad spectrum, i am here to continue to build my knowledge of science and its impact on the world, and to use that to further my education and aid me in going to medical school.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"i strive to one day become a neurosurgeon, and i believe that my education right now gives me practice and knowledge that will aid me in becoming a neurosurgeon, and just simply giving myself ideas of how physics works.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"i believe life is a step by step journey, that can be broken down into many little parts.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"i am in the journey of college, and more specifically in the journey of physics.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"i hope that in this class, i will improve on my quantitative thinking, and will improve on formulating the work i have done in experiments.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"these two things, i believe would the most influential aspects of this class on my future, and would help me conduct better thinking in my future classes in both college and medical school.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"for one, being able to use numbers to solve problems, or for example determine how large of a dose a patient may need in a hospital is an incredibly beneficial skill.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
"second, writing out lab reports, helps me learn a way to focus and organize my work in a way that can be used and aid anyone.",0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
if i was writing a patients state on their charts.,0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
it would be best that i know how to write it in an organized way that makes it easy to understand the patients status.,0,['aid me in going to medical school. I strive to one day become a neurosurgeon'],0,,No update; unclear theme alignment.
why am i here?,0,['All of this has lead me to pursue a degree in Mechanical Engineering'],0,No clear tangible or intrinsic goal.,Lacks specific or intrinsic motivation.
for most of us here it is to graduate with a degree from a higher learning institution so that we may gain a job and finally make money to support ourselves.,0,['All of this has lead me to pursue a degree in Mechanical Engineering'],0,,No update; unclear theme alignment.
i do not want to lie and say that this is not also my goal.,0,['All of this has lead me to pursue a degree in Mechanical Engineering'],0,,No update; unclear theme alignment.
