sentence,label,phrase,updated_label
with my knowledge i plan to help out others in whatever career path i decide to go through whether that be a physicians assistant or a physical therapist.,0,['Although sometimes it can be very overwhelming I know that me being here will pay off one day and I can look back and be proud of my accomplishments and everything I did to get to that point.'],0
although sometimes it can be very overwhelming i know that me being here will pay off one day and i can look back and be proud of my accomplishments and everything i did to get to that point.,1,['Although sometimes it can be very overwhelming I know that me being here will pay off one day and I can look back and be proud of my accomplishments and everything I did to get to that point.'],0
"overall, i am here to prepare myself for what is to come in the future.",0,['Although sometimes it can be very overwhelming I know that me being here will pay off one day and I can look back and be proud of my accomplishments and everything I did to get to that point.'],0
"the reason i am here, taking this physics lab and lecture is because i am a biology major, and it is one of the classes needed for me to take in order to move up to taking higher classes.",0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
"i honestly didnt know anything about physics before taking the class, since i never took a class in high school.",0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
"i can honestly say this is one of the hardest classes ive taken so far, since i had trouble understanding since day one lecture.",0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
"i am here taking this class because i am genuinely interested in being a scientist, though.",0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
"i know it takes time and patience to get to where i want to be, but i know i can achieve once i get my head straight and focus enough.",1,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
"in the future, im hoping to be in the medical field, specially working in sonography.",0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
my aunt is someone i look up to since she is a radiologist at the stanford medical center in palo alto.,0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
i want to be able to follow in her steps and to make my family and her proud.,0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
shes someone who highly supports me getting a college education and she is one of the reasons i continue to push myself even when things get difficult.,0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
"in conclusion, that is why im here, to work with sonography and to make my family and even myself proud.",0,"['I know it takes time and patience to get to where I want to be, but I know I can achieve once I get my head straight and focus enough.']",0
i am in physics because it is required by my major.,0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
"i'm an environmental science major and physics isn't directly related to what i want to be studying, i can understand why it's required.",0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
i think learning the basics of how the world works around us is very important.,0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
i've never taken a physics class before so most of this information is new to me but i find it very interesting.,0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
i do enjoy learning more about science in general.,0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
"science can be applied to so many aspects of our lives, especially physics.",0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
i hope that through this class my understanding of the subject really grows.,0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
"i find the subject challenging, so i definitely have a lot of room to grow in it.",0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
"i don't see myself taking any more physics classes in the future, but i plan to do my best in this one.",0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
"hopefully, with more effort, i will be successful in this class.",0,"['I find the subject challenging, so I definitely have a lot of room to grow in it. Hopefully, with more effort, I will be successful in this class.']",0
"im not quite sure what the question is referring to but if it is in regards at where i currently live the answer would be that i am here in san francisco, ca because i decided to attend college here.",0,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],0
i am attending school because i want to have a career in dentistry.,0,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],0
i decided to come to san francisco state university because i wanted to experience a new community.,0,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],0
i figured if there was a time for moving out it would be best after high school.,0,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],0
i really am proud on the decision i made because moving to a new city really helped me evolved as a person.,0,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],0
ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.,1,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],1
"anyway, i am currently here essentially because i care about my future career but also because i want to experience changes throughout my life not just be stuck in one place.",0,['Ive had some struggles that naturally come with moving away from family but theyve really showed me how hard it is to be an adult and that its not going to get easier.'],0
i am in this physics class because it is required as a part of my lower division pre req's.,0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
"i want to pursue a major in biology, specifically physiology.",0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
physics is not my favorite subject because it involves a lot of math that i do not enjoy doing.,0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
it is also very difficult for me to understand since it does not spark my interests.,0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
"since it is a prerequisite, i am going to have to suck it up and try my best in order to be successful in my college journey.",0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
however i need to try my best in this class and i make sure to make going to class a priority since listening to the lectures are very important.,0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
i expect my professors in both lab and lecture and able to be prepared before the actual class and i also expect them to grade everyone with the equality and fairness.,0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
"lastly, i hope i am able to learned from the labs and have the professor help the entire class throughout the lab as a whole group.",0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
"not only having a good grade is the goal in this class, but to be able to gain the knowledge and the tools to help me in the long run.",0,"['Physics is not my favorite subject because it involves a lot of math that I do not enjoy doing. It is also very difficult for me to understand since it does not spark my interests. Since it is a prerequisite, I am going to have to suck it up and try my best in order to be successful in my college journey.']",0
i am here because i want to further my education and expand my knowledge.,0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
i am here because i am working hard to make something of myself.,0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
i want to be successful and happy in my career as a marine biologist and i want to make my parents proud.,0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
going to college was an easy choice for me because ive seen what could happen if you dont work hard and chase your dreams.,0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
i want to help change our world for the better and i dont want to end up living a life that ill regret.,0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
"i am here to prove that i can do anything i set my mind to, not only to others, but to myself as well.",1,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
"i wouldnt be here if it wasnt for my parents constant support financially, physically, and mentally.",0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
i am grateful for everything they have done and will do to get me where i need to be.,0,"['I am here to prove that I can do anything I set my mind to, not only to others, but to myself as well.']",0
i have spent a good amount thinking hard about this question and i still can not manage to answer it properly.,0,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
"when i think about why am i here, many questions arise like why am i in this class?",0,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
why did i chose to take a career path that requires this course?,0,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
i am currently a junior at san francisco state and i am taking this course to fulfill my prerequisites to apply for medical school.,0,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
"as an environmental studies major, taking a physics course is not in my core classes nor is it an elective for my major.",0,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
im not a huge fan of physics largely because it been a subject that has been extremely difficult for me.,0,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
this is my first time taking physics in college and it been a rough start but i am hoping i can understand and learn from it.,1,['This is my first time taking physics in college and it been a rough start but I am hoping I can understand and learn from it.'],0
"i enrolled into the physics 112 lab course at sfsu, to complete a major requirement for general biology, however it is also required that i take physics 111 and thus is essential for me to take 112.",0,['Im putting all my effort to learn more about physics and how to apply this information to the world and to my major.'],0
"building off that, in essence, i am in this course to complete the graduation requirements for my major.",0,['Im putting all my effort to learn more about physics and how to apply this information to the world and to my major.'],0
physics has always been a subject i have had trouble with.,0,['Im putting all my effort to learn more about physics and how to apply this information to the world and to my major.'],0
"going into this course i feel uncertain about how well i will do, since the last time i took this class was in high school.",0,['Im putting all my effort to learn more about physics and how to apply this information to the world and to my major.'],0
"even though this isnt a course i took for myself, i only registered to satisfy school requirements, im putting all my effort to learn more about physics and how to apply this information to the world and to my major.",1,['Im putting all my effort to learn more about physics and how to apply this information to the world and to my major.'],0
"i may be thinking now that i will not use this information outside of this class however, if i eventually learn this to not be true i will be grateful for having taken this course and being prepared for my career even more.",0,['Im putting all my effort to learn more about physics and how to apply this information to the world and to my major.'],0
i am here at san francisco state to get by bachelors degree in general biology.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
when i chose this major out of interest i didnt look into how challenging it is.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
i want to be a veterinarian since i was little and it seems to be the only thing i want to do.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
it is also good for me because i have always been good in the science and mathematics field.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
"its still a challenge and i am not extremely good, but i know that if i try my best i can still achieve decent grades.",0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
so far in my college career i have managed to get okay grades but still succeed when i am not doing so well in a class.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
i love biology and chemistry isnt my favorite but its easier for me to understand than any other major not in the stem field.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
last semester i took physics 111 and i didnt think it would be as hard as it was.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
the last time i took physics was my freshman year of high school so i couldve used a refresher.,0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
"although i failed most of the test i began to go in for help and spend more time, maybe sometimes six hours a day trying to understand the concepts.",0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
"i didnt have time for the lab, therefore, i am took it this semester.",0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
"it would have probably helped me get a better grade in the lecture class to take them together, but it wasnt as bad as i thought to just take the lab which also serves as a refresher for my next semester taking physics 121 and physics 122.",0,"['Its still a challenge and I am not extremely good, but I know that if I try my best I can still achieve decent grades. So far in my college career I have managed to get okay grades but still succeed when I am not doing so well in a class.']",0
i am here in this physics lab because it's a requirement for my major.,0,['m not going to let my fear of math stand in the way of my goals.'],0
i am nervous about taking a physics courses because i have never taken one before.,0,['m not going to let my fear of math stand in the way of my goals.'],0
in high school i opted out of physics and took courses like physiology and forensics science.,0,['m not going to let my fear of math stand in the way of my goals.'],0
i have always been afraid of the math portion of physics because math isnt my strong suit.,0,['m not going to let my fear of math stand in the way of my goals.'],0
since entering my fourth year of college i have greatly expanded my math boundaries but i am still nervous.,0,['m not going to let my fear of math stand in the way of my goals.'],0
physics 1 and physics 2 are requirements to get into ucsfs physical therapy program so im not going to let my fear of math stand in the way of my goals.,1,['m not going to let my fear of math stand in the way of my goals.'],0
i hope this physics lab and the physics lecture will help to boost my self confidence.,0,['m not going to let my fear of math stand in the way of my goals.'],1
i am excited to enter into a new field of study that i have never actually learned before.,0,['m not going to let my fear of math stand in the way of my goals.'],0
making real world connections between what i learn in the class room and all the types of physics around me everyday will be very interesting.,0,['m not going to let my fear of math stand in the way of my goals.'],0
i am here in physics 112 lab because it is a requirement for my major for microbiology.,0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",0
"aside from it being a part of my major, i am also curious to know how a subject such as physics relates to my concentration of study, and what aspects of this course is necessary for me to know that will help me in my career.",0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",0
i am also here to enhance my learning for this subject as well.,0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",0
"i know i have taken ap physics in the past in high school, but have struggled along the way and barely passed.",0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",1
"i am hoping that this course will be different, and will go more in depth to know how certain things work.",0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",0
i mainly want to emphasize more on the formula usage in this course as that is what i have struggled most on in the past.,0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",1
"knowing what formulas to use, and to know when it is the appropriate time to use it.",0,"['I know I have taken AP Physics in the past in high school, but have struggled along the way and barely passed. I am hoping that this course will be different, and will go more in depth to know how certain things work. I mainly want to emphasize more on the formula usage in this course as that is what I have struggled most on in the past.']",0
"for a question with only four words, it is deep (for me).",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"i am here because it is a requirement for my major, which is prebiology and most importantly for medical school.",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
i have never taken physics in my life until now.,0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
i did not have a chance to take in high school since it was full.,0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
taking physics now in college terrifies me knowing that i do not have any knowledge from it at all.,0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
i hope calculus will support my learning in this course in any shape or form.,0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"even though it terrifies me, i am still willing to learn physics.",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"i know that this different field of science will give another perspective of how i will see the world, the universe, and how everything works from force to gravity to energy and beyond.",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"lastly, i am going to learn physics with purpose.",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"i don't want to be here because it is a ""requirement"" but i want to be here because i want to learn from it.",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"a class is more than just a requirement, rather it is a door that leads you to a new understanding of the world around you.",0,"['Even though it terrifies me, I am still willing to learn Physics. Lastly, I am going to learn Physics with purpose. I don\'t want to be here because it is a ""requirement"" but I want to be here because I want to learn from it.']",0
"""why am i here?""such an abstract question; why am i here on this earth right now?",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
how did i come to be here?,0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"why am i currently sitting in this chair in this classroom on this campus, and how did i come to be here?",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"the answer is in no way short or linear, to any of these questions even the most straightforward on, but i don't think many things are?",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"at least not that i've seen.part of the answer has some basis in how i came to be on this earth, i think.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
i owe it in large part to my mom.,0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"i'm here because of her in the most simplistic, biological sense but also in every other sense; spiritual, emotional and so much more.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"i exist thanks to her, and in a lot of ways i believe that the purpose, more than how i came to be, is driven by her own existence.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"i owe everything to her, my life, every opportunity that i've had would not exist because of her and i think i will spend my entire life trying to show her that everything she's done has been worth it and meaningful.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"my number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud.i've also grown to see her, and my other immediate family simply ""exist"" to continue existing, and my dad has always instilled a ""follow your dreams""optimism.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"i want to do more than exist, i want to be happy and i want to have purpose.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
and from a very young age i've found so much purpose and happiness in the connecting with and healing of animals and people.,0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"in so many ways, as cheesy and campy as it sounds, i think its my fate.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"like its what i am here to do, why i'm here, if you will.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"there have been so many hurdles already, and i'm hardly halfway to where i want to end up, but its my commitment to this dream and aspiration that has brought me thus far.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"as unattainable as it has seemed at times, i've trained to maintain the idea that my dream is indeed attainable.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
"dreams require steps and hurdles like taking physics classes towards a degree, towards eventually (hopefully, maybe) a doctorate.",0,"[""There have been so many hurdles already, and I'm hardly halfway to where I want to end up, but its my commitment to this dream and aspiration that has brought me thus far. As unattainable as it has seemed at times, I've trained to maintain the idea that my dream is indeed attainable.""]",0
i am here because i want to get a bachelor's degree on my major of kinesiology.,0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
it all started ever since i got injured playing basketball.,0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
i love basketball do not get me wrong.,0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
i have always dreamed of playing basketball professionally but reality hit in where i am still working on my game while needing to find another career as a backup plan.,0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
"when i got injured playing basketball, i had a chipped bone on my humerus which did not allow my arm to bend and function as smoothly.",0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
"this would cause a sharp pain in my elbow whenever i would do pushups, bench press, or simply bending my arm would result in a cracking like noise.",0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
"when i went to physical therapy, my therapist and i got really close during my process of rehabilitation.",0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
"after healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally.",0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
my overall goal as to why i am in college is to become a physical therapist.,0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
this interested me in a way where i want to help people get back to full rehabilitation physically.,0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
"also, the functions of the body interested me on how i should take care of it to the best of its ability.",0,"['When I went to physical therapy, my therapist and I got really close during my process of rehabilitation. After healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally. My overall goal as to why I am in college is to become a physical therapist.']",0
i am here to take this physics class so i can graduate with a degree from san francisco state university.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
i am studying physiology in hopes of going to medical school to become an oncologist.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
ive seen what good and bad doctors have done to people suffering from cancer and i would like to become someone that works in this field and treats their patients with care.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
"my first step to getting there is obtaining my undergraduate degree, which requires for me to past this physics 122 course.",0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
im currently in my fourth year which wont be my last since i will need another year to pass my majors required classes.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
i believe i will succeed in making my goal of becoming a doctor because i havent had anything stop me in the past.,1,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
my parents were immigrants and teen parents so growing up i was at a disadvantage when it came to schools.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],1
living in a low income area of oakland made certain things to comeby.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
it was hard but my parents always prioritized school first for my sister and me.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
through them i was able to learn from school but from myself that i can succeed.,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
i feel like i will pass this lab with ease since i was able to pass the previous lab without a problem!,0,['I believe I will succeed in making my goal of becoming a doctor because I havent had anything stop me in the past.'],0
