,sentence,label,phrase,updated_label,comments,review,predicted_label
4072,"this semester, as i already know that i must have a phys 222 lab class to graduate, i decided to retake it.",0,"[""I had taken the PHYS 222 last semester but didn't pass, because of absent. the reason I didn't go to class is that I thought I don't need PHYS 222 to graduate, the only class required is PHYS 220. 0This semester, as I already know that I must have a PHYS 222 Lab class to graduate, I decided to retake it. I am sorry for my unrespect in my last semester PHYS 222 Lab, but because of the thought that no need, I didn't want to spend time on something I already know. This semester, I will come to each class and have A at the end of the semester, I need the class to graduate and it is the reason why I am here.""]",0,Reviewed; no issues found.,TRUE,0
1172,those kids that i taught (ranged from the ages three through twelve) would hike three hours in the jungle every single week to stay in the dorms to get an education.,0,['I am in this physics lab because I need it for my major.'],0,Reviewed; no issues found.,TRUE,0
1525,i am here firstly because this class is a prerequisite for my degree in zoology.,1,['I am here firstly because this class is a prerequisite for my degree in zoology.'],1,Reviewed; no issues found.,TRUE,1
4143,also this class allows me to sit with students and just ask questions about related topics aswell like from my 451 class.,0,['I want to have a better understanding of the topics and what they mean on a deeper level. Also this class allows me to sit with students and just ask questions about related topics aswell like from my 451 class.'],0,Reviewed; no issues found.,TRUE,0
1544,i have been working on my prerequisites since my freshman year in addition to my major coursework.,0,"[""I am here because I plan on going to medical school after I receive my bachelor's degree. I have been working on my prerequisites since my freshman year in addition to my major coursework. Since I'm working on the prerequisites aside from my major courses, I have been taking overload courses since starting college. I normally take between 1822 units a semester. I find this challenging as I am also working (sometimes 23 jobs), but I enjoy the challenge and I know it will get me where I want to be. This is my first physics course, so I am nervous with how it will go as the lecture portion appears to be moving quickly (or maybe I'm still trying to settle in).""]",0,Reviewed; no issues found.,TRUE,0
2701,so the first step of achieving that purpose is to actually come to class and pass every class that is required for my electrical engineering degree.,0,['I am here in class on a Tuesday afternoon in terms of taking physics 242 because I need it to graduate. This 3 hour class is a prerequisite for engineering classes. So the first step of achieving that purpose is to actually come to class and pass every class that is required for my electrical engineering degree.'],0,Reviewed; no issues found.,TRUE,0
854,my name is chelsea.,0,"['I guess I\'m here today (in this physics course) to fulfill my requirements to graduate and become a vet. I decided I wanted to be a vet or ta least a vet tech almost only a year ago. For so long, being chinese american, I had it in my head that I ""wanted"" to be a doctornurse. But then for so long I struggled with school, with wanting to finish school etc. I still have about two semesters left, it has been a different experience for me going from community college to sfsu. I was able to finally get good grades, even in the classes that I wasn\'t good at and just feel comfortable where I am at. Something that motivated me was that in chemistry in community college, I did horribly at, so at sfsu I was frightened that it would be the same but I actually did very well in my chemistry classes, and I was a chemistry learning assistant for a semester and my instructor even said I should minor in chemistry! Words I never thought I\'d hear. That kept me going and really motivated me to keep doing well. The next semester my instructor in PreCalc told me to minor in math! Also something I didn\'t ever think Id do.']",0,Reviewed; no issues found.,TRUE,0
5000,"after receiving my bachelors degree i hope to continue on to medical school, where i will eventually become a doctor.",0,"['My main reason for taking this class is to prepare myself for my future studies and eventually my future career goals. After receiving my bachelors degree I hope to continue on to medical school, where I will eventually become a doctor.']",0,Reviewed; no issues found.,TRUE,0
2921,i am here because i need lab credits and i have always been fascinated by astronomy.,0,['I am here because I need lab credits and I have always been fascinated by astronomy. I also took an astronomy class last year and I enjoyed taking that class.'],0,Reviewed; no issues found.,TRUE,0
1621,i am here because part of reaching that dream is not only to follow steps without learning from them.,0,"['I am here because I have a dream, and in order to reach that dream I have to make certain steps. One is take up the major leading to my dreamKinesiology. In order to be fully enrolled my major, I need to meet few prerequisites and one fo them is Physics 111112.']",0,Reviewed; no issues found.,TRUE,0
1782,it will also be interesting to see if i use physics in the medical profession in some way or another.,0,"['The reason that I am taking general physics is that I need the class as a prerequirement for medical school. At pretty much all the medical schools I am looking into I need one year of general physics, general chemistry, and general biology. But I am really excited and nervous to take the class because it is my first physics class ever and I wish it was in person instead of online. With that being said even if I did not need it for prerequirement for medical school I would have still taken at least a semester of this class during my four years at college.']",0,Reviewed; no issues found.,TRUE,0
2641,it's now for my lifelong learning and application for whats next in my life.,0,"[""Every step that I take comes with a purpose, and nevertheless, every step that I take backwards comes with a consequence. My job here is to move forward. As time goes by I'm starting to develop more each day whether it's from education, social, or even in a physical aspect. I hold myself accountable and know that I'm here to grow. I have a strong image of how I want my life to turn out, and being here will help me paint my canvas.""]",0,Reviewed; no issues found.,TRUE,0
547,i dont want to just get by my class i want to learn and apply the things i have learned to the world.,0,"['Ive heard from past students that this class was very difficult and would need extra practice In order for me to achieve my goal of getting an A.', 'I want to be a docter and in order for me to achieve that I have to do well in all my classes including this one.']",0,Reviewed; no issues found.,TRUE,0
326,lesley alexander928023576phys0222reflection 1why do i want to become a computer science major?,0,"['As years pass I tried to figure out a career path I want to follow and be successful financially as well enjoying it too. Then it struck me that I want to work in the video game industry to help in any way possible. I started narrowing what I enjoy about video games and its the backbone of how it performsfunctions, the engine. The engine of the video game is sourced by lines of codes functioning in a complex way that the computer has to understand for the user to access it easier for the general public. So, I want to be a software engineer for a video company one day, enjoying my favorite hobby and learning at the same time.']",0,Reviewed; no issues found.,TRUE,0
18,why am i here?,0,"['. I am here at college because the career choices I want to take, require me to to get a degree in Biology and also, more importantly, because my parents have sacrificed a lot to make it in this country as far as they could have and they would want me to be better off than they are.']",0,Reviewed; no issues found.,TRUE,0
206,"but most scientists are in their fields not for money or selfish reasons, but because they have a pure interest in their subjects and they want to learn as much as they can, and share that knowledge with others.",0,"['Im in this field first of all because I fell in love with astronomy. I loved learning about the stars, planets, Earths atmosphere, dark matter, the search for intelligent life...all of the subjects in ASTR 115 I just completely fell in love with and I thought, I could study this for the rest of my life. So thats the first reason I decided to major in astrophysics.']",0,Reviewed; no issues found.,TRUE,0
97,i am here because im not afraid to ask for help and guidance.,0,['I was apart of a SCI course last semester and I loved how helpful the instructors were. I felt comfortable with them and it gave me time to ask specific questions that I had and have something close to a one on one explanation.'],0,Reviewed; no issues found.,TRUE,0
2643,the interconnected aspect of the body that moves as a unit is deeply fascinating to me.,0,['That is why I am here.But also I am here cause its a pre req for Biomechanics'],0,Reviewed; no issues found.,TRUE,0
3177,i look forward to furthering my understanding of the physical world.,0,"[""When I began college I was unsure about which major to pursue. So, like many other students, I decided to follow my parents lead. This isn't to sayI wasn't interested in engineering, but there was a lack of confidence in my academic abilities. As I have progressed and been exposed to general education classes it has confirmed my commitment to this career path. I have come to appreciate the thought process that goes into engineering. I enjoy the process of breaking down problems to a point that they can be solved. The factbased approach of something I see is applicable to many aspects of life.""]",0,Reviewed; no issues found.,TRUE,0
3047,im here for a college education in order to get a good career that i find an interest in.,0,"['I need to get a higher degree in order to become a P.A. So I plan on going to grad school after. I want to be a P.A. because I love helping people and want to make a difference in peoples lives .', 'Im taking this SCI 115 class to ensure that I do well and get help when I need it']",0,Reviewed; no issues found.,TRUE,1
4274,"i love the culture, style, busyness, etc.",0,"['I am in this class to help me understand more, and pass Cell bio, so that I may go on to take my upper division electives, and graduate from this school.']",0,Reviewed; no issues found.,TRUE,0
2899,ive been behind on that.,0,['I am here because I want to fulfill all of my GE requirements.'],0,Reviewed; no issues found.,TRUE,0
3179,i had a lot in me and i obviously have my parents as mu role model since they finished college and got their degree.,0,['I felt left out or more of left behind because I didnt know what I wanted to do or become even though my parents always had this path set for me as an engineer. although I was surrounded around electrical and technology stuff because my dad has taught me and showed me about it so when applying for college I led to becoming an engineer major because it was what I was familiar with and something that interested me and had me going. But even though I was set for majoring in engineering I also wanted to do something with art so I also minored in it.'],0,Reviewed; no issues found.,TRUE,0
2272,a lot of this understanding comes from my professors pointing out and explaining why we are taking that course and how the different majors related to the course tie in.,0,"['Although there may be some courses in my curriculum that do not relate directly to my focus of study, they are prerequisites to the classes that will have more of a direct impact to my field of study.']",0,Reviewed; no issues found.,TRUE,0
433,"then after i graduate, i am planning to go straight into the masters degree.",0,"['I am here at the school so I can get my bachelors degree for biology with a concentration in marine biology and limnology and get into a research lab. Then after I graduate, I am planning to go straight into the masters degree. My goal is to get into the RIPTIDES program for my Masters.']",0,Reviewed; no issues found.,TRUE,0
1705,i wasn't sure what i wanted to do as i was heading into college but my decision to major in computer science wasn't completely influenced by my family.,0,"[""I'm here because this class is necessary for my major."", ""I wasn't sure what I wanted to do as I was heading into college but my decision to major in computer science wasn't completely influenced by my family. I had taken classes here and there related to Java and Python and took a small interest in computer science.""]",0,"Better fits Aspirational, Familial, or Social themes.",FALSE,0
290,senior year my purpose was to help others solve their own problems and find ways to promote mental health.,0,['My junior year of high school I realized I am here to help others as I joined peer counseling and applied for a counseling internship through my school for the following school semester. Senior year my purpose was to help others solve their own problems and find ways to promote mental health. The question came up again in my head entering college.While I am helping the plant with my small contributions I am also studying to become a therapist with my psychology major.'],0,"Better fits Aspirational, Familial, or Social themes.",FALSE,0
613,"with this in mind, i hope i am able to apply what i will learn in this class to my future classes and career.",0,"['I am here because this is a prerequisite class for my major in Computer Engineering. At the same time, I need to practice so that I can be prepared for the next level Physics II as well as my future engineering classes. Not to mention, it can also fulfill my general education class requirements for college, then I can move on to upper division classes.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
699,"especially with weights and machines, physics will be useful for measuring a persons limit and how far to push their bodies while exercising.",0,"['For this physics lab, I am taking this course to fulfill part of my lower general education requirements for my major, Kinesiology, and for more units. Also, I am taking this physics lab as a requirement for the physics lecture']",0,Reviewed; no issues found.,TRUE,0
4187,"as a junior in college, and also a commuter i do not have free time for study sessions outside classes that actually fit my schedule and i learn better when materials are repeated and bought to knowledge in groups.",0,['I chose to take this class because this is a class offering help regarding the subjects I am currently enrolled in. I am here to learn help me better understand the course material and also because I did look into the free tutoring help on campus but since this is a confirmed help session which I get one unit for being enrolled and fulfilling my attendance it was the best fit for my schedule.'],0,Reviewed; no issues found.,TRUE,0
4405,i am here because i would like additional help in my chem 115 course.,0,['I am here because I would like additional help in my chem 115 course. I did not have that great of a high school chemistry teacher so my knowledge in chem is very minimal. I have a heavy course load this semester so taking this course will help me in a way lessen the amount of studying I need to do.'],0,Reviewed; no issues found.,TRUE,0
4368,also its a free a for my gpa as long as i show up to the class.,0,"[""The main reason why i am here is because i needed 12 units so i can be considered a full time student. Because before i had 10 units because i was only enrolled in biol 240 and Chem 115 which are both 5 unit classes. And my advisor recommended i shouldn't take any more regular classes because chem 115 and biol 240 are hard classes already and im taking them together. And i wanted to be considered a full time student so she recommended i take the support class for chem 115 and biol 240 so i can have 12 units. I suppose the second reason why im here is just for the extra support im case if i need it since there are some hard classes so it wouldn't hurt to just take them. I've taken support classes in the past and it alwats helps. Also its a free A for my gpa as long as i show up to the class.""]",0,Reviewed; no issues found.,TRUE,0
2726,the last reason why i am here is because i am debating on if i should switch my major or not so i wanted to take the lab and see if this is the direction i want to take.,0,"['I am here to complete my lab requirements but I specifically chose this lab out of all the rest because I am majoring in astronomy so i have some background knowledge to some of the materials. In addition to this I took the astronomy class two semesters ago and I really enjoyed learning about the new things that are space related so I wanted to take the lab to expand my knowledge even further. Another reason why I took this class if I am being honest is because since this class deals with my major, I know some things about astronomy so i thought it would be the easiest lab class to take. The last reason why I am here is because I am debating on if I should switch my major or not so i wanted to take the lab and see if this is the direction I want to take.']",0,Reviewed; no issues found.,TRUE,0
3359,being able to work on worksheets and make mistakes on it and learn from it is a great environment.,0,"['Since I have not taken chemistry in over three years, having sci course will hopefully keep my grade up for chemistry 2. I have taken a sci course back in chemistry 115, and I would say that it a major help. After I graduate this semester, I hope I would receive an A in my chemistry 215 lecture and after go into chiropractic college for that is my goal.']",0,Reviewed; no issues found.,TRUE,0
1811,what is my identity?,0,"['Firstly, I am here in the class to meet the requirements to obtain my Bachelors degree from San Francisco State University.']",0,Reviewed; no issues found.,TRUE,0
304,"for a first time physics student, i sure feel confident that i will be successful in this course because sci is very helpful and im really interested in the material so far.",0,['This is my first physics class I have ever taken and so far it has sparked my interest. I never understood the concepts behind phyiscs and now that Im in this class its becoming more and more clear. Understanding physics also helps me in understand other classes Im currently taking.'],0,Reviewed; no issues found.,TRUE,0
2053,"due to this, i have a deep respect for the subject even though it doesn't capture my imagination like chemistry does.",0,"['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0,Reviewed; no issues found.,TRUE,0
3156,i am here because i wanted to take on an astronomy minor since i love learning about the planets and stars of our universe.,0,['I am here in PHYS 121 and PHYS 122 Lab to finish my requirement classes for my Astronomy Minor at San Francisco State University. I am here because I wanted to take on an astronomy minor since I love learning about the planets and stars of our universe. Taking Physics 121 and 122 is the second level of my physics requirement to complete my minor.0'],0,Reviewed; no issues found.,TRUE,1
395,i want to go into the stem field because i've been around it my whole life.,0,"[""I want to go into the STEM field because I've been around it my whole life. My dad works in construction and I have been lucky to be able to work at the offices of were he worked. I got to work with design engineers and civil as well. They sparked an interest in me to go into this field and I have been pursuing it since then. However I have not taken any major engineering classes yet so I cannot say exactly what I want to go into.""]",0,Reviewed; no issues found.,TRUE,0
2327,"however, i don't really have a choice so i will just have to manage like everyone else.",0,"['I am here, taking PHYS 112 because it is a required class for my major, Biology. This class is also probably a prereq for another class that I will need to take.']",0,Reviewed; no issues found.,TRUE,0
3724,he says it makes him feel smart.,0,['Im in this class because I am an arts major and terrible at science and picked the science class that would be semi interesting but also satisfy my GE credit.'],0,Reviewed; no issues found.,TRUE,0
4295,in sci115 i believe that i will ask my peers and my instructors questions without hesitation.,0,"['I am here because I want to be successful in my chem115 class. I dont understand most things right now but I know I can with the help up sci115 and tutoring. Im always scared to ask questions in lecture because of how many people are in there. In sci115 I believe that I will ask my peers and my instructors questions without hesitation. Im here for motivation and what I mean is when I dont know how to start or complete a problem, sometimes Ill just end up giving up because I had no help. So the extra help will give me motivation and confidence while doing assignments at home. I am here because I believe this class with give me help and understanding to succeed and move on to other chemistry classes.']",0,Reviewed; no issues found.,TRUE,0
330,then it struck me that i want to work in the video game industry to help in any way possible.,0,"['As years pass I tried to figure out a career path I want to follow and be successful financially as well enjoying it too. Then it struck me that I want to work in the video game industry to help in any way possible. I started narrowing what I enjoy about video games and its the backbone of how it performsfunctions, the engine. The engine of the video game is sourced by lines of codes functioning in a complex way that the computer has to understand for the user to access it easier for the general public. So, I want to be a software engineer for a video company one day, enjoying my favorite hobby and learning at the same time.']",0,Reviewed; no issues found.,TRUE,0
2166,so it was almost a no brainer when deciding what degree i was going to pursure in college.,0,"['Simply put, I chose this class because it not only interesting but because its required to get my degree, no harsh feelings. So naturley with science and math being vital in enginnering, and with mechanical engineering, being not only fairly broad, making it ""easier"" to find a decent paying job in the future, but focusing on the mechanical and physics aspects in technology and computers.']",0,Reviewed; no issues found.,TRUE,0
2380,"after graduating, i stumbled upon optometry and became fascinated with the study of the eyes and their importance.",0,"['After completing volunteer work at several temples, I started to become enamored with helping others. In the beginning of my college career, I thought that by working in a healthcare field like pharmacy I would able to work with others directly. However, after working in the pharmaceutical setting, I came to realize that the work I was performing did not leave myself feeling satisfied but, instead, weary and tired. After graduating, I stumbled upon optometry and became fascinated with the study of the eyes and their importance. The field seemed perfect to me. The field would allow to help other people quickly and effectively as well as be able to interact with them holistically.']",0,Reviewed; no issues found.,TRUE,0
1235,"also, i am excited to meet some of my classmates as some of them may have more knowledge about physics than i do so they can possibly help out if i don't understand something before i ask you.",0,"[""I am here in this class because it's corequisite along PHYS 111.""]",0,Reviewed; no issues found.,TRUE,0
878,"i hope to take in as much information i can from this class, and bring it into the real world when i finally leave.",0,"['I am taking this physics lab because it is a mandatory requirement for my major. However, since I am required to take this class I might as well try to understand and learn how we could use physics in the real world.']",0,Reviewed; no issues found.,TRUE,0
2376,i have always wanted to become more involved in bettering people's lives.,0,"['After completing volunteer work at several temples, I started to become enamored with helping others. In the beginning of my college career, I thought that by working in a healthcare field like pharmacy I would able to work with others directly. However, after working in the pharmaceutical setting, I came to realize that the work I was performing did not leave myself feeling satisfied but, instead, weary and tired. After graduating, I stumbled upon optometry and became fascinated with the study of the eyes and their importance. The field seemed perfect to me. The field would allow to help other people quickly and effectively as well as be able to interact with them holistically.']",0,Reviewed; no issues found.,TRUE,0
1115,i am studying physiology in hopes of going to medical school to become an oncologist.,0,"['My first step to getting there is obtaining my undergraduate degree, which requires for me to past this Physics 122 course. Im currently in my fourth year which wont be my last since I will need another year to pass my majors required classes.']",0,Reviewed; no issues found.,TRUE,0
1536,"i enjoy learning it, i want to be better, and im here to take a step further into making it my career.",1,"['. I chose computer science because it empowers me. I enjoy learning it, I want to be better, and Im here to take a step further into making it my career.']",1,Reviewed; no issues found.,TRUE,0
2902,i want to get a job in the film industry.,0,['I am here because I want to fulfill all of my GE requirements.'],0,Reviewed; no issues found.,TRUE,0
4169,i am here because i want to pass this class.,0,"[""I am here because I want to pass this class. I took this class last semester with Haji and I ended up with a D. I took the lab last semester too and passed but I struggled passing the lecture because I didn't do too well on the exams. I am taking this class for the second time and I want to take it more seriously. I signed up for this class in hopes that I would get a bit more practice and help figuring out the problems that I couldn't figure out last semester.""]",0,Reviewed; no issues found.,TRUE,0
4213,"anyways, ive always liked chemistry and i enjoy studying for it but its always a class that you need to put in the work to get good grades.",0,['Im here because Im taking organic chemistry and Ive taken Sci classes for other chemistry class and theyre helped so much.'],0,Reviewed; no issues found.,TRUE,0
686,physics complicates more general life interactions so that i can look at what happens more complexly.,0,['I need to take this particular physics class because I am a biology major and also because I was nervous about taking AP Physics in high school and decided not to do it. Which is interesting since I did all the history AP classes that my school had available as well as AP Chemistry and AP Biology'],0,Reviewed; no issues found.,TRUE,0
402,i also like being helped by other students whove taken the class already because i feel like sci instructors can explain things better than some professors.,0,['Im here taking a Sci class for physics because I have never taken a physics class.'],0,Reviewed; no issues found.,TRUE,0
2836,"it is also useful as it serves as a handson experience for proving what we learn in class and an introduction to proper research, a career i also plan on pursuing.",0,"['This lab class is a required course for a major in astrophysics, which I am pursuing.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
1391,i am hoping that this time around i can do better than i have in the past.,0,['I am here in this physics class because it is a requirement for my major. I am a KIN major so I need this course as a prerequisite for some of my other upper division classes. I have taken physics in high school but I did not do so well. I am hoping that this time around I can do better than I have in the past.'],0,Reviewed; no issues found.,TRUE,0
2590,"i am here taking astronomy lab 116, at san francisco stateuniversity because astrology was a big part of my upbringing throughout child hood, being raised in a spirtitual home.",0,"['I am here taking Astronomy lab 116, at San Francisco StateUniversity because Astrology was a big part of my upbringing throughout child hood, being raised in a spirtitual home. Last year I took Astronomy 115 to understand the actual science side behind time, space, and planets']",0,Reviewed; no issues found.,TRUE,0
4419,"i hope that by being here, i am able to improve my learning experience while partaking in something new.",0,['I am here because I believe taking a SCI 321 will help me improve my understanding of CHEM 321 this semester. I have never taken a SCI course before since they often would overlap with my other classes.I am confident that SCI 321 will give me the needed practice and help me excel in CHEM 321.'],0,Better fits Aspirational or Attainment; lacks systemic navigation.,FALSE,0
874,"solving problems and just all about calculating numbers, but after taking my first semester of physics, i realized that physics is a combination of science and math.",0,['I am in Physics II (PHYS 122) because first of all I am a premed student. Not only that this class is a requirement for my major but also physics is in fact come to play in our everyday life.'],0,Reviewed; no issues found.,TRUE,0
3494,"i do not like feeling like i'm wasting my time in class simply because i don't need this course, not because the class itself is so bad.",0,"[""I am here today in Astronomy Lab simply because it's general education course I have to fulfill in order to continue on with upper division courses or to even graduate.""]",0,Reviewed; no issues found.,TRUE,0
4603,"not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.",0,"['I am here in Physics Lab because it is part of the requirement as a Biology major here at SF State. I have never previously taken any physics course throughout high school and I find it essential to be in this class to have a better understanding in general and as a science major. I was brought to this class through major requirements, however, I initially chose Biology as my major because I have future plans to go into the medical field as my career. More specifically, I aspire to be a Physician Assistant and hope to get into a graduate program for that once I graduate from SF State. If that doesnt work out, being a Biology major allows for a wide variety of career options such as a different career in the medical field, I could go into research, another option would be a CSI (crime scene investigator), dentistry, veterinary studies, etc. Not only does my major allow me a path to my dream job but also opens several pathways to many other backup plans, either way, this major will hopefully help me succeed in life.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
2292,i am majoring in computer science.,0,"['I am here because it is a prerequisite for my major courses.', ""I'm just taking this class because the school says I have to. I could have chosen to take it later, maybe next semester or maybe next year, but I took AP Physics in high school so I don't want to prolong it. If I take it later, I might lose all my knowledge on the subject, whereas if I take it now, all my previous studying will be fresh in my head.""]",0,Reviewed; no issues found.,TRUE,0
2062,why am i here?,0,"['A degree will make me advance towards what I need to be, and studying is just a medium.']",0,Reviewed; no issues found.,TRUE,0
807,"if you ask me why i'm here at this university, it's because it was the right school to choose, but it wasn't where i wanted to go.",0,"[""If I'm asked why I'm taking this course, my answer is to cover a major requirement."", ""Since middle school, I've been so centered at persuing a career as a veterinarian, but my mind has been drifting towards the Marine world.""]",0,Reviewed; no issues found.,TRUE,0
189,"i am here to build a life for myself and am starting with getting a good grade in physics, and this class will hopefully enable me to do so.",0,"['I also need physics to get into the medical school I want to get into', 'I am also here to get my general education done.']",0,Reviewed; no issues found.,TRUE,0
2051,physics is the foundation science of the universe (though some would argue mathematics is the foundation).,0,"['I am here for multiple reasons, the primary one being to meet my last requirement for graduation.']",0,Reviewed; no issues found.,TRUE,0
2704,"even though i am a secondyear political science major here in sfsu, learning about astronomy for a barea requirement has been very intriguing for me.",0,['I am taking the ASTR 116 course mainly because it is one of the last lower division GE requirements that I needed to complete.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
3140,when industrial design students design some products.,0,"['why I am hereFor graduated, we need one science lab class. I took the physics and the bio lecture.', 'I chose taking physics lab is because my major is industrial design. I think to take the physics lab will learn more knowledge to apply to my design. Therefore, I took this class not only for graduate, but I also hope that I can learn something from this class that I can apply to my senior project.']",0,Reviewed; no issues found.,TRUE,0
36,a future where i don't have to struggle at the end of the month to pay bills or provide for my family.,0,"['As for why I am here in San Francisco, I moved away to isolate myself from any distractions that would cause me to not reach my highest potential.']",0,Better fits Aspirational or Attainment; lacks systemic navigation.,FALSE,0
1236,"overall, i am excited to be in this class to further my knowledge about what physics is about and to help me out with the lecture portion of it.",0,"[""I am here in this class because it's corequisite along PHYS 111.""]",0,Reviewed; no issues found.,TRUE,0
890,"i eventually had to find my own personal reasons for wanting to pursue stem, and part of reaching that point took me thinking about my own future for myself.",0,"['After graduating from Oceana High School, I decided to work parttime and go to school parttime at City College of San Francisco. I tried my best to take the most general of general education classes while I was still deciding my major.', 'It took working at a research and development style private sector startup to realize I particularly enjoy studying virology. This company had a program of regularly taking in interns, and I was lucky to be one of those people. I eventually decided to quit this job to fulltime pursue my undergraduate degree in microbiology.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
2316,"after i graduate from sfsu i will then apply for medical school to become a pharmacist at ucsf, which is the overall and main goal i have for myself!",0,"['It is a basic stepping stone in order for me to graduate with my Major of Biology (Concentration on Cell and Molecular) from SFSU. I need to take 2 semesters of physics and pass in order to move forward in my journey. After I graduate from SFSU I will then apply for medical school to become a pharmacist at UCSF, which is the overall and main goal I have for myself!']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
2717,i am here at san fransisco state university to get my degree in business and take that degree to get my dream job.,0,"['I am here at San Fransisco State University to get my degree in business and take that degree to get my dream job. That dream job being a sports agent which, will then allow me to start my career and ultimately starting my next chapter in life.', 'I am here in this astronomy lab because this is a stepping stone in the process of my main reason for being here.']",0,Reviewed; no issues found.,TRUE,0
1242,i want to make sure i can understand the material well enough for me to pass this class by the end of this fall semester.,0,"['I chose to be in this class because it is a requirement to fulfill in order for me to obtain my Cell and Molecular Biology bachelors degree. Also, it is the last Physics series I would need to complete and move on forward for additional classes until it is time to graduate from this university. It is important for me to pass this class, so that I can pursue my degree in helping me towards finding a wellpaid and decent job Im most passionate about one day.']",0,Reviewed; no issues found.,TRUE,0
3545,why am i here?,0,['Physically i am in this class I am here because I want to graduate from college and I need these credits plus I like learning about astronomy.'],0,Reviewed; no issues found.,TRUE,0
4438,"i expect this supplementary course to give me a chance to build on what i have learned in the lectures from chemistry 321, and i hope it gives me the opportunity to ask questions about things im not sure about from the chemistry 321 lectures.",0,"['I am here at SFSU as a transfer student majoring in Biochemistry. I attended College of Marin before transferring this spring. My goal is to complete my BS here at SFSU and then attend dental school. My ultimate goal is to become a dentist and work here in the bay area. I am here at this Science 321 supplemental class for Chemistry 321 so that I can hopefully improve my performance in Chem 321. I have a pretty good background in chemistry. I have already taken General Chemistry and Organic Chemistry I and II. I really enjoyed these classes and found them to be challenging. Chemistry 321 is my first time taking chemistry at SFSU, so I want to use this supplementary course to help me do my best.']",0,Reviewed; no issues found.,TRUE,0
4130,it feels odd now being in a sci class after having taught them for over the past year.,0,"['I am currently taking SCI 350, as it is necessary to take the supplemental instruction courses that partner with the stem classes being taken as an SEO student.']",0,Reviewed; no issues found.,TRUE,0
2888,i am here because i want to fulfill my goals.,0,['This class is a requirement to helping me move forward in my career path. I need this class for support because lecture can get very confusing however if both SCI class and lecture are misleading then I might need to seek outside help.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
3639,the time that i had spent in this class made me want to go outside and look at the sky more often.,0,['The reason I am here taking an astronomy lab is because I took an astro lecture class last semester. Since I took the lecture I thought why not also take an astronomy lab too.'],0,Reviewed; no issues found.,TRUE,0
2789,"it was hard for me to tell which constellation i was seeing in the sky, so i hope to get more practice using the night sky tool in future labs.",0,"['Im here in the Astronomy 116 class because of all the general education lab choices, Astronomy piqued my interest the most. Ive always found stars and galaxies to be fascinating and never understood the complexity behind them. When I was younger, my sister introduced astrology to me, and I thought that Astronomy was the exact same thing. Being in this class has taught me that theyre very different concepts']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
351,i want to dive into the stem field because i love science and technology.,0,"['I love stem, particularly technology and science because i find it to be stimulating and challenging which is a requirement that i have for myself and the profession i wish to seek.']",0,Reviewed; no issues found.,TRUE,0
815,i decided to come to san francisco state university because i wanted to experience a new community.,0,"['I am here in San Francisco, CA because I decided to attend college here. I am attending school because I want to have a career in dentistry. I decided to come to San Francisco State University because I wanted to experience a new community. I figured if there was a time for moving out it would be best after high school. I really am proud on the decision I made because moving to a new city really helped me evolved as a person.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",TRUE,0
2496,i am here because in order to graduate it is required for students to take a class that consists of a lab and a lecture.,1,['I am here because in order to graduate it is required for students to take a class that consists of a lab and a lecture.'],1,Reviewed; no issues found.,TRUE,0
4150,"i want a job that doesn't necessarily make me happy but does in fact make those around me happy whether it be with the product i help produce, my work ethic, or my personal actions.",0,"[""Although times and opportunities have significantly, I still see university as the gateway to at least a stable job in the engineering field.I want a job that doesn't necessarily make me happy but does in fact make those around me happy whether it be with the product I help produce, my work ethic, or my personal actions. I feel university can help me accomplish that and so far it has. he world.""]",0,Reviewed; no issues found.,TRUE,0
1709,that is a question that i have been asking myself for a while now.,0,"[""There was an expectation for me to figure out what I am doing and what I am supposed to do. But I just haven't reached the conclusion of that question for myself. I signed up to become a physicist, a career to become a physicist. I only chose that because I liked physics in high school. I didn't really think about the future. I didn't really think about what I want to do. But I am here now, so I would try my best in the class. As of right now my career path is very murky, like it changes daily kind of like I want to do a lot of stuff, experiencing many different things.""]",0,Reviewed; no issues found.,TRUE,0
1005,it feels kind of crazy that were all just trapped at home and theres nothing really that we can do to change our reality other than doing simply nothing.,0,['I am here because I need to complete the class in order to graduate as a general biology major.'],0,Reviewed; no issues found.,TRUE,0
4606,i am not a math person.,0,['I am in this course because I need it for my major.'],0,Reviewed; no issues found.,TRUE,0
