sentence,label,phrase,predicted_label
there are many different potential jobs to do.,0,['I want to become a computer programmer and join computer science because it will be important in the future.'],0
i am here because i want to be the first one of my family to graduate from college and make them proud.,0,['I am here with a full schedule because I hope to be able to get a good job and be happy after I graduate college.'],1
the reason i desire to go to medical school is because i feel that it is what i meant to do.,0,"['Taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual. I just hope I can pull it off. I also want to get a better educations, get a better job, prferably one with advancement opportunities. I also want a job that I love']",1
why am i here?,0,"['I want to make something for myself, aspire to do something worthy that will bring happiness to my life']",0
i am here to learn as much as i can so my future self can be the best at whatever it is i end up doing.,1,['I am here to learn as much as I can so my future self can be the best at whatever it is I end up doing.'],1
why am i here in this class?,0,"['I am here to pursue my career of becoming an Electrical Engineering, and physics is one of the most important parts of it.']",0
i want to be a change in this world i want to help my parents as well as help others.,0,"[""I'm here to make my future brighter to improve myself.""]",1
"although i probably wont be needing actual physics for a future computer science job, these problem solving techniques will be very helpful in the future.",0,['These problem solving skills that I will develop in both the physics 230 seminar class and the lab class will be very beneficial to me and my future aspirations.'],0
when i chose this major out of interest i didnt look into how challenging it is.,0,['I am here at San Francisco State to get by Bachelors degree in General Biology. I want to be a veterinarian since I was little and it seems to be the only thing I want to do.'],0
it means being set with a job that im highly unlikely to be laid off from.,0,['Im here doing everything I can to make something of myself. I want more than anything to be a surgeon.'],0
"i know i'll need side projects as a computer science major, but i feel like acing this class would just...",0,"['I want to get an A in this class so I have a foundation while job searching, so that I hopefully can beat the crippling dread that job searching, and thinking of the future in general, can be (for me, at least).I hope the research goes well and that everything works out.']",0
"all my life, from childhood to today, i have proven to myself that pursing a degree in cell and molecular biology is what i am striving for.",0,"['become knowledgeable about different cultures, different personalities and most importantly different academic subjects']",1
this is my first physics class i have ever taken and so far it has sparked my interest.,0,['I am taking SCI to expand my understanding of physics.'],0
"i originally enrolled into this class because i had no prerequisite completed to enroll in psychics 111, so i did the aleks, but my professor recommended me to take this course for extra assistance.",0,['to better understand the physics concept.'],0
"also, i love science, and since physics is a science course, i wanted to take it.",0,['I am also here because I want to learn more about how everyday things work.'],0
i decided i wanted to be a vet or ta least a vet tech almost only a year ago.,0,"[""I guess I'm here today (in this physics course) to fulfill my requirements to graduate and become a vet. I decided I wanted to be a vet or ta least a vet tech almost only a year ago.""]",0
i am here because i am pursuing a further education so that i can get a degree and have a successful career in the future.,1,['I am here because I want to further my understanding in my Calculus class. I want to take full advantage of this course and try hard in order to really understand the material and pass my actual Calc class. I am here because I am pursuing a further education so that I can get a degree and have a successful career in the future.'],1
"i love the culture, style, busyness, etc.",0,"['I am in this class to help me understand more, and pass Cell bio, so that I may go on to take my upper division electives, and graduate from this school. I would also really like to make a difference in the world so that I can leave a mark (hopefully a good one) for once im gone.']",0
"will help me safely help people rehabilitate using the movement of their bodies, and various fitness equipment.",0,['This could help me simply better understand every day experiences but ultimately will help me in my future career as a physical therapist. Im at SFSU because I want a degree.. I want a degree in kinesiology because I want to pursue becoming a physical therapist.'],0
i am here at san francisco state university because i want to get my bachelors of science in biochemistry so that can get into medical school and become a anesthesiologist.,1,['I am here at San Francisco State University because I want to get my Bachelors of Science in Biochemistry so that can get into medical school and become a anesthesiologist. I am here so that I can make my mom proud and be one of the first people in my family to complete college and get a degree; because making them happy android means a lot to me. I am in Physics 112 so that I can continue to pursue my dream of becoming an anesthesiologist and learn more about physics and how it is present in my every day life so that I can use my new found knowledge and degree to help others by becoming a doctor.'],1
"however, i didn't think it is the most important reason.",0,"['During this physics lab, I got the chance to know more scientific skills.']",0
i don't want to give up because this is something that i really want to do.,0,"[""I'm here because I want to become a doctor in the near future."", 'I want to be the first in my family to graduate and become a doctor.']",0
my major is cinematic arts and i plan to minor in animation in order to pursue my career goals in the creation of childrens animated films.,0,"[""My major is Cinematic arts and I plan to minor in animation in order to pursue my career goals in the creation of children's animated films.""]",1
"however, this made me think that how i want to live in my life.",1,['because to make someone and myself happy.'],1
"i am here in this physics lab at sf state right now because it is a class i have to take for my major, mechanical engineering.",1,"[""My end goal is to be able to have a good paying job that lets me live a happy life with a nice house and car and also be able to take care of my family and pay my parents back for everything they have done for me. I chose Mechanical Engineering because I wanted to do something with cars when I'm older whether it's working at a car company like Tesla or being able to modify and drift cars.""]",0
i didn't really think about what i want to do.,1,"['I signed up to become a physicist, a career to become a physicist']",1
"i am here to get my degree, network, and to make great friendships.",1,['What I hope to get out of this Sci class is a clear understanding of how to solve and physics problem and be confident that I know how to do it.'],1
i know that physics can be quite a challenge for me but i will not let it stop me from trying hard in this class.,0,"[""I'm looking forward to understanding and growing my knowledge of physics.""]",0
"i want to be able to make my parents, family, and friends happy because of what i can do and show them that i can do it.",0,"[""I think I am here as of right now because I want to be able to do well in the present and in the future. I want to be able to help my family, be able to graduate, find a good job in the future, etc. Hopefully, with these mistakes that I made, I will be able to grow and improve. Though I can't really predict my future, I hope I'll be able to make people happy and find a career in the medical field since I'm still unsure now.""]",0
"also, it is nice to learn more about physics, but the main reason whyi am here is because my major requires me to take this class.",0,"['By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0
i find physics very difficult to learn and study but it also brings curiosity to my mind.,0,['I want to be in physics to understand the concept further where it will help me understand my concentration in molecular and cell biology. I thought I wouldnt be capable of learning this subject but I passed physics 1 and I believe if I study hard enough I can pass physics 2.'],0
"and although i was always inspired by the nature of my parents field, i never seemed to like their job.",0,"['So the greatest reason for me to go in this field, is to contribute my part as best i can to this global society that will flourish with moral technological advancement.']",0
i had zero confidence in myself to be where i am and never thought i would be in college.,0,"[""The reason I am here in this class is to be able to succeed in Bio 230 and learn to develop my study skills because I have a learning disability that sometimes makes it hard for me to learn like your typical student I tend to think differently. This somtimes tends to bring me down Being a zoology major had always been a dream of mine and I just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since I wasn't able to get FAFSA to help me achieve my goal and pay for half of my schooling. In being in this class I strongly feel that it will help me accomplish the goal of opening up my own veterinarian clinic and helping animals that are going extinct and make my clinic a sanctuary for animals that have gotten hurt in the wild or by people trying to hunt them. This is a huge goal for me that I hope someday becomes a reality and I am able to help save thousands of animals around the world.""]",0
i am a very family orientated person so i just want to make everyone happy and proud of me .,0,['I want to make them and myself proud.'],0
i think that the concepts behind how motion works is very fascintating.,0,['I am here to receive my education.'],0
"i desire to help others, because in a way it helps me become a better person.",1,"['Why Am I HereI am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. When I do apply for medical school, I also plan to earn an associates degree in surgical technology, so that even if I dont get in, Ill have something to fall back on, and add to my application for when I reapply.']",1
"i am here because my parents migrated to the united states in order to provide a better life to their future family, which would be my siblings and i. my parents wanted to give their children the opportunity to go to college, an opportunity that is unfortunately not granted to many of my family members back in mexico.",0,"['I know I want to become an exotic Veterinarian, but I feel like I am not smart enough to get into Vet School. I want to at least help animals, such as my bird and reptiles that need care, as there are not that many exotic vets, only primarily those who focus on cats and dogs. If that is the path I eventually do not take, I am very interested in virology and would like to study them. Maybe that is why I am here, to at least provide a slight change to science, although it may not be a big one at least it is something I can contribute to the world.']",0
"for the more existential point of view, of why am i here? i feel i am here to create positive change in the world, to have an impact on others.",0,['Im here in class because I want to learn more about physics and further my education in S.T.E.M. This class is one of the classes I need to gain my biology degree or transfer.'],1
i enjoy going to the gym which is why im a kinesiology major.,0,['Im here because I want to have an education and build my career find my passion.'],0
why am i here?,0,"['Well, that depends if someone were to ask me why I was here in this class, physics 111 lab, I would say that I am here to learn about physics and that it is required for me to take this course for my major. However, speaking in more broad terms why am I here at this school, San Francisco state, well that is because I am trying to earn a degree in biology, and hopefully have a wellpaying job in the future, as to why most people go to college. However, I would say that I am here in this class, at this school, and on this earth due to change and my drive to achieve the goal that every human strives to attain which is living a healthy and happy life.']",0
"i want to reach my full potential and with this course, i would have to study.",1,"['I want to improve myself as a person and be studious. I want to reach my full potential and with this course, I would have to study.']",1
"i love making others feel better, and i want to heal them from past trauma, so this class is essential to my degree and my life.",1,"['I am here because I want to go to medical school someday. Not here just for the requirement, but to gain knowledge that can be useful in my life and in graduate school in the future. I want to take advantage of this education and hopefully receive income to where I can support my family and doing it with something I love to do.']",1
that's why i am here at sfsu with the goal of pursuing my b.s in civil engineering.,1,"[""That's why I am here at SFSU with the goal of pursuing my B.S in Civil Engineering.""]",1
i will graduate from sfsu with a bachelors in biology with a concertation in physiology.,1,['I will graduate from SFSU with a bachelors in biology with a concertation in physiology. I know I want to help sick children; my goal is to attend medical school and become a successful pediatrician.'],1
i am here because i want to progress and live a better life than my parents did.,1,['I am here because I want to progress and live a better life than my parents did.'],1
ill have to adapt in some way.,0,['Im here doing everything I can to make something of myself. I want more than anything to be a surgeon.'],1
honestly it wasn't a bad idea i have really liked college life and being away from home.,0,"[""I'm here because I basically just want to do something with my life although right now at the moment I'm not so sure what i want yet. I thought that a good goal for now would just be to get a degree hopefully in the way i find what I'm passionate about.I'm here to explore and find my own meaning in life and learn along the way.""]",0
"now, she has to work really hard to be able to afford paying rent, and i see her struggles.",0,"['I am here at Sf State to succeed and have a better future. I dont want to go through the same struggles, especially knowing how expensive it is to live here, this is why I want to succeed and have a better future. In addition, in order to succeed and become my career I have to first get a bachelor in Biology, and I would get it by graduating from SFSU.']",0
it is an ongoing process.,0,['My goal is just to pass this course. I do not necessarily care about the grade I get as long as I pass.'],0
i want to be able to learn and understand more about what i observe over what i see everyday in the sky or even around me.,0,['I am here attending this school is because I want to achieve a bachelors degree.'],1
"but if i had to give an answer i would most likely say it is for my future and to make my parents proud of me for achieving a goal, especially within the science category.",0,"['But if I had to give an answer I would most likely say it is for my future and to make my parents proud of me for achieving a goal, especially within the science category.']",0
i am here because of my goal in trying to get a b.s. in biology concentrated physiology.,1,"['I am here because of my goal in trying to get a B.S. in biology concentrated physiology.', 'Im here to become a doctor.']",1
this class also will help the structure of the procedure of logical problem solving which is important for my major.,0,['I am grateful that physics is required because it allows me to have a deeper understanding of how the everyday experiences works.'],0
"however, at that time, i rarely performed physics experiments.",0,"[""However, at that time, I rarely performed physics experiments. Therefore, I really hope that I can do this at university and I wasn't a bit bitter to register for physics class this term. I am looking forward to experiencing the interesting things in this class in the near future.""]",0
"i still believe it is so, all these formulas, conversions, and isolation thinking, makes it very hard for me to determine.",0,"['I want to improve myself as a person and be studious. I want to reach my full potential and with this course, I would have to study.']",0
"to ensure that i stand out as an applicant for veterinary school, i am striving towards a 3.84.0 gpa all throughout college.",0,['I am taking this physics course because I have a goal of someday becoming a doctor of veterinary medicine.'],1
it helps me understand the world around me on a daily basis so i make even more informed decisions even if it is in the tiniest of details.,0,['Im currently here to inch towards my goal of getting an engineering degree.'],0
i am here to improve and challenge myself to learn new things and be capable to do things on my own.,0,"['I am here because I want to attend school and gain the skills and education needed to live autonomously and successfully. I am here to improve and challenge myself to learn new things and be capable to do things on my own. I am here because I want to get a degree and become a doctor to help people be healthy and happy. I want to become a doctor because I have a personal mission or purpose, which is to help people. Also one of the main reasons is because I want to be the first family member to be a doctor and that would praise a lot about the profession.']",1
"i was cared to ""start over"" in a sense, but i know i would regret it for the rest of my life if i didn't take the chance and try.",0,"['In one sense, I am here because I completed physic 1 and now I would like to complete physics 2. I am glad to say, after taking the majority of prerequisites, I feel confident in my self and my ability to get in to medical school and succeed in medical school!']",0
"since i am a personal trainer and have been coaching clients in different populations for about 4 years, i feel this is my passion and my calling.",0,"['I am here attending SFSU to achieve higher education but also to hopefully find a career. One reason that I am taking physics is because I need to for my major courses to graduate and achieve my bachelor of science degree in exercise science and movement science. After getting my bachelor of science degree in kinesiology, I plan to hopefully apply for physical therapy school or occupational therapy school.']",0
"gradually, i passed some classes and got into a specific academic route and this is the point that i am at.",0,"['Eventually, I will finish all of those classes and feel satisfaction and pride that I was able to earn a degree in mechanical engineering.']",0
"i am here to get my bs in physiology, so i can get into medical school.",1,['I am here to get my BS in physiology so I can get into medical school.'],1
i'm am here in school because i want to learn and gain knowledge so it would be easier for me.,0,"[""This class was one of the requirements for my major classes without it i won't be able to reach my goal of a masters."", ""I've always wanted to be a detectiveand work with computers so i decided to take this path""]",1
it's something that will help me for my chosen field and hopefully give me a new view about physics and other scientific subjects.,0,['I am here because I want to learn more about all types of science and one day go into my field of study and being happy and successful.'],0
whatever it is that i end up doing i hope that it is something that makes me happy.,0,['Physically i am in this class I am here because I want to graduate from college and I need these credits plus I like learning about astronomy. I want to travel the world and learn about different cultures. That is my dream and hopefully my purpose. Maybe I am here to become a famous activist for human rights or maybe Im going to find something else like criminal justice and follow that path to become a lawyer. Whatever it is that I end up doing I hope that it is something that makes me happy.'],0
"i like all the clubs the school has, the programs, and the internships.",0,['I feel like I am able to succeed as a Biology major in this school'],0
i am currently attending san fransico state university because it was the closest school that was near my family.,0,"['I hope that through this lab class, I will be able to learn more indepth and truly understand the fundamental concepts in the course.']",0
reflecting back its crazy to think that i am living in san francisco and going to school at sf state.,0,"['Therefore, my education and gradutating college, is not only my goal and dream, but it is also theirs.']",0
im taking the physics lab because im also enrolled in the physics lecture on mwf. i'm also taking it because in high school i took preap physics and i really enjoyed it but it was kind of difficult for me as well.,0,['I hope to aquire some learning skills that i can use in my life and studies as i finish school at san francisco state university. Hopefully finishing the course will allow me to be more open in science courses and be excited to learn some new things.'],0
"so to answer the question why am i here, i'm here for nothing.",0,"['Further from that I am here to try and land a steady job with a good income. If we want to look further, I am here to enjoy what life had to offer.']",0
my first impressions of the lab are ok i guess.,0,"['Since physics is all about problem solving, I hope to get problemsolving skills from this class.']",0
"i lived in mexico for almost half my life and i know how bad the situation over there is, you cant really succeed and when the opportunity to move to the usa and have a better life came up it was something i couldnt say no to.",0,['I mean seeing the struggles we all went through is something I wanted to change for my children in the future I wanted to be better. I always knew I wanted to be a doctor but seeing how bad the system is in Mexico and how my family over there was dying because of Doctors who didnt know what to do is when I really wanted to become one because I wanted to be the change I want to be able to help save lives and not end lives. Im here because I want a better future.'],0
"yes, this class is required for me to take as apart of my major but i am also excited to see what i will learn.",0,"['I am here, taking this Physics course to further my knowledge of science and be able to graduate with bachelors in Biology.']",0
"in addition, i also want to learn cool things about machinery.",0,"['If I were to ask myself, ""why am I taking physics?,"" then perhaps I would be asking myself why I\'d want to pursue a degree in Computer Science. In addition, I also want to learn cool things about machinery.']",0
i really feel like these classes are helping with our critical thinking.,0,"['So, overall I really appreciate these ""introductory"" classes because they are helping us grow and learn our critical thinking skills.']",0
"i remembered that physics labs are always fun and educational, so i will be looking forward to all the experiments well be performing this semester.",0,"['Now that Ive decided to persuade and obtain a college degree as a biology major, I want to expand my knowledge of our world by learning and understanding the physics that we live by everyday.']",0
"i remember in class we did the ekg lab and i think this is one of the closest things to the career i want to pursue, i work as a medical assistant now and i do ekg for patients almost every time i have a shift and getting to understand it from a different perspective, a physics perspective is really interesting because i'm always focused on biology and this part of science but i never expand my knowledge outside my box or my ""comfort zone"" because in the past i didn't do very good in physics classes or they weren't my favorite classes i have a bad memory with these classes so that is why i moved away from trying to understand it.",0,"[""it was really fun to get to do something I do but from a different perspective and in the future as a nurse or PA or a dietitian (still can't make up my mind) I think it is really important to have an open mind about everything and be opened to learning new things!""]",1
so i guess im here for a grade is all.,0,"[""I'm here to learn and will try my utmost best to obtain a B grade Ill take a C but want to aim for a B.""]",0
and it certainly beats taking any kinda of lower or upper division ge in terms of interesting material.,0,"['So I guess im taking the class because its interesting, gets me closer to my end goal of getting a CS degree.']",0
"since i am a personal trainer and have been coaching clients in different populations for about 4 years, i feel this is my passion and my calling.",0,"['I am here attending SFSU to achieve higher education but also to hopefully find a career. One reason that I am taking physics is because I need to for my major courses to graduate and achieve my bachelor of science degree in exercise science and movement science. After getting my bachelor of science degree in kinesiology, I plan to hopefully apply for physical therapy school or occupational therapy school.']",0
"in terms of taking a physics lab, it is because it counts towards my major which is biology in concentration with physiology.",0,"['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor.']",0
my interests and life experiences have ended me up here.,0,"['I am here because I have a goal. This entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.']",0
"these two things, i believe would the most influential aspects of this class on my future, and would help me conduct better thinking in my future classes in both college and medical school.",0,"['Currently I am in the Physics 222 class to develop a greater understanding of Physics.', 'I hope that in this class, I will improve on my quantitative thinking, and will improve on formulating the work I have done in experiments.']",1
i aspire to get into kinesiology as my major and this physics class is a prerequisite for it.,0,"[""I aspire to get into Kinesiology as my major and this physics class is a prerequisite for it. When I think about it in a bigger picture, I think about why I'm at state and I'm ultimately at state to expand my knowledge and to be something bigger than I was when I first stepped foot in college. I aspire to fulfill the goals I have set for myself and being at state gives me direction towards my aspirations.""]",0
after i get my bachelors degree i am going to do a program at uc davis to continue becoming a vet.,0,['I am in this physics class because I want to become a Veterinarian. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.'],1
my support system is my parents.,0,['I want to be an Engineering for the future.'],0
"i was supposed to take this class last semester, but i had a lot on my plate.",0,['I want to expand my knowledge and learn more about the mechanics of physics and how things work in the world around me. I have not had much experience with the subject of physics so I am hoping that this class will fulfill my expectations.'],0
surely there must be some metaphysical being that allowed for nature to give rise to such a dominating force of animals.,0,['I am here in class because I aspire to help people regain motion in their body by being a physical therapist.'],0
"i came to achieve my bachelors degree in biology, in hopes of going to medical school right after.",0,"['I came here to pursue my goals of becoming a doctor of some sort.', 'I chose to go to college to not only fulfill my dreams but my parents dream as well.']",1
i am here in this classroom because i must receive a grade that will determine whether or not i will be proceeding to the next class.,0,['I am here because I genuinely feel like this will benefit me later in my attempt at becoming an engineer. I feel that it is important that as an aspiring engineer that schooling is one of the best ways to learn the information that is required to not only receive a degree in mechanical engineering but the only way'],0
and use it to become a professional mechanical engineer.,0,"[""I'm here to learn more about general physics and get a better understanding of how the complex concepts discussed in the lectures in my other class, actually function in real life. I'm here in San Fransisco Stae university and going through the tedious hours in school in a chance to get a bachelor science degree in mechanical engineering. And use it to become a professional mechanical engineer.""]",1
"i am here because my parents migrated to the united states in order to provide a better life to their future family, which would be my siblings and i. my parents wanted to give their children the opportunity to go to college, an opportunity that is unfortunately not granted to many of my family members back in mexico.",0,"['I know I want to become an exotic Veterinarian, but I feel like I am not smart enough to get into Vet School. I want to at least help animals, such as my bird and reptiles that need care, as there are not that many exotic vets, only primarily those who focus on cats and dogs. If that is the path I eventually do not take, I am very interested in virology and would like to study them. Maybe that is why I am here, to at least provide a slight change to science, although it may not be a big one at least it is something I can contribute to the world.']",0
why am i here?,0,"['For me, I would say that I am here in lab tonight because I am working towards a Mechanical Engineering degree and this was a mandated course.']",0
people around the clock trying to decide what aspects of their lives involve only needs or wants.,0,"['studying is nothing more to me that a goal I need to achieve to make a person happy, myself. I need to be someone, not someone famous perhaps, but someone who can look into a mirror and recognise who is on the other side.']",0
i am mostly interested in artificial intelligence and robotics.,0,['My goal is to eventually start and run a related business in the technology sector.'],0
and i don't really know the answer to that question.,0,"['I signed up to become a physicist, a career to become a physicist']",0
"in the end, the goal is to achieve an a for my physics course.",1,"['In the end, the goal is to achieve an A for my physics course.']",0
i am here in sf state because i am pursuing my bachelor degree.,0,"['However, I am also here to improve myself on both physics knowledge and practical problems solving skills.']",1
im not shy to say it how it is and it will drive me to success.,0,['I want to create change and its all about finding ways to make those changes.'],0
"but more specifically, i came to sf state to finish up my ba degree and to play for the men's basketball team here.",0,"[""I am here because I want to have more opportunities later in life and to find out the best suitable career I want to pursue. But more specifically, I came to SF State to finish up my BA degree and to play for the Men's basketball team here. I've been to many schools in my college journey and this is the place where I will get my BA and hopefully masters.""]",0
"first of all, im in phys 232 class because this is the requirement of my phys 230 class.",0,"['This semester,I hope I can learn more experimental abilities and develop good habits of doing experiments in PHYS 232.', 'And I believe that comparing with getting the predicted results after experiments, the physical spirit of daring to experiment repeatedly and strive for truth is what I admire and want to learn.']",0
this is to be honest the real reason i am here today.,1,['I am here to learn about the real world applications of physics. But to answer the question I am here to obtain a degree and hopefully a job after school.'],0
his name was mr. galaz.,0,['I am here to learn physics. More than that though because I am trying to become a mechanical Engineer.I hope to be able to pass with flying colors in this class because I was really good at Physics in High School all though I did tend to spend almost every single day after class bugging my teacher on how to solve a problem.'],0
"this is because protons and electrons want to connect with each other, forming bonds.",0,['to help further my understanding in my lecture class and my own knowledge'],0
"i would like to learn about stars, planet, sun, and moon.",0,"['i would like to learn about stars, planet, sun, and moon. I would like to apply how can i find places and how can i find bigger deepper or brights stars from this class.']",0
i am here not to become a failure nor end up like many that called inquits after their freshmen year.,0,['I have goals that benefit not just myself but also my family as well'],1
it is so intriguing to learn about something greater than myself.,0,['The reason I am here in this class is because I want to learn about astronomy and the outer universe.'],0
for that to be accomplished i have to be present and do my part in taking these classes that include physics along with others such as biology and chemistry.,0,['I am here for the sole purpose of reaching my goal of graduating with a kinesiology degree.'],0
and i belong to the school of thought that you shouldn't dwell on these things too hard if you want to avoid an existential crisis.,0,"['Eventually, I will finish all of those classes and feel satisfaction and pride that I was able to earn a degree in mechanical engineering.']",0
"my brother is special needs and he is undisagnosable, he cannot walk nor talk and when he was little we would take him to the doctors and a lot of people did not want to help us because he was a liability.",1,['He has pushed me to want to become a doctor and help as many people as I possibly can. He has inspired me to leave and go to college and major in bio so I can fully understand his condition.'],1
"i am thankful for being here today, despite all the things going on in the world and struggles that others amy be going to.",0,"['As I sit on my desk listening to my zoom lecture, I feel that I am here today to reach my goals in the future. By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school.']",0
"because it is required, i actually pay attention in class and am interested in learning about physical interactions that we can and cant see.",0,['I hope that learning these concepts will help me in my career later.'],0
i can possibly minor or double major in economics if i feel like taking a few extra courses but have not decided.,0,['I am at San Francisco State University to get a bachelors degree in Civil Engineering.'],0
i am interested to know exactly why things work the way they do.,0,"['I am in physics not only because it is required for my major, but for me to better understand how things work on the world. I have heard that physics is like another math class and I want to understand what kind of math is involved and how difficult or challenging it may be. I want to understand the different forces acting on objects. I also want to see how physics relates to my everyday life and apply it.']",0
also i want to help out my classmates anything they need and also to do cool experiments together.,1,"['I just hope ill get a good grade in this class, i know i will because Ill be working hard trying my best to pass this class.']",1
im here because i know that this is the start of everything i want to accomplish.,0,['The only way that Im able to create a better future for my community is by getting a PhD'],1
i am hoping to become confident in my ability to learn and relate physics to the real world and to things i encounter in my working life.,1,['If being an engineer is my goal then learning the skills an engineer needs is what I must do. I am hoping to become confident in my ability to learn and relate physics to the real world and to things I encounter in my working life.'],1
"i want to set an example for my siblings, i want them to do better than what i am doing, i want them to achieve way more than what i had.",1,['The reason why I am here is that I want to be someone in this life. My goal is to graduate from this institution with a degree. I am here because I want to continue learning and I want to become a pediatrician and work with little children. I am here for a reason and I am here to figure it out.'],1
"i want to challenge myself and help my imagination with concepts like relativity and string theory, which can lead to great discoveries, like computers and lasers, that lead to technologies which change our lives, since we live in silicon valley.i heard that physics is very important because you learn how healing joints, to curing cancer, to developing sustainable energy solutions are shown in physics.",1,['I am taking physics and physics lab because I really interested in learning how physics works and How the dynamic of physics.'],1
"even though this course might be a requirement for me, i still think that the materials that we will be learning throughout this semester will be essential to my learning and understanding of our current world.",0,"['Now that Ive decided to persuade and obtain a college degree as a biology major', 'My goal for this course is to stay on top of my game and pass all the exams with a B or above.']",0
i am here in this class and at san francisco state because i want to become a physical therapist.,1,"['I am here in this class and at San Francisco State because I want to become a physical therapist. I want to study hard and do well in my classes so that I would be able to go to my dream school Univ. of California, San Francisco, and get a good job upon graduating.']",1
"however, i dont know its weird because i have the formulas and can understand the basis of the problem but can never really answer those hard physics problems i faced in physics 111.",0,"['The fact that I am trying to become a pharmacist, it is only natural that I have to be a Biochemistry major. All in all Im here to pass this class and get on with my dream!']",0
"i think physics is an interesting subject based on the science programs i have watched like nova, and i think it would be helpful to take a class to better understand the programs.",0,"['I am taking this class because I want to expand my knowledge of physics.', 'boost my knowledge and give me extra skills to pass my physics class.']",0
i used run track until my freshman year of college and with that experience i was able to see pts at work and i fell in love.,0,['I plan to get my doctorate degree in physical therapy.'],0
"i was thinking about studying abroad in the united states, so i will be able to learn latest technologies about mechanics and also it. the reason of why i chose san francisco, not la, nyc...etc, is san francisco is one of the biggest cityarea about high technologies.",0,"['When I was young, I was really into the car because my parents worked for Ford Automotive, and my father especially loves cars. I was inspired from him']",0
"i dont mean just know how to use a concept or memorize it, but i actually mean fully understanding the material being taught to me.",0,"['I feel that I am here to really learn.I would like to dedicate my time and effort to the best of my ability to broaden my knowledge of Physics. I want to dig deeper to gain a better understanding of how Physics appears in almost all activities of our daily lives. Overall, why Im here is not only to fulfill a requirement but truly to broaden my knowledge of Physics and how it connects with the world in so many different aspects.']",0
the obvious answer on why i'm here is because i need to take a physics lab class for this spring semester.,0,"[""I'm here to learn more about general physics and get a better understanding of how the complex concepts discussed in the lectures in my other class, actually function in real life. I'm here in San Fransisco Stae university and going through the tedious hours in school in a chance to get a bachelor science degree in mechanical engineering. And use it to become a professional mechanical engineer.""]",0
more than that though because i am trying to become a mechanical engineer.,1,['I am here to learn physics. More than that though because I am trying to become a mechanical Engineer.I hope to be able to pass with flying colors in this class because I was really good at Physics in High School all though I did tend to spend almost every single day after class bugging my teacher on how to solve a problem.'],1
i am not new to physics as i took it during my senior year in high school.,0,"['to understand more about physics on a university level', 'taking this course is very important so that I can learn more skills in physics, have a better understanding the science of physics and how it affects our surroundings on Earth']",0
im inspired by my parents and i hope to make a bigger positive impact in other strangers' lives.,0,"[""I am here because of my passion for the medical field and my wanting of continuing education. Im here at SFSU as a transfer student to get my B.S. in Biology with a concentration in physiology so that I can apply for medical school or dental school after. I really want to be able to make a change in people's lives. As a doctor, I would be saving lives, but also get to see the progress with my patient. As a dentist I would be owning my own private office and I could help patients of lower income. Im inspired by my parents and I hope to make a bigger positive impact in other strangers' lives.""]",0
"but regardless of this, i know that every class i ever take in my lifetime will be for the betterment of it, and my view of it.",0,"['I am here to become more educated, so that I may grow as a person, academic, and professional. I was required to take this course as a form of foundation to build on the classes I need to get a Career in Envriontal Science and my Degree. So, I am here for two reasons only, myself, and my goals to obtain a degree so that it may assist me in getting the career I want.']",0
hi i'm sam and i am here in general physics class because it is required for my major which is micro biology and i think learning physics would help with what i want to be in the future which is a clinical lab scientist where i'm sure is needing a lot of critical thinking and problem solving.,1,"[""Hi I'm Sam and I am here in General physics class because it is required for my major which is micro biology and I think learning physics would help with what I want to be in the future which is a Clinical Lab Scientist where I'm sure is needing a lot of critical thinking and problem solving.""]",1
"i never even took a physics class in high school, so i am working with bare minimum knowledge of the subject.",0,"['I am taking this class because I want to expand my knowledge of physics.', 'boost my knowledge and give me extra skills to pass my physics class.']",0
i am in this class because physics is a prerequisite i must take to get into physics 122 in order to fulfill major requirements.,0,['I hope in this class I am able to learn about many questions of why I have of how objects interact with each other. I hope that this course will help me to understand real world especially with what I want to do after college which has more to do with chemistry.'],0
i am here because i am lucky enough to have the opportunity to attend a school in a nice city thats not too far from home.,0,['I ended up choosing bio as my major in hopes of gaining a better understanding of the world around me. I also hope to attend medical school and become a doctor.'],0
on top of that i'm an ra as well so that's always stressful.,0,"[""I'm taking this class to get a good grade in physics and to understand the material.""]",0
"in order to get to medical school, i have to take the mcat. on the mcat, there is a whole section dedicated to physics, in order to complete this section, i need to have a deep understanding of physics.",0,"[""I'm enrolled in the physics lecture class because I want to graduate college and attend medical school.""]",1
