sentence,label,phrase,updated_label,reason
i am here because of the way that i have grown up.,0.0,['Im here because of all the sacrifices that both my parents have made for me and my little sisters.'],0.0,
"my number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud.i've also grown to see her, and my other immediate family simply ""exist"" to continue existing, and my dad has always instilled a ""follow your dreams""optimism.",1.0,['My number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud.'],1.0,
to graduate in that major i need to take a whole bunch of physics.,0.0,['Another benefit of completing this goal is making my family proud and inviting them to do anything they want because I will have enough money.'],0.0,
i am here to learn.,0.0,['I also wish to give back to my parents who worked and even passed up buying a house so that my brother and I can go to college without much debt.'],0.0,
i am here to complete the path that i have always wanted to complete.,0.0,"[""Hello, my name is Silverio (Silver) Flores, I am a firstgeneration college student.I come from a family of 5 brothers and Im the second oldest brother in the family so it's extremely stressful to evaluate every move that I make so that I could become a good role model to all my brother so that the path of obtaining a higher education could be possible through hard work and dedication.""]",0.0,
science that can help other people and prevent things such as cancer or other diseases.,0.0,"[""I want to my parents to be proud of me and know that their sacrifices didn't go to waste. I am here to set a good example for my siblings because I love them and I want the best for them. I want a better future for myself.""]",0.0,
im the first in my family to attend college.,1.0,"[""I'm the first in my family to attend college.""]",1.0,
"in a general sense, i am here at school because i chose to have a career in stem, specifically biomedical science, which also requires me to go to school.",0.0,['No one in my family had either went to college or had pursued a degree in STEM.'],0.0,
i feel like i will pass this lab with ease since i was able to pass the previous lab without a problem!,0.0,['It was hard but my parents always prioritized school first for my sister and me.'],0.0,
"moreover, getting into a great physical therapy program will eventually lead to fulfilling a goal of mine.",0.0,"[""I am here because I want to prove to myself that I am more than capable of living the life I've always dreamed of for me and my family. Most importantly I am here because I want to someday provide my family.""]",0.0,
"i dont have any prior experience with physics classes, but i am looking forward to learning and strengthening my knowledge on this subject.",0.0,"['My parents immigrated to U.S. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.', 'Im happy it makes my parents proud as well.']",0.0,
"in the future, im hoping to be in the medical field, specially working in sonography.",0.0,"['In conclusion, that is why Im here, to work with sonography and to make my family and even myself proud.']",0.0,
i am here so i can graduate and make my parents proud and never have to listen to them nag at me.,1.0,['I am here so I can graduate and make my parents proud and never have to listen to them nag at me.'],1.0,
"as for my mother, i want her to see that all her sacrifices did not go to waste.",1.0,"['As for my mother, I want her to see that all her sacrifices did not go to waste.']",0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
i don't want to see the people around me suffer from diseases or be in pain.,0.0,['I want to be a good role model for my little brother and care for parents in the future.'],0.0,
im here because i want a better future.,0.0,"['', 'My family has been my main influence. I mean seeing the struggles we all went through is something I wanted to change for my children in the future I wanted to be better.', '']",0.0,
my only goal is to graduate on time and get a finepaid job after my graduation.,0.0,['I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major.'],0.0,
i am here in this physics lab course because it is a part of the many other courses that i need the take according to the roadmap that i have decided to follow in order to graduate.,0.0,"['', 'I am also here for my parents who never got to finish college themselves. I am here to make them proud. To one day use my education to make a bunch of money and repay them everything they have done for me because they deserve it.', '']",0.0,
"as the years have gone by and i continued to stay in school, i realized that i am here to develop my skills as an artist, learn how to observe and think about the world around me, and enhance my understanding of various subjects.",0.0,"['Originally when I began attending SF state, it was because I was encouraged to go to college by my family and teachers.']",0.0,
my family continually inspires me to be a better person and to give back to the community that raised me.,0.0,['I am here because I want to further advance my education and be the first in my family to graduate college. My family continually inspires me to be a better person and to give back to the community that raised me'],1.0,Added familial label because family is mentioned in the sentence.
i am here to make my parents proud as well.,0.0,['I am the first generation to go to college so I want to show my parents my love for science and become something.'],1.0,Added familial label because family is mentioned in the sentence.
why am i here ?,0.0,"['Im also here for my family that have helped me in my journey of education, so the least I can do is graduate and make them proud.']",0.0,
i am here because im not afraid to ask for help and guidance.,0.0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],0.0,
ive been thinking about that a lot these past couple years.,0.0,['There is a certain pressure put upon many first generation children to thrive for the sake of the family.'],0.0,
so come to the united state to compete with few people.,0.0,['I can think of many reasons my parent want me to be here and my moms family wants me to be here.'],0.0,
i really don't know why i'm here.,0.0,"[""I'm just going through the requirements to get a piece of paper so I wont have my parents breathing down my back.""]",0.0,
it isn't enough to set a goal in mind.,0.0,"['Since no one in my family ever lived the college experience, I had to rely on teachers and mentors for help. But somehow, I managed and before long, I found myself at San Francisco State University, as a firstgeneration student.']",0.0,
i am here for a reason and i am here to figure it out.,0.0,"['I am also here for my parents because they have helped me throughout my short college career and I want to make them feel proud of me, they already are since I am here in SFSU but I want to make them feel like all their sacrifices are worth it.']",0.0,
the next thing i know i'm out in the real world.,0.0,"[""I'm just going through the requirements to get a piece of paper so I wont have my parents breathing down my back.""]",0.0,
i am here to succeed.,0.0,['I am here for my family and to help them succeed.'],0.0,
i am in physics 23206 specifically because it is the best time for me to have this lab.,0.0,"['My parents also want me to major in this field for financial reasons. I chose this major so I can accomplish my goal of being able to support my parents in the future, who immigrated to America over 30 years ago, and sacrificed a lot to give me thins opportunity. I see this class as a stepping stone to build a bright future for me, my parents, and my future family.']",0.0,
peoples lives matter to me and i want to make a change.,0.0,['My support system is my parents. Yes they did encourage and force me to choose my major but I do find interest in it.'],0.0,
this is such an open ended question.,0.0,"['I am here to work towards my goals and for myself, for my future self, for my family and for my future family.']",0.0,
"of course, if there's a deeper meaning then it is because i am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, i definitely want to return the favor ten fold by earning a degree and getting a good pay jobing.",0.0,"['', ""Of course, if there's a deeper meaning then it is because I am a first generation college student for my family and seeing how hard they've worked to provide for me and my siblings, I definitely want to return the favor ten fold by earning a degree and getting a good pay jobing. They've always told me throughout the years that they don't want me to end up like them, having to work everyday and be exhausted just to make a living."", ""I would also very much like to provide for my family once I get a job so they're not exhausted everyday and can enjoy the rest of their life relaxing or having fun because as the oldest daughter, I also had to play the role of being a parent towards my siblings when they faced hardships.""]",1.0,Added familial label because family is mentioned in the sentence.
i am also here for my parents who had made a lot of sacrifices to get my siblings and i where we are at right now.,1.0,"[""I am also here for my parents who had made a lot of sacrifices to get my siblings and I where we are at right now. I want to be the first to graduate from college to make those sacrifices worth it but also to provide a good example to my siblings since I'm the oldest. I want to do what makes me happy while making my parents proud and I would like to give them back for all those years that weren't easy and to show them how much I appreciate them for everything.""]",1.0,
i am here with a full schedule because i hope to be able to get a good job and be happy after i graduate college.,0.0,"['I am here because I want to be the first one of my family to graduate from college and make them proud. I want to be able to help and support my family, do the same for them what they have always done for me.']",0.0,
i am here because this is the path of my major here at san francisco state.,0.0,['My dream is to become a lawyer and someday have the money o be able to provide for my family.'],0.0,
"i guess that the college experience, but i have made it this long, these past three years have been a quite a challenging journey, adjusting my school schedule with work is still a hassle.",0.0,['I have goals that benefit not just myself but also my family as well'],0.0,
engineering is hard but i will do my best in order to succeed.,0.0,['I am here in United States because my father migrated us from Philippines to have a better opportunity and to be able to have a degree that I can have and use my degree where ever I go.'],0.0,
why am i here?,0.0,"['As a kid, I always wanted to go into an engineering field because I have family in it,']",0.0,
its easy to take the simple fact that i am able to do what i want for granted.,0.0,"['I have enough family support, geographical base, and school to be able to go to a four year University doing what I want to be doing.']",0.0,
another reason why i am here is to set an example for my younger brother and teach him how to be a responsible and hard working person.,0.0,['I am here to excel in school and make my parents and myself proud by demonstrating that I am able to obtain a higher education and work at my dream job as a clinical lab scientist. Another reason why I am here is to set an example for my younger brother and teach him how to be a responsible and hard working person.'],0.0,
"my mom and my dad stopped going to school for a period of time before they had me and once they did have me, they took turns going back to college while working in between.",0.0,"['When asked the question of why I am here I think about my parents and their experience and message to me.', 'When I started high school my parents talked to me about the struggle with balancing our family along with school and work. My mom and dad cemented in me that the only way to avoid such a hectic beginning to life was to go to college right after high school']",1.0,Added familial label because family is mentioned in the sentence.
my parents immigrated to u.s. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.,1.0,"['My parents immigrated to U.S. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.', 'Im happy it makes my parents proud as well.']",1.0,
i am here because i am a first generation college student and i am interested in the medical field.,1.0,['I am here because I am a first generation college student'],0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
this helps in getting things done.,0.0,['Well one thing my mom has taught me is to not start something you cant finish or to finish what Ive started.'],0.0,
i think growing up i was always taught that education is the way to success so im following and believing it will bring success.,0.0,"['Im also here for my family that have helped me in my journey of education, so the least I can do is graduate and make them proud.']",0.0,
"with this pandemic going on, it has influenced me to push myself to continue what i am doing because i have a lot of time on my hands to get things done.",0.0,['My mom has been the biggest influence in helping me make my decisions. She has guided me throughout my life in wanting me to be successful.'],0.0,
i have already worked way too hard and put in too much effort to be rejected.i am here also to learn and make observations that i usually never would outside of a controlled environment.,0.0,['I am here so I can graduate and make my parents proud and never have to listen to them nag at me.'],0.0,
taking one thing at a time is good for me to focus and prioritize on one task at a time if i get too overwhelmed by multiple deadlines.,0.0,['Well one thing my mom has taught me is to not start something you cant finish or to finish what Ive started.'],0.0,
"i want to do more than exist, i want to be happy and i want to have purpose.",0.0,['My number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud.'],0.0,
i think it will be important the things i do now to help with future sceneries.,0.0,['I am here as a role model to my sisters and to make my parents proud.'],0.0,
i value kindness and happiness.,0.0,['I am here to finish college and be the first person in my family to have a degree.'],0.0,
i want to make myself proud and my family.,0.0,"['I want to make myself proud and my family. My parents are my motivators, they work so hard to give me everything they can and I want all their efforts to be worth it.']",1.0,Added familial label because family is mentioned in the sentence.
i become passionate in learning because it all feels very applicable to almost a daily basis.,0.0,"['Astronomy specifically was a big part of my childhood because my Dad had always been obsessed with the stars, space, and science as a whole']",0.0,
i'm feeling happier which is good.,0.0,"[""I have a expectation to do better than my sister since my parents consider her not the best per say. But I dont know if I'll live up to it.""]",0.0,
ive always found stars and galaxies to be fascinating and never understood the complexity behind them.,0.0,"['When I was younger, my sister introduced astrology to me, and I thought that Astronomy was the exact same thing.']",0.0,
i am here because i want to further my education and expand my knowledge.,0.0,"['I wouldnt be here if it wasnt for my parents constant support financially, physically, and mentally. I am grateful for everything they have done and will do to get me where I need to be.']",0.0,
it may be kind of indirect but it is to help them be happy.,0.0,['I am here for my family and to help them succeed.'],0.0,
"i eventually had to find my own personal reasons for wanting to pursue stem, and part of reaching that point took me thinking about my own future for myself.",0.0,"['I am taking classes at San Francisco State University because my parents both decided to immigrate from their home countries, and happened to meet and fall in love in this city.']",0.0,
"it was hard for me to tell which constellation i was seeing in the sky, so i hope to get more practice using the night sky tool in future labs.",0.0,"['When I was younger, my sister introduced astrology to me, and I thought that Astronomy was the exact same thing.']",0.0,
"also, currently i am working as a drafter and it is the case that i often see my designs come to life.",0.0,"['Since I can remember my family has always been in the construction business so whenever I look at structures, I imagine how they are built.']",0.0,
im here to learn and to be on the path towards becoming an optometrist or medical examiner.,0.0,['Im here to make myself proud and to make my family proud.'],0.0,
i am here so that i can help make a difference and help others in any and every way that i can.,0.0,"[""I am here because my parents wanted me to stay close since I grew up in SF and so they didn't want me going across the country to go to school. I am also here because my older brother goes here so I felt like my parents wanted me to follow in his footsteps, so I just chose the closest school around me.""]",0.0,
i was born in mexico and my mom brought me here for a better future so she is who i do it all for.,1.0,"['I am here to set an example for my sisters', 'I was born in Mexico and my mom brought me here for a better future so she is who I do it all for.']",1.0,
"although i am not a physics major, i need this class and physics 2 in order to get my undergraduate degree.",0.0,"['I am also here for my family; more specifically my parents, but my entire family has been such a solid support system for me that I need to do this for them too. My parents have never forced me to do anything I didnt want to do, but always supported the career choices or academic choices I decided on.']",0.0,
i am here in this physics course as a requirement for my degree here at san francisco state.,0.0,"['I chose to go to college to not only fulfill my dreams but my parents dream as well.', 'I could not let that sacrifice be for nothing.']",0.0,
i am here because in my family it is expected of my brothers and i to go to college after we graduate from high school.,0.0,"['I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too.']",1.0,Added familial label because family is mentioned in the sentence.
for months i worked random jobs while i searched for something to inspire me.,0.0,['My father taught me many things about construction while I was growing up.'],0.0,
i am here because it is one of my premajor requirements.,0.0,['I am here so I can graduate and make my parents proud and never have to listen to them nag at me.'],0.0,
"i am here for many reasons: make myself proud happy getting education is a priveledge, knowledge is power!",0.0,"['For my loved ones These include my family, friends, my lover They all push me to achieve greatness, with their unwavering support, they give me power to stay grounded']",0.0,
they sparked an interest in me to go into this field and i have been pursuing it since then.,0.0,['My dad works in construction and I have been lucky to be able to work at the offices of were he worked.'],0.0,
this is a very broad statement so im going to take it in the aspect of why am i in school and why am i in this class.,0.0,"['A lot of what my family taught us throughout the years has always been through education and knowing that, thats what our biggest goal was.']",0.0,
i want to do that by implementing these qualities to my daily life to become who i want to be.,0.0,['Yes they did encourage and force me to choose my major but I do find interest in it.'],0.0,
"i could go much more in to the actions i did to get in here, but that's not really interesting.",0.0,"['I have enough family support, geographical base, and school to be able to go to a four year University doing what I want to be doing.']",0.0,
basically the only reason i am still pursuing a higher education is because my parents.,0.0,['I am currently here at SFSU majoring in mechanical engineering because my parents have been providing for me my whole life and I just want to be able to grow up and find a good paying job so I can finally repay my debt to my parents. Basically the only reason I am still pursuing a higher education is because my parents.'],1.0,Added familial label because family is mentioned in the sentence.
im currently in my fourth year which wont be my last since i will need another year to pass my majors required classes.,0.0,['It was hard but my parents always prioritized school first for my sister and me.'],0.0,
i am in this physics lab because i need it for my major.,0.0,['I made a choice to go to college because I see how difficult my parents and grandparents work without a college education.'],0.0,
to me getting an education is really important.,0.0,"[""I don't want to struggle like my mom did, and im hoping to re pay her back for everything that shes done for me.""]",0.0,
i am here to study so that i could do well in all my classes and so that i can keep up with any work i have to finish.,0.0,['I am here to make my mother proud and also to be a great example to my siblings and my family in general.'],0.0,
i am here at sf state taking physics 222 because i want to pursue a career in engineering.,0.0,['I am the first person in my family to go to college and I will be the first one to graduate as well.'],0.0,
i am here to get a degree.,0.0,"['Most importantly, I am here because I want to understand more about physics because my grandfather was a physics professor and also taught at UC Berkeley']",0.0,
i want to be able to show my loved ones that anything is possible with hard work.,0.0,"[""I want to be a better role model for my younger siblings because I know they'll follow. I want to be able to show my loved ones that anything is possible with hard work.""]",0.0,
"the difference between a general biology major versus something like cell molecular biology is that you go more into depth with calculus, physics, and chemistry.",0.0,"['I discussed the different pathways with my parents. My sisters, friends, etc.']",0.0,
they motivate me to be a better person and to always give it my all when doing something.,0.0,['The reason I am going to college and fully committing is because of my family. They motivate me to be a better person and to always give it my all when doing something.'],0.0,
i also love working with children so being a pediatrician is what im looking forward to for my future job.,0.0,"[""I don't want to struggle like my mom did, and im hoping to re pay her back for everything that shes done for me.""]",0.0,
unfortunatly my parents steered me away from planes and i steered toward my interests and so this is a middle ground that both i and my family are happy with.,1.0,['Unfortunatly my parents steered me away from planes and I steered toward my interests and so this is a middle ground that both I and my family are happy with.'],1.0,
"reflective journal 1 ""why am i here?"" i am here simply because it will propel me to where i would like to go.",0.0,"['', 'I am here however not solely by my own merit but my family\'s as well. I am only able to be ""here"" because of them. It sounds clich but it really is the truth. It isn\'t just due to the fact that they\'re helping me financially, which of course I am exponentially grateful for, but its more than that. They taught me the value of hard work and perseverance, that not everything comes easily that failing is inevitable but you can always try again. That is the reason as to ""why I am here""... because honestly, I wouldn\'t be here if it wasn\'t for them.', '']",0.0,
i am very grateful for the educational path i am taking as a first generation college student!,1.0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],0.0,Removed familial label because the sentence is purely aspirational or social without mention of family.
"so, like many other students, i decided to follow my parents lead.",1.0,['I decided to follow my parents lead.'],1.0,
there needs to be more positivity in life and i feel like if i can even try to make that impact on others around me then im fulfilling my life purpose.,0.0,"['Im here because of my family, and Im thankful that theyve sheltered me and provided for me to be where I am today.']",0.0,
this somtimes tends to bring me down being a zoology major had always been a dream of mine and i just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since i wasn't able to get fafsa to help me achieve my goal and pay for half of my schooling.,1.0,"[""This somtimes tends to bring me down Being a zoology major had always been a dream of mine and I just want to be able to accomplish that goal and make not only myself but my family proud of everything they have sacrificed for me since I wasn't able to get FAFSA to help me achieve my goal and pay for half of my schooling.""]",1.0,
i had to come up with a different design that allowed me to remove the clothesline when needed.,0.0,['Since i was little my dad used to say that whatever you learn at school you should always use it to improve your everyday lives.'],0.0,
i had a lot in me and i obviously have my parents as mu role model since they finished college and got their degree.,0.0,"['I had a lot in me and I obviously have my parents as mu role model since they finished college and got their degree. That is, my dad was an electrical engineer and my mom was a nurse']",1.0,Added familial label because family is mentioned in the sentence.
living in a low income area of oakland made certain things to comeby.,0.0,['It was hard but my parents always prioritized school first for my sister and me.'],0.0,
i was raised by a hard working man who put his family over himself in every way possible.,0.0,"['I was raised by a hard working man who put his family over himself in every way possible. I was inspired by a woman who, against the norms of her era, chooses to rescue, forgive, and be generous to those in need.']",1.0,Added familial label because family is mentioned in the sentence.
i'm not sure if this response answers the question but to be real i have been trying to answer that question within me for a while now and all i can say is that i still searching for that answer.....but i'm not sur if i'll ever truly find it.,0.0,"['In my parents perspective im here to better my education and to gain a well paid career and profession, in their eyes im here to make them proud and to be their successor of sorts other days I feel like the reason for me being here is based on the expectations of other people especially my parents and family and people who look up to me and who believe in me and depend on me to make something out of myself']",0.0,
"then i wondered why i chose this major over others, and realized because i love machinery.",0.0,"['Then I wondered why I like cars so much and realized that three of my uncles and my grandpa were engineers. It made me remember when I would help my uncle work on his car, or see my grandpa work on fixing things or creating things like his solar cooker.']",0.0,
also because i love the cold weather ;d,0.0,"['But if I had to give an answer I would most likely say it is for my future and to make my parents proud of me for achieving a goal, especially within the science category.']",0.0,
"however, the decision to go to college was completely up to us.",0.0,['My parents immigrated to U.S. in large part to provide their future kids with better opportunities and the financial stability required for us to go to college.'],0.0,
im here to be a better student and a better version of myself.,0.0,['Im here to make myself proud and to make my family proud.'],0.0,
i am also here because i want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support.,1.0,['One of the main reasons why I am here is because I want to help my family. I want to have the opportunity to have a stable job and be able to support my family economically. I am also here because I want to have the opportunity to finish college something that my parents were not able to do it because they didnt have the money or the support. I want to be the first one from my family to graduate from college.'],1.0,
i realized that i actually really love helping others because i care a lot and sometimes i don't even realize that i am.,0.0,"[""I think I just have it figured out that I'm here to be become a doctor and help those that are injured and to make the best possible recovery and I'm here to make sure my friends and family are loved and I show it.""]",0.0,
i can learn art on my own time and learn the fun part of game design later but computer science is a skill that i lack so i need to challenge myself so i can not take an easy root and get better in life.,0.0,['The reason why I want to go into the STEM field is due to mainly my parents pushing it on to me.'],0.0,
i want to do business management but sadly i cant.,0.0,['I am here studying computer science. Thiis is something that is shitty because i do not want to study CS. it is something my parents want me to study and i and doing so because they are paying for my classes.'],0.0,
"i am going to college so that i can get a higher better paying job, and escape having to live paycheck to paycheck, and many other hardships that my parents had to face while i was growing up.",0.0,"['Id answer by saying I am a first generation college student who has alway loved school and who has dreamt of going to college since I was a little girl. I am going to college so that I can get a higher better paying job, and escape having to live paycheck to paycheck, and many other hardships that my parents had to face while I was growing up.']",1.0,Added familial label because family is mentioned in the sentence.
"the second semester was very laid back, and not in a good way.",0.0,"[""For my family, I always think ' I AM going to make enough money to support them.' Lastly for my mother, I think 'I AM going to make her proud.' Considering all of these reasons. The reason I am here is because I want to make my mom proud, to support my family and because I am not paying 3500 to miss any classes.""]",0.0,
i'm here because my parents came here during the vietnam war for a better life.,1.0,"[""I'm here because my parents came here during the vietnam war for a better life. She made a lot of sacrifices for me to be here. I guess you can say the same for my fathers sacrifices I am to be here as well."", 'I am here because I saw my mother struggle to feed my 7 siblings I.']",1.0,
"the reason i am here, taking this physics lab and lecture is because i am a biology major, and it is one of the classes needed for me to take in order to move up to taking higher classes.",0.0,['My aunt is someone I look up to since she is a radiologist at the Stanford Medical Center in Palo Alto. I want to be able to follow in her steps and to make my family and her proud. Shes someone who highly supports me getting a college education and she is one of the reasons I continue to push myself even when things get difficult.'],0.0,
im here because i was to pursue a career that i love which is working with kids.,0.0,"[""Another reason is to why I'm here is because Im the first of my family to go to college, hence I'm trying to make them proud of what I'm trying to accomplish.""]",0.0,
"actually, this class comes with the phy230 but whatever.",0.0,['I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major.'],0.0,
why am i here? im here because i want to make my parents proud a better future for my family myself a better job that pays better than a regular job be able to afford certain things such as a house and trips,1.0,['Im here because I want to make my parents proud a better future for my family myself'],1.0,
"at the sci classes, we usually go over worksheets that answer my questions.",0.0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],0.0,
most importantly i am here because i want to someday provide my family.,0.0,['I am here because I value my education and respect my family for encouraging and providing for me since day one.'],1.0,Added familial label because family is mentioned in the sentence.
plus while taking physics it isn't bad i actually enjoy the class i learned so much and understood most of it.,0.0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",0.0,
i think being here in san francisco state offers me an opportunity to learn different things to open doors for me in the future.,0.0,"[""I am also here to advance my education and make my family proud. I'll be the first in my family to graduate from college and to attend college in general but I want to make them proud.""]",0.0,
"in any case, i intend to keep moving forward in this path and to make any necessary changes as the situation seems fit.",0.0,"['Of course, an important reason as to why I am here is because of everything my parents have done for me from all the guidance, sacrifices, affection, time, and so on that theyve given me till now.']",0.0,
i am here to hopefully pass this class and come out with a good grade and complete the requirement in my major.,0.0,['I wouldnt be here without my parents who sacrificed a lot for me to be here. I am part of the first generation in my family to go to college and hopefully get a degree and I am trying to make my parents proud but also learn things for myself and get a career that will give me financial stability and also a career where I will help tons of people.'],0.0,
"to be completely honest that's what i need for myself, my family and for my parents a good paying job that will help me repay them for everything they have helped me in and sacrifice to get me to be where i am right now, not to mention i want to giving them and myself a better life than what they lived when they were younger.",1.0,"[""To be completely honest that's what I need for myself, my family and for my parents a good paying job that will help me repay them for everything they have helped me in and sacrifice to get me to be where I am right now, not to mention I want to giving them and myself a better life than what they lived when they were younger.""]",1.0,
i think i want to go into occupational therapy but i dont know if im even able to be accepted by a graduate school.,0.0,['Im here because my sisters are also here and they mean a lot to me.'],0.0,
i want to do business management but sadly i cant.,0.0,['it is something my parents want me to study and i and doing so because they are paying for my classes.'],0.0,
i am here at san francisco state university because i have been working my entire educational life to attend college.,0.0,"['Also, I chose to go to SF State because I have family that lives in the nearby area of Daly City. So, I always feel the presence of being at home and someone to be there for me while I am away at school.']",0.0,
"im in love with research and the beautiful ness of my mexican community, but weve been criminalized and dehumanized, and i want to change that.",0.0,['That everything I do with my life will not only help my family but everyone in my community.'],0.0,
"a good career means money, a good house, support for my future family.",0.0,"['A good career means money, a good house, support for my future family. Im here for that.']",1.0,Added familial label because family is mentioned in the sentence.
i need a minimum of 200.,0.0,"['The reason I go to school is to one day help support my parents, and so that I may have a decent job where I will not have to worry about stability.']",0.0,
being in this instituion will pave a way for me to become a professional.,0.0,"['I am here because I want to better myself my family, not only financially but in health.']",0.0,
i want to make my parents proud and improve their lifestyle.,1.0,['I want to make my parents proud and improve their lifestyle.'],1.0,
i am here at san francisco state university as an undergrad student because it was always a dream for me to go to a 4 year college right after high school and because education is really important to me due to what my parents have instilled in me as a child which is that knowledge is power.,1.0,['I am here at San Francisco State University as an undergrad student because it was always a dream for me to go to a 4 year college right after high school and because education is really important to me due to what my parents have instilled in me as a child which is that knowledge is power.'],1.0,
i am here in this world to make an impact.,0.0,['I am also here to make my parents proud'],0.0,
i am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.,1.0,"[""I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.""]",1.0,
"i am here for an abundance of reasons, but again, it is mostly for myself.",0.0,['I am here as a role model to my sisters and to make my parents proud.'],0.0,
"i want to be in the medical field, but before i do that, i need to finish here (sf state).",0.0,"['I want to be someone who can help give back to my familycommunity', 'I want to be able to also give back to my parents, since theyve done so much for me']",0.0,
i decided to come to sfsu because it would save me a lot of money since i am an sf native and i already live here.,0.0,"[""My parents are helping me pay tuition and I don't want them paying too much.""]",0.0,
why am i here?,0.0,['Unfortunatly my parents steered me away from planes and I steered toward my interests and so this is a middle ground that both I and my family are happy with.'],0.0,
my parents were not able to get an education from theyre country so they decided to give it to me.,0.0,['The reason I am here is to make an impact in society and to make my parents proud of securing a future.'],1.0,Added familial label because family is mentioned in the sentence.
when i first took physics last fall semester i was so nervous because of the negative stigma towards this class and even the doubt many people have about women in stem. after taking the first part of general physics i was so excited to keep learning more about physics since it happens every second of our lives.,0.0,['Especially my parents who sacrificed a lot for my siblings and I to live a better life; it makes me want to push more to see them happy and hopefully give back to them for all they have done. I am very grateful for the educational path I am taking as a first generation college student!'],0.0,
"in the meantime, i want to enjoy the new things that i will learn in this course that will increase my knowledge in real life experiments that are related to physics.",0.0,['I am also the first generation of my family to attend college.'],0.0,
you have to think about how to get to that goal.,0.0,"['Since no one in my family ever lived the college experience, I had to rely on teachers and mentors for help. But somehow, I managed and before long, I found myself at San Francisco State University, as a firstgeneration student.']",0.0,
im here for all the little colored girls who do not have positive figures to look up to in their communities.,0.0,['I am here for my parents and my family. I am here for my family members who could not make it this far. I here to show those family members that they can be here too.'],0.0,
"there's more of a force rather than a will to continue living this way, mostly it is out of guilt.",0.0,"[""However, I do know that I am here because my parents expected me to succeed and thrive in the environment that America has to offer. Their struggles meant that as the first born of a second generation immigrant family, I was expected to succeed in academics in order to help my parents and brother survive. I'm expected to help them with all of their paperwork, and my brother's homework.""]",0.0,
i would want that for myself as well.,0.0,"['I would want to grow in my own career and never get lost in it and forget my roots nor family.', ""I want to have children relatively young not older than 25 because my mom was a young mom. I know she'll get to meet my children and maybe even her great grandchildren. I would want that for myself as well."", 'I just want to be here for my loved ones and be able to do what I love and to not have any stress or worry in the world.']",0.0,
i am also here to advance my education and make my family proud.,0.0,"[""I am also here to advance my education and make my family proud. I'll be the first in my family to graduate from college and to attend college in general but I want to make them proud.""]",1.0,Added familial label because family is mentioned in the sentence.
"they were stressed out with work, school, and me.",0.0,"['When asked the question of why I am here I think about my parents and their experience and message to me.', 'When I started high school my parents talked to me about the struggle with balancing our family along with school and work. My mom and dad cemented in me that the only way to avoid such a hectic beginning to life was to go to college right after high school']",0.0,
i am a firm believer that you cannot go as far in life without an education because of how much more competitive people are becoming and that employers would rather go for someone that has a degree rather than someone who dropped out.,0.0,"['', 'I am also here for my parents who never got to finish college themselves. I am here to make them proud. To one day use my education to make a bunch of money and repay them everything they have done for me because they deserve it.', '']",0.0,
it is the least i could do for all the things they have given and taught me throughout my life,0.0,"['I am in San Francisco because I have always been close with my parents and I wouldnt know what to do if I were to go somewhere far away from home. Although it does build independence, my parents are the main reason I am the way I am, and for that i am thankful. Moreover, I am a college student because I am the first in my family to go, and I want to have a better life than the one my parents are currently living.']",0.0,
but i am here and going to do my best to overcome my weaknesses and fears!,0.0,['The reason I want to be a dentist is because my family is oral surgeon and when I graduate everything is going to be ready for me.'],0.0,
i am here to make friendships and connections.,0.0,['I am here to make my familys sacrifices worth it.'],0.0,
the reason why i am here is because my parents wants me to get a better education.,0.0,['I went to high school in LA and I chose to go to SF state is because it is close to the Silicon Valley and my father said it is very easy to find a job there based on my major.'],1.0,Added familial label because family is mentioned in the sentence.
"i was able to see that not only am i here in college to make money, but also to establish myself as an adult.",0.0,"[""For my family, I always think ' I AM going to make enough money to support them.' Lastly for my mother, I think 'I AM going to make her proud.' Considering all of these reasons. The reason I am here is because I want to make my mom proud, to support my family and because I am not paying 3500 to miss any classes.""]",0.0,
