sentence,label,phrase,updated_label,comments,review
"although i do not qualify for fafsa, my family and i still can not afford for me to live on campus or in san francisco.",0,"['I am in this class because I need physics for my major which is Cell and Molecular Biology. Out of the bay area universities I could have chosen, they had to be close enough to my house which is in Oakland and they had to be universities that I actually wanted to go to. So I ended up choosing sfsu.']",0,"Better fits Aspirational, Familial, or Social themes.",False
this limited my university options a lot.,0,"['I am in this class because I need physics for my major which is Cell and Molecular Biology. Out of the bay area universities I could have chosen, they had to be close enough to my house which is in Oakland and they had to be universities that I actually wanted to go to. So I ended up choosing sfsu.']",0,Reviewed; no issues found.,True
"out of the bay area universities i could have chosen, they had to be close enough to my house which is in oakland and they had to be universities that i actually wanted to go to.",0,"['I am in this class because I need physics for my major which is Cell and Molecular Biology. Out of the bay area universities I could have chosen, they had to be close enough to my house which is in Oakland and they had to be universities that I actually wanted to go to. So I ended up choosing sfsu.']",0,Reviewed; no issues found.,True
so i ended up choosing sfsu.,0,"['I am in this class because I need physics for my major which is Cell and Molecular Biology. Out of the bay area universities I could have chosen, they had to be close enough to my house which is in Oakland and they had to be universities that I actually wanted to go to. So I ended up choosing sfsu.']",0,Reviewed; no issues found.,True
"i am here in this physic class because first of all it is one of my required class for my degree, also i do want to learn more about physic ideas and concepts.",1,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",1,Reviewed; no issues found.,True
we see a lot of things happen around us every single day but i think a lot of people don't know exactly how things work exactly.,0,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",0,Reviewed; no issues found.,True
how is the light bulb work?,0,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",0,Reviewed; no issues found.,True
what make the car run?,0,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",0,Reviewed; no issues found.,True
all these things seem like simple things that we used to everyday but somehow they are a mystery too many people.,0,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",0,Reviewed; no issues found.,True
"so, i am here to hope to learn the basic concepts of physic.",0,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",0,Reviewed; no issues found.,True
i am not planning on majoring in physic or go into more details physic ideas.,0,"['I am here in this Physic class because first of all it is one of my required class for my degree, also I do want to learn more about physic ideas and concepts.']",0,Reviewed; no issues found.,True
"as i sit on my desk listening to my zoom lecture, i feel that i am here today to reach my goals in the future.",0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
"by taking time to finish college and complete all my prerequisites, i am able to set myself up to one day be able to get to medical school.",0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",0,Reviewed; no issues found.,True
"by getting this biology degree, it only gets me one step closer to actually learning about the things that i want to learn about.",0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",0,Reviewed; no issues found.,True
"although i feel that there are many things still wrong about our education system and how college works, i feel that this is where i should be.",0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",0,Reviewed; no issues found.,True
"i am here today following the guidelines of society, which is sad that taking risks can be so dangerous now a days if you do not do it the ""right"" way.",0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",0,Reviewed; no issues found.,True
we were all urged to go to college from the day we set into our kindergarten class and i am now here getting an education to only go to another school and continue my education even more.,0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",0,Reviewed; no issues found.,True
"i am thankful for being here today, despite all the things going on in the world and struggles that others amy be going to.",0,"['By taking time to finish college and complete all my prerequisites, I am able to set myself up to one day be able to get to medical school. By getting this biology degree, it only gets me one step closer to actually learning about the things that I want to learn about.']",0,Reviewed; no issues found.,True
i am in a physics lab because not only do i need this class for my major requirements but also because i truly enjoy doing labs especially when a lab professor knows how to teach it.,1,['I am in a physics lab because not only do I need this class for my major requirements but also because I truly enjoy doing labs especially when a lab professor knows how to teach it.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True
i am a hands on learner so i truly feel like these labs are going to be a bit hard for me because there is no actual one on one face to face with the professor.,0,['I am in a physics lab because not only do I need this class for my major requirements but also because I truly enjoy doing labs especially when a lab professor knows how to teach it.'],0,Reviewed; no issues found.,True
i understand material when it is shown to me not necessarily when its written on paper.,0,['I am in a physics lab because not only do I need this class for my major requirements but also because I truly enjoy doing labs especially when a lab professor knows how to teach it.'],0,Reviewed; no issues found.,True
even though this class might be hard for me because it is not in person i truly will work my hardest to do all the labs and try to understand each concept as well as work in groups through zoom.,0,['I am in a physics lab because not only do I need this class for my major requirements but also because I truly enjoy doing labs especially when a lab professor knows how to teach it.'],0,Reviewed; no issues found.,True
so far the first lab we did was something i enjoyed but also was a bit difficult because the way the lab was worded was a bit confusing to me.,0,['I am in a physics lab because not only do I need this class for my major requirements but also because I truly enjoy doing labs especially when a lab professor knows how to teach it.'],0,Reviewed; no issues found.,True
marilin amaya i am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my biology major.,0,"[""Marilin Amaya I am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my Biology major. I tried taking this class last semester but I was under a lot of stress because I was retaking a chemistry class that I had failed. I decided to drop this class last semester so that I could just focus on chemistry and pass the chemistry class. Looking back on my decision I wish I would've stuck with physics and done chemistry a different semester.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
i tried taking this class last semester but i was under a lot of stress because i was retaking a chemistry class that i had failed.,0,"[""Marilin Amaya I am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my Biology major. I tried taking this class last semester but I was under a lot of stress because I was retaking a chemistry class that I had failed. I decided to drop this class last semester so that I could just focus on chemistry and pass the chemistry class. Looking back on my decision I wish I would've stuck with physics and done chemistry a different semester.""]",0,Reviewed; no issues found.,True
i decided to drop this class last semester so that i could just focus on chemistry and pass the chemistry class.,0,"[""Marilin Amaya I am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my Biology major. I tried taking this class last semester but I was under a lot of stress because I was retaking a chemistry class that I had failed. I decided to drop this class last semester so that I could just focus on chemistry and pass the chemistry class. Looking back on my decision I wish I would've stuck with physics and done chemistry a different semester.""]",0,Reviewed; no issues found.,True
looking back on my decision i wish i would've stuck with physics and done chemistry a different semester.,0,"[""Marilin Amaya I am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my Biology major. I tried taking this class last semester but I was under a lot of stress because I was retaking a chemistry class that I had failed. I decided to drop this class last semester so that I could just focus on chemistry and pass the chemistry class. Looking back on my decision I wish I would've stuck with physics and done chemistry a different semester.""]",0,Reviewed; no issues found.,True
physics vocabulary isn't incredibly difficult for me because its like learning a new language for me but there are plenty of equations that i have trouble memorizing.,0,"[""Marilin Amaya I am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my Biology major. I tried taking this class last semester but I was under a lot of stress because I was retaking a chemistry class that I had failed. I decided to drop this class last semester so that I could just focus on chemistry and pass the chemistry class. Looking back on my decision I wish I would've stuck with physics and done chemistry a different semester.""]",0,Reviewed; no issues found.,True
i think that being in this lab class will be helpful because we work in groups for the most part.,0,"[""Marilin Amaya I am in this class for the fall semester of 2020 because the physics 2 class is a requirement for my Biology major. I tried taking this class last semester but I was under a lot of stress because I was retaking a chemistry class that I had failed. I decided to drop this class last semester so that I could just focus on chemistry and pass the chemistry class. Looking back on my decision I wish I would've stuck with physics and done chemistry a different semester.""]",0,Reviewed; no issues found.,True
aya alazzehi am enrolled in physics 122 lab to fulfill an undergraduate requirement pertaining to my major.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
my major is biology with a concentration in physiology.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
the question why am i here is so broad.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
why am i in college.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
i am in college for a number of reasons.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
"one of the main reasons being that i want to pursue a higher education, and cultivate my love for biology.",0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
"i consider myself a lifelong learner, as i am constantly curious about the world around me and how everything works together.",0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
"i am in school to continue to learn and grow as a biologist, as a student, and as a person.",0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
san francisco state university has a special place in my heart and in my family.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,"Better fits Aspirational, Familial, or Social themes.",False
when my dad was only 18 years old he traveled to the united states alone to attend san francisco state university in order to pursue a degree in engineering.,0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
"my dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended.",0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,Reviewed; no issues found.,True
"i feel like there is a part of my familys history here at san francisco state university, and so i feel special that i am able to attend as well.",0,"['Aya AlazzehI am enrolled in Physics 122 lab to fulfill an undergraduate requirement pertaining to my major. One of the main reasons being that I want to pursue a higher education, and cultivate my love for Biology. San Francisco State University has a special place in my heart and in my family. When my dad was only 18 years old he traveled to the United States alone to attend San Francisco State University in order to pursue a degree in engineering. My dad attended this school, all my uncles attended this school, and many of my siblings older than me have attended. I feel like there is a part of my familys history here at San Francisco State University, and so I feel special that I am able to attend as well.']",0,"Better fits Aspirational, Familial, or Social themes.",False
i am here for physics 122 which is the lab portion for phys 121.,1,['I am here for Physics 122 which is the lab portion for Phys 121.'],1,Reviewed; no issues found.,True
the learning curve has been quite impacted with the political covid19.,0,['I am here for Physics 122 which is the lab portion for Phys 121.'],0,Reviewed; no issues found.,True
even then i still hope to learn more towards my degree biochemistry.,0,['I am here for Physics 122 which is the lab portion for Phys 121.'],0,Reviewed; no issues found.,True
"it isn't exactly brain stimulating, but just not being in a learning environment it takes away at the learning experience and educational dynamics.",0,['I am here for Physics 122 which is the lab portion for Phys 121.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True
so far lab 1 in its virtual state was successful and i was able to understand the fundamentals of what it was getting across.,0,['I am here for Physics 122 which is the lab portion for Phys 121.'],0,Reviewed; no issues found.,True
if all other virtual labs are able to deliver the same results i would say say it'll be a success because learning is the goal.,0,['I am here for Physics 122 which is the lab portion for Phys 121.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True
why am i here?,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
i have no idea to be honest .,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
like to be honest i didn't even know what to do after highschool.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
now i'm just here trying to pass my classes so i can have a degree so i don't feel like i'm wasting my life.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
i'm here because i needed a new goal and this seemed like a reasonable one.or it is what society makes me feel like is a good goal.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
i have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
i'm here so people dont look at me as a failure.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
i'm here to feel better about myself.,0,"[""Why am I here? I have no idea to be honest . Like to be honest I didn't even know what to do after highschool. Now i'm just here trying to pass my classes so I can have a degree so I don't feel like i'm wasting my life. I'm here because I needed a new goal and this seemed like a reasonable one.Or it is what society makes me feel like is a good goal. I have no idea what i'm going to be doing after this but for now i'm here feeling like i'm doing something productive. I'm here so people dont look at me as a failure. I'm here to feel better about myself.""]",0,Reviewed; no issues found.,True
why am i here?,0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
why am i here in my room doing school work instead of on the campus?,0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
"the answer is simple, i am here in my room doing school work because of the ongoing pandemic.",0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
this pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth.,0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
"they should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well.",0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
now the school season has started back up and some schools want kids to come back to class while others are doing distance learning.,0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
"while the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.",0,"[""Why am I here? Why am I here in my room doing school work instead of on the campus? The answer is simple, I am here in my room doing school work because of the ongoing pandemic. This pandemic didn't need to happen if our politicians weren't so concerned about themselves and their wealth. They should have listened to the scientist to make sure everyone in the country could be safe, but instead they chose to ignore them and tell us the people to ignore them as well. Now the school season has started back up and some schools want kids to come back to class while others are doing distance learning. While the distance learning is good and it keeps everyone safe, it has it's complications if some students don't have the proper equipment, and opening schools back up for kids is a very bad idea since kids could spread the virus to others.""]",0,Reviewed; no issues found.,True
im here because this class is a requirement for my major.,0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
"i do enjoy this class because of the professor, lab instructor, and the overall setting and vibes of the class but im not the biggest fan of physics.",0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True
"my major, which is biochemistry, is really why im here.",0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True
"i really love biochemistry but some of the requirements, like physics and organic chemistry, arent my favorite requirements.",0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
the reason im majoring in biochemistry and seeking a higher education is in hopes of attending medical school.,0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True
besides hoping to one day become a doctor i also really enjoy learning.,0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True
"learning is my favorite thing to do and i really enjoy the opportunity college has given me to explore different subjects, such as physics, but also subjects not even in the college of science and engineering like my minor in human sexuality studies.",0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True
"going to college, especially one like san francisco state university, has really allowed me to expand my horizons and become an even more open minded and curious person.",0,"['Im here because this class is a requirement for my major. My major, which is Biochemistry, is really why Im here. I really love Biochemistry but some of the requirements, like Physics and Organic Chemistry, arent my favorite requirements. The reason Im majoring in Biochemistry and seeking a higher education is in hopes of attending medical school. Besides hoping to one day become a doctor I also really enjoy learning.']",0,Reviewed; no issues found.,True
i am taking this course because it is a requirement for my major .,0,"['I am taking this course because it is a requirement for my major . I also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
during this course i hope to learn about somethings i find interesting or may have heard of .,0,"['I am taking this course because it is a requirement for my major . I also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .']",0,Reviewed; no issues found.,True
"i also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .",0,"['I am taking this course because it is a requirement for my major . I also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
i also hope to continue learning about something i learned in the pass more in depth .,0,"['I am taking this course because it is a requirement for my major . I also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .']",0,Reviewed; no issues found.,True
"in this course i hope to also refine the skills i already know , like writing good responses for labs online .",0,"['I am taking this course because it is a requirement for my major . I also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .']",0,Reviewed; no issues found.,True
taking online labs will be something that requires extra attention.,0,"['I am taking this course because it is a requirement for my major . I also have to learn skills that might apply to future class i will be taking in the future , particularly in my future science courses .']",0,Reviewed; no issues found.,True
i am here because i am advancing in my academic goal of getting my bachelors in biology with a concentration in physiology.,0,"['I am here because I am advancing in my academic goal of getting my bachelors in biology with a concentration in physiology. The reason why I came to this major , which lead me to take this class, is because I am fulfilling my goal into getting into medical school. I have always had a passion for medicine and throughout grade school, Ive always been fascinated in science.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True
