,sentence,phrase,label,comments,review,predicted_label
3388,being a kinesiology major we study the bodies and how they move.,"['I really am I here because it is a requirement for my major otherwise, I would have avoided this if I am being complet ely honest.']",0,Reviewed; no issues found.,True,0
5801,i am here in the phys 222 lab because it is an additional requirement for the lecture.,"['I am here in the PHYS 222 lab because it is an additional requirement for the lecture. Beyond that, I am in Physics because it is required for the civil engineering major and for a good reason too.If being an engineer is my goal then learning the skills an engineer needs is what I must do.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
1110,i also enjoy physics.,"['Im majoring in Child and Adolescent Development but, I plan to pursue higher education and get into the medical field. For this reason, I plan to take all the prerequisites for Med school.', 'I need to complete one year of physics in order to meet the requirements for medical school.']",0,Reviewed; no issues found.,True,0
2173,"that's as far as i know at time of writing, at least.",['I am here because it is required of me in order to get a degree as an engineer.'],0,Reviewed; no issues found.,True,0
7711,the class is once a week so it does get hard to be able and fit all 3 days of lecture but we review the major topics and that helps me put the subtopics in place where they correspond to and basically wrapping my head around all the terms that are learned.,['I am in the SCI230 class to better understand what I am learning in both the lecture and lab class. The class is once a week so it does get hard to be able and fit all 3 days of lecture but we review the major topics and that helps me put the subtopics in place where they correspond to and basically wrapping my head around all the terms that are learned.'],1,Reviewed; no issues found.,True,0
1449,"i can also see how calculus has to do with physics so therefore, i can correlate the two subjects together.",['I am here because I am required to take this class for my major.'],0,Reviewed; no issues found.,True,0
1831,this will help me meet other people that are in the same major or similar.,['The reason why I am here is because it is a prerequisite course for my major which is computer science.'],0,Reviewed; no issues found.,True,0
2902,i want to get a job in the film industry.,['I am here because I want to fulfill all of my GE requirements.'],0,Reviewed; no issues found.,True,0
3743,"physics has always come easier to me, and science in general, so that is why i do not plan on dropping the class.","['Well, I have to take this class for my major, that is why I am in this class initially.']",0,Reviewed; no issues found.,True,0
5597,i was drawn to it because the job was light and interesting and the patients were always glad to see you because you're changing their future for the better.,"[""First thought I would say it because this is a requirement that gets me closer to my career goal but diving deeper I'm here because as a junior in high school I found a passion for dentistry. At the time I was working as an intern at an orthodontist office and had decided to dedicate my future to it In order to hold that I must take certain classes that are geared toward that.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
806,"if i'm asked why i'm taking this course, my answer is to cover a major requirement.","[""If I'm asked why I'm taking this course, my answer is to cover a major requirement."", ""Since middle school, I've been so centered at persuing a career as a veterinarian, but my mind has been drifting towards the Marine world.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
2944,i would also like to use the experience ive gained with that degree to take the cpa a exam and become a cpa auditor.,['I am also here because of my Lab GE requirement course. A greater essence of why Im here would be because I would like to receive my degree in accounting. I would also like to use the experience Ive gained with that degree to take the CPA a exam and become a CPA Auditor.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
5019,"in addition, i think this class will help with critical thinking and logic development, for example, if i get some number from a calculation, does that number make sense as a solution?","[""I am here because physics is a prerequisite for physiology and I think it's because physics can help explain some physiological mechanisms such as tension in the bones and muscles.""]",0,Reviewed; no issues found.,True,0
5378,"before i was listening to my parents who told me that a science degree would not give me the amount of job opportunities later on in life, but now i have learned that if your whole heart is not in something, then it is not worth doing.",['I am here because this is the path of my major here at San Francisco State. This class will give me one of the requirements that i need to eventually graduate from here so i can hopefully go on to law school.'],0,Reviewed; no issues found.,True,0
6841,i am here because i want to get an education so that i can get a good job.,['I am here to get credit for science. I am here because I want to get an education so that I can get a good job.'],0,Reviewed; no issues found.,True,0
6744,if i want to take this question even deeper i can say that i am here because i have a purpose.,['Physically i am in this class I am here because I want to graduate from college and I need these credits plus I like learning about astronomy.'],0,Reviewed; no issues found.,True,0
1230,i have learned that many of the different courses actually are related with each other despite being about different concepts.,['Taking this course is a part of my requirements for my major which is physiology. My goal is to become a pediatrician and there are many courses which I have to take in order to work towards that goal. By being in this class I am also able to apply what I learn in lecture to real life models and cases. It is important to be able to relate the way in which these different theories are a part of the real word and our life.'],0,Reviewed; no issues found.,True,0
1867,ever since i took physics in high school i became very intrigued by the concepts that exist all around us on earth.,['I am in this class because it is required for my major of mechanical engineering.'],0,Reviewed; no issues found.,True,0
5581,my purpose is to help people.,"['To start off, I am here in this class as a class requirement for my major, as well as understanding how Physics is the theory of life as most have described.']",0,Reviewed; no issues found.,True,0
8180,"i'm taking this class for my biology major, so i can move on to my next classes and graduate sfsu. i am here to learn physics, to understand the concept of physics and to eventually teach others who do not understand physics.","[""I'm Taking this class for my biology major, so I can move on to my next classes and graduate SFSU.""]",1,Reviewed; no issues found.,True,1
5301,more than that though because i am trying to become a mechanical engineer.,"['I am here to learn physics. More than that though because I am trying to become a mechanical Engineer. I need to pass this course in order for me to reach the next class. If I do not, I will not be able to become an Engineer.']",0,Reviewed; no issues found.,True,0
5434,"i wanted to experience new things and be surrounded by a new environment and since i loved going to san francisco as a kid, i chose to go there for school.","['I chose to go to SF state since I was born and raised in Irvine, California (in SoCal) and had never lived anywhere else before. I wanted to experience new things and be surrounded by a new environment and since I loved going to San Francisco as a kid, I chose to go there for school.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
5060,"i was avoiding to take this class because even the name of ""physics"" is scary for me.","['I am here because I am majoring in Biology. I want to go to dental school after I get my undergrad degree. Physics is a requirement that I need to take in order to graduate. The last time I took physics was maybe 5 or 6 years ago. I was avoiding to take this class because even the name of ""Physics"" is scary for me.']",0,Reviewed; no issues found.,True,0
3762,i just hope i am able to pass the class because i definitely do not want to retake it.,['I am in this class because it is part of my required courses. If I had a choice of not needing to take this class I would because I find physics to be a hard subject for me to understand and on top of that math is heavily related to the subject.'],0,Reviewed; no issues found.,True,0
5424,"when getting more specific towards the question of why am i here? i would say that i am generally just taking this class because it is required for my major..however, i am specifically taking this lab because i did not pass my lab last semester.","['I am at SFSU because I want to get a college education and graduate from a college without having to pay an extreme amount of money for tuition like other colleges have. SFSU is also a college that is relatively close to where I live so I chose to go here in order to be able to stay with my family which is important to me. I would say that I am generally just taking this class because it is required for my major..however, I am specifically taking this lab because I did not pass my lab last semester. I would personally say that after covid started and everything went online last semester I kind of just checked out since I was so used to being in class in person. This semester though, I feel like I have gotten more used to the idea of everything being online and the fact that I will have to keep myself in check and be more responsible.']",0,Reviewed; no issues found.,True,1
2680,it is so interesting how much makes up our entire universe and how much we dont know about yet.,['I knew I needed to fulfill my GE for science and out of all the ones offered astronomy seemed to interest me the most.'],0,Reviewed; no issues found.,True,0
7849,"physics is not an easy subject for me, but since it is necessary for my major, i plan to follow through with the course lecture and lab.","['I am here to meet the course requirements needed for my major. Physics is not an easy subject for me, but since it is necessary for my major, I plan to follow through with the course lecture and lab. Since I need to pass the lecture and lab, I am here to learn and apply these concepts to my major.']",0,Reviewed; no issues found.,True,0
7661,so this class seemed like the best way to balance that.,['I am in this class because I needed another unit and this was like the perfect class because it would allow me to get the credit and gain a deeper knowledge of Bio 230.'],0,Reviewed; no issues found.,True,0
2614,"i think everything happens for a reason, so there must be something to get out of this class.","[""Why am I specifically in this astronomy lab? I believe the original idea was just to get my GE's and this lab sounded interesting as well as the introduction to astronomy lab. But now I think I am here to learn something important that I can use for the rest of my life.""]",0,Reviewed; no issues found.,True,0
3410,"originally, i wanted to go into the stem field because i grew up in a workshop working with my hands so i thought i wanted to learn the physics and science behind it all.","[""Originally, I wanted to go into the STEM field because I grew up in a workshop working with my hands so I thought I wanted to learn the physics and science behind it all. Once I interned at the exploratorium I was set on becoming an artist engineer. So now Im a Bus major with a Mech Engr minor since I didn't want to throw away all that hard work and also because I love the subject!""]",0,Reviewed; no issues found.,True,0
292,this is not really the case for any of my other classes.,"['First, I took AP Physics in high school, so I thought I had a good grasp of things that would go on in class.I thought I had a decent understanding of things each day, before going to class, but I found myself leaving class extremely confused. So, I switched sections and added this supplementary course.']",0,Reviewed; no issues found.,True,0
7993,i am here because this class is required for my major.,"['I am here because this class is required for my major. I was supposed to take this class last semester, but I had a lot on my plate. Especially since it was my first semester here at SF state. I wanted to get comfortable before pushing myself with how much work I was able to handle. I probably would not have taken this class if it was not required for my major, however I will do my best to stay active and engaged throughout this semester in the class.']",0,Reviewed; no issues found.,True,1
4953,"another reason why i am attending this school is because i feel like there's more programs and internships to get involved in, i feel like this school has so much to offer.","[""The reason why I transferred to San Francisco State is because I was not entirely comfortable in my old school. I felt very isolated in that school and felt like there were not enough programs to get involved in. I came to SF State because it was closer to home and it was going to save me a lot of money. Another reason why I am attending this school is because I feel like there's more programs and internships to get involved in, I feel like this school has so much to offer. I am here because I was getting home sick and I did not want to be far away from home. I hoped to find more internships around SF but since covid began there haven't been many opportunities lately. The reason I am in this class is to fulfill the requirements for my major in order to graduate and go to nursing school.""]",0,Reviewed; no issues found.,True,0
3702,i understand the concepts and i get why we have to learn physics.,['I am here for the simple reason that this is a prerequisite.'],0,Reviewed; no issues found.,True,0
1371,"this class will help me one step closer to graduating, and that is why i am here.","['The reason why I am here is because my major requires me to take this physics to continue my education. This is my last physics lab I need to take, so I am trying to end on a good note. Also, it is nice to learn more about physics, but the main reason whyI am here is because my major requires me to take this class. This class will help me further my understanding, and more importantly have me continue on my major pathway. This class will help me one step closer to graduating, and that is why I am here. By graduating I can pursue my goal of going to medical school, but by that I need to pass all my courses such as this lab course.']",0,Reviewed; no issues found.,True,0
8157,becoming an orthodontist is a very major part in my future and understanding sciences will help me lead to that path.,['I am here because I am a general biology major at San Francisco State and this is one of my requirements for my major. I am a General Biology major because I want to go to dental school and become an orthodontist. I used to struggle with Physics in high school and understanding it. It is good for me to know about physics and other sciences to help me in my path to my future career. Becoming an orthodontist is a very major part in my future and understanding sciences will help me lead to that path.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
1326,i want to create change and its all about finding ways to make those changes.,"['The only way that Im able to create a better future for my community is by getting a PhD and create data dedicated in my community and create policy targeted towards my community. I want to create change and its all about finding ways to make those changes.', 'I know that I still have years until I finish my life academically but I know that I want to do everything to help my community.']",0,Reviewed; no issues found.,True,0
4492,"""why am i here?"" i am here because i need this class.","['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0,Reviewed; no issues found.,True,0
2225,i feel like the question why am i here? is a question so broad that no one knows what to write except that this is a prerequisite class that we have to take in order to be able to get into our future classes.,"['Im here because I need to take this class as a prerequisite for the future courses I am obligated to take for my major.', 'So to encapsulate everything I have just stated I am taking this physics 2 course in order to fulfill existing prerequisites for future classes that I need to take for my major']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
4727,"why am i here, i feel i am here to further my understanding of physics to qualify for my major of zoology.",['I want to be able to truly feel like I belong in the STEM field and to do that I need to understand the maths that are required for STEM.'],0,Reviewed; no issues found.,True,0
6932,moving from a suburbanfarm town in southern california its crazy to think that i moved away 6 hours away.,['I am here because I wanted to further my education and move away but wanted to still have a chance to be free.'],0,Reviewed; no issues found.,True,0
1800,but i really want to learn somethings that i can take outside of this class and say woah thats co and want to teach someone else.,['I am here in this class to fulfill my requirements for my bachelor degree in computer science.'],0,Reviewed; no issues found.,True,0
6449,"this sci course gives me additional resources that i can use to help ,e study and do well in the course.","['Once I graduate my undergraduate program I plan on working towards getting hands on medical work which I can then use when applying to medical field jobs. I am specifically here in this class because I want to succeed in general chemistry 215. This sci course gives me additional resources that I can use to help ,e study and do well in the course.']",0,Reviewed; no issues found.,True,0
6894,i am in this class because i also chose to be in the class.,['I am here in this lab class because I needed to finish one of my general education requirements. I am also here because I took the astronomy lecture class in the spring of 2019.'],0,Reviewed; no issues found.,True,0
6364,i am taking sixteen units therefore i should be studying sixteen hours a week.,['I am taking a SCI helper class to better understand what I am learning in class. I am taking both a Physics121 SCI course and Chemistry215 SCI course.0'],0,Reviewed; no issues found.,True,0
3821,it requires a lot of self discipline and organization.,"[""Firstly, I'm in this class because its a part of my prerequisite for my major which is biology physiology and also for dental school. I'm also here in college because I want to pursue a higher education and be able to get a job that I am passionate about. Lately I've been feeling very discouraged, especially since the whole covid 19 and everything going on. Especially switching all of the classes to online classes has been very hard to adjust. I've taken online classes before but having all of my major courses online is difficult.""]",0,Reviewed; no issues found.,True,0
5506,"after that, i wanted to become a paleontologist, teacher, then an astronomer.","[""For the past 5 years Ive switched through 4 different majors until I knew what I wanted to be. I went from wanting to be a civil engineer meaning taking a lot of math classes, physics classes and as well as hands on classes to adhere to my experience but in the end I didn't like it. After that, I wanted to become a paleontologist, teacher, then an astronomer. After going through countless classes and counselor meetings, I was able to obtain my true desire in life and what I wanted to study on was Environmental Science (possibly in Sustainability).""]",0,Reviewed; no issues found.,True,0
5685,i am here at sf state to pursue a degree in biochemistry and become a pharmacist.,"['This class is a prerequisite to my major but also, I never took a physics class so I wanted to see if physics is a really interesting subject in the science field.I came here to SF State because my first intended major (PreNursing) was very hard to get into so I decided to look at other jobs and pharmacy really caught my eye.']",0,Reviewed; no issues found.,True,0
6543,a good life being objective as good isnt the same for everyone.,['In this class specifically I am here to make up a grade that I received in my first year.'],0,Reviewed; no issues found.,True,0
7894,"in high school, my extracurricular activities revolved around science research and entering college, even my major was based on the fact that my future was set in becoming a doctor.","['Though the requirements for being premed are simply a year of physics, a year of chem, and a year of bio, I realized that in college I want to delve deeper into these classes and not just do the minimum requirements. This is one of the reasons why I am taking the Intro Physics class this summer. By finishing up this prereq in the summer, I will have an extra spot in my coursework during my time at CMC to take advanced Physics and upper division science courses.']",0,Better fits Aspirational or Attainment; lacks systemic navigation.,False,1
1953,"at this point, i don't 'need' a b.s. in c.s., but a: it would be better to have one than to not and b: this has been something i've been working for for just over 5 consecutive years.","[""I'm here because, according to the Bachelors of Computer Science degree requirements, I need PHYS 232. At this point, I don't 'need' a B.S. in C.S., but A: it would be better to have one than to not and B: this has been something I've been working for for just over 5 consecutive years.""]",0,Reviewed; no issues found.,True,0
184,i come here to learn more about concepts that physics has in general.,"['I also need physics to get into the medical school I want to get into', 'I am also here to get my general education done.']",0,Reviewed; no issues found.,True,0
3819,especially switching all of the classes to online classes has been very hard to adjust.,"[""Firstly, I'm in this class because its a part of my prerequisite for my major which is biology physiology and also for dental school. I'm also here in college because I want to pursue a higher education and be able to get a job that I am passionate about. Lately I've been feeling very discouraged, especially since the whole covid 19 and everything going on. Especially switching all of the classes to online classes has been very hard to adjust. I've taken online classes before but having all of my major courses online is difficult.""]",0,Reviewed; no issues found.,True,0
6677,the difference between heliocentric and geocentric theories and how one became to trusted as opposed to the other.,"['I am in this class because i am taking astronomy 115 and this lab coincides with that class. Also, it takes care of the lab requirement for credit.']",0,Reviewed; no issues found.,True,0
7200,i can do physics questions all day in class but it's not nearly as satisfying as doing all the calculations myself and coming up with data to accompany my questions or thoughts.so why am i here?,"[""For some people it is just a requirement that they have to knock out in order to complete their major but I actually have a lot of fun with these interactive type of tests. I'm here because technically I have to but also because I want to enjoy myself and make the best of my schooling.""]",0,Reviewed; no issues found.,True,0
7493,so the extra help will give me motivation and confidence while doing assignments at home.,"['I am here because I want to be successful in my chem115 class. I dont understand most things right now but I know I can with the help up sci115 and tutoring. Im always scared to ask questions in lecture because of how many people are in there. In sci115 I believe that I will ask my peers and my instructors questions without hesitation. Im here for motivation and what I mean is when I dont know how to start or complete a problem, sometimes Ill just end up giving up because I had no help. So the extra help will give me motivation and confidence while doing assignments at home. I am here because I believe this class with give me help and understanding to succeed and move on to other chemistry classes.']",0,Reviewed; no issues found.,True,0
5512,"after i graduate from sfsu i will then apply for medical school to become a pharmacist at ucsf, which is the overall and main goal i have for myself!","['It is a basic stepping stone in order for me to graduate with my Major of Biology (Concentration on Cell and Molecular) from SFSU. I need to take 2 semesters of physics and pass in order to move forward in my journey. After I graduate from SFSU I will then apply for medical school to become a pharmacist at UCSF, which is the overall and main goal I have for myself!']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
5637,"of course, i have thought of the downside of being a veterinarian as well.","[""I am here plainly because I need to take this class for my major. But since it relates to my major it relates to the reason I chose my major. I chose my major (biology) because it would be my dream to become a veterinarian. Although I haven't had many pets myself I have always loved animals growing up. And I have been surrounded by friends and family who do have other animals as pets. And to have a job where I get to see animals all day and make them feel better from whatever ills them would make me so happy.""]",0,Reviewed; no issues found.,True,0
7046,"i just added this class and i think it will help me succeed in my bio lecture and lab.the second reason is because i find biology pretty interesting as a subject, and i did well in my last bio class so im hoping this sci course will help me do good in bio 240 as well.","['The first and most important reason is because I needed 1 more unit to make full time status for my scholarships after I dropped my internship class. I realized I dont have enough time this semester to do an internship because I need to work a lot this semester, and Im trying to get my cumulative gpa up past a 3.0 so I can get into a grad school program. I just added this class and I think it will help me succeed in my bio lecture and lab.The second reason is because I find biology pretty interesting as a subject, and I did well in my last bio class so im hoping this Sci course will help me do good in bio 240 as well.']",0,Reviewed; no issues found.,True,0
4219,"to me, physics is also fascinating because it not only explains the structure of how objects function, but it really also explains things like how the double helix is a double helix and why another structure doesnt exist for dna, how light is reflected and what kinds of visible light are truly seen by the human eye, and so much more.","['Overall, why Im here is not only to fulfill a requirement but truly to broaden my knowledge of Physics and how it connects with the world in so many different aspects.']",0,Reviewed; no issues found.,True,0
4987,"i have always been interested in the research side of science because i like being able to collect data, use that data to find something, and then see the results of that.","['I was going to take physics in high school but did not get the chance to before I graduated. I am also a biology major and taking physics is one of my general ed requirements. I think that once I get to my upperdivision classes it is important that I have an understanding of physics because after all, it is the foundation for allnatural sciences.']",0,Reviewed; no issues found.,True,0
7827,so far i have not had trouble in the class because it is all stuff that i learned in my high school physics class.,"[""I am a Business administration major and I am not required to take physics. However I did need a lab and a physical science for me GE's and I instantly thought of physics when I learned that. Overall I think I am here because I enjoy studying physics and it covers two of my GE's but i am enjoying it.""]",0,Reviewed; no issues found.,True,0
4854,"it definitely was not my top choice school, but if i'm trying to apply and go to medical school i definitely need to save as much money as i can.","[""In terms of physics, I'm here because I am hoping to go to medical school and become a pediatrician. Even though I'm a psychology major hahaha. In terms of SFSU, I'm here to save money. With SFSU I'm able to live at home and save a lot of money that way, even though it does affect my mental health to be honest. It definitely was not my top choice school, but if I'm trying to apply and go to medical school I definitely need to save as much money as I can.""]",0,Reviewed; no issues found.,True,0
2930,"firstly, i needed to be able to flourish by myself away from home as a young adult.","['I got to SFSU for my passion for filmmaking. I ended up choosing this school because of the affordability and location. I believe I was able to achieve the creation of many paths for myself through my passion, dedication and hard work to the art of filmmaking.']",0,Reviewed; no issues found.,True,0
5951,i remember i did enjoy physics but i was taking my physics course in ccsf and not in sfsu. its been over 2 years since i took physics so everything is new to me.,"['This is my last semester here, And I found out that I needed this course to graduate. I remember I did enjoy physics but I was taking my physics course in CCSF and not in SFSU. Its been over 2 years since I took physics so everything is new to me.']",0,Reviewed; no issues found.,True,0
195,i always hear about people taking a physics class in high school; i wish i could have been that fortunate!,"['I decided to take this class primarily to get a better grade in Physics 111; I have never attempted a physics class, so conceptually this is all very new to me. I always hear about people taking a physics class in high school; I wish I could have been that fortunate! I feel like being present in this class will help me better understand physics conceptually and mathematically.']",0,Reviewed; no issues found.,True,0
211,but then there's physics.,"['It started as one of those careers that elementary school kids talk about when their teacher asks them what they want to be in the future, and my answer was always a brain surgeon, because how awesome does that sound. But this dream ended up sticking with me for the duration of my educational career and is the reason that I am attending San Francisco State today. Unfortunately I no longer want to be a brain surgeon, but I have finally decided that I want to study anesthesiology. I find the field to be very interesting to me and I can see myself enjoying it for the rest of my life. However, I need to make it through a long hard path of schooling to chase this dream.']",0,Reviewed; no issues found.,True,0
3208,"10, 2020 i am here because it is a requirement for my major and i think physics is a really cool subject to learn.",['I am here because it is a requirement for my major and I think Physics is a really cool subject to learn.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
5299,i decided mine to simply be to experience life.,['I am here because this class is a requirement for my biology major.'],1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
7926,the reason i signed up for this class was that it is a prerequisite for my major that i have to complete prior to graduation.,['The reason I signed up for this class was that it is a prerequisite for my major that I have to complete prior to graduation. My goal is to work hard and grasp an understanding of the topics taught so that I have a good foundation for when I take the next physics course needed.'],0,Reviewed; no issues found.,True,1
3108,"i play the piano regularly and practice jazz piano, and when i took that class i was also well ahead of the curve.","[""I'm here in this class because its a GE requirement, and I wanted to get it out of the way this semester,""]",0,Reviewed; no issues found.,True,0
2364,i suppose that in a few years i will look back and hopefully be okay with where i am then.,"['Gradually, I passed some classes and got into a specific academic route and this is the point that I am at. Eventually, I will finish all of those classes and feel satisfaction and pride that I was able to earn a degree in mechanical engineering.']",0,Reviewed; no issues found.,True,0
3899,"well, to start off, i found this question pretty vague, which i'm assuming is the point of this question.","[""When I was first deciding on which university to transfer to, I chose SF State because they gave me the option to graduate early as a Sociology major. Honestly, the only question I do know the answer to is why Im taking a physics class it's a prerequisite for medical school, PA school, dental school, you name it. I know I want to do something in healthcare, I'm just unsure which path I want to go down but it's always safe to cover all my bases.""]",0,"Better fits Aspirational, Familial, or Social themes.",False,0
4501,i am here today to learn more about our universe and what our universe is capable of in the works of physics.,"['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0,Reviewed; no issues found.,True,0
7332,if i had the natural understanding i would not be here.,"[""I am here in sci 305 because I'm at the literal end of my line. If I don't pass another class i wont be allowed to continue. I'm here because I'm fighting my hardest at every step and its never enough so now I'm doing even more.""]",0,Reviewed; no issues found.,True,0
583,physics is very useful and that is probably the only thing that makes it interesting to learn it.,['I am taking this class because it is part of my major requirement'],0,Reviewed; no issues found.,True,0
3632,i want to join this field and create brand new works that others would enjoy and discuss about.,['I want to become a game developer and the best way of doing in my opinion was to get into the STEM field. I needed to get a degree within computer science to make myself more competitive for applying for any job in the industry.'],0,Reviewed; no issues found.,True,0
3738,i am also here because i love learning and think that physics is super interesting.,"['Well, I have to take this class for my major, that is why I am in this class initially.']",0,Reviewed; no issues found.,True,0
7349,my life goal: makes others happy through something i helped push forward and out into the world.,"[""Although times and opportunities have significantly, I still see university as the gateway to at least a stable job in the engineering field.I want a job that doesn't necessarily make me happy but does in fact make those around me happy whether it be with the product I help produce, my work ethic, or my personal actions. I feel university can help me accomplish that and so far it has. he world.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
6471,once i had signed up to all the right classes i only needed a couple more to get a full enrollment status.,"['When enrolling in classes for the spring semester I knew exactly what I needed to take but I didnt consider the amount of credits that I was taking. Once I had signed up to all the right classes I only needed a couple more to get a full enrollment status. Having that full enrollment status is important to me because I need the full financial support. From what Im told, sci was an additional class student could take to, improve gpa, gain additional help, and gain extra credits. With having all those benefits I had to sign up.']",0,Reviewed; no issues found.,True,0
7562,i suppose the second reason why im here is just for the extra support im case if i need it since there are some hard classes so it wouldn't hurt to just take them.,"[""The main reason why i am here is because i needed 12 units so i can be considered a full time student. Because before i had 10 units because i was only enrolled in biol 240 and Chem 115 which are both 5 unit classes. And my advisor recommended i shouldn't take any more regular classes because chem 115 and biol 240 are hard classes already and im taking them together. And i wanted to be considered a full time student so she recommended i take the support class for chem 115 and biol 240 so i can have 12 units. I suppose the second reason why im here is just for the extra support im case if i need it since there are some hard classes so it wouldn't hurt to just take them. I've taken support classes in the past and it alwats helps. Also its a free A for my gpa as long as i show up to the class.""]",0,Reviewed; no issues found.,True,0
5563,i chose sfsu because it was the closest school from home that accepted me and i didn't want to be to far from home.,['I am in this class due to it being a prereq for my major which is biology. I am her so that i can gradute with a bachelors in Biology and hopefully get into medical school. I am passionate about this because i want to become a pediatric surgeon or doctor. This has been a dream of mine for a while and i have stuck to it ever since it became just an idea in my head.'],0,Reviewed; no issues found.,True,0
1436,all he did was fly for a couple years and moved to the us with me and my mom.,"['I am here in this physics course as a requirement for my degree here at San Francisco State. I came here to pursue my goals of becoming a doctor of some sort. I came to achieve my bachelors degree in Biology, in hopes of going to medical school right after.']",0,Reviewed; no issues found.,True,0
4187,"it was unfortunate that covid hit and we cant be on campus to do so, but i am still grateful that professors have made the effort to change the curriculum to fit the online learning.","['I chose to take this course because it goes along with my physics lecture this semester and it meets my prerequisite requirement for my major. Physics is a completely new topic for me as I have never taken classes related to this. Ive always wondered what the concept of physics is, so I hope to learn many new things this year.']",0,Reviewed; no issues found.,True,0
2559,there are millions of galaxies and in each galaxy there are millions of stars.,['I am here because it is a requirement for lower division GE.'],0,Reviewed; no issues found.,True,0
2014,i intend to become a software engineer so i honestly have no idea how electric fields and charges have anything in common with it.,['I am here because this lab is a requirement for my major in Computer Science here at San Francisco State University.'],0,Reviewed; no issues found.,True,0
1650,i am here because i am an astronomy major and physics is a pretty big part of that.,['I am here because I am an astronomy major and physics is a pretty big part of that. I also find physics to be a very fascinating subject. I took two years of physics in high school and kind of fell in love with the subject. I originally got into San Francisco State as a physics major but decided to change it because I plan on transferring to another school in the Netherlands and they only offer an astronomy major for English speakers. I might eventually change it back and decide on transferring to another school but that is an issue for the future.'],0,Reviewed; no issues found.,True,0
594,"i am in physics 112 because i need it for my major, environmental science.","['I am in physics 112 because I need it for my major, environmental science.']",1,Reviewed; no issues found.,True,1
808,"i do like the fact that i was able to be a zoology major, but i don't feel like i've gotten the full college experience.","[""If I'm asked why I'm taking this course, my answer is to cover a major requirement."", ""Since middle school, I've been so centered at persuing a career as a veterinarian, but my mind has been drifting towards the Marine world.""]",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
5092,i originally enrolled in physics 222 since i was enrolled in physics 221.,"['I originally enrolled in Physics 222 since I was enrolled in Physics 221. However, I did not meet the math requirements and me taking calculous along side these classes was unacceptable. After scrambling for classes I realized that Physics 111 and 112 also qualified for my major.']",0,Reviewed; no issues found.,True,0
6961,im in sci because i need the tools to help me graduate and do my very best.,"['Frankly, I am here because I need help in this class and I want to be successful in my classes. This semester is much more stressful than last semester, so I need these SCI classes in order to help me understand the material and be able to utilize what I learn. Because these are all lower division classes, I am holding myself to a higher standard and I want to increase my knowledge. Im in SCI because I need the tools to help me graduate and do my very best. I am here because I want to do well and move on into my career path with confidence.']",0,Reviewed; no issues found.,True,0
2178,why am i here?,"['coming to San Francisco State University was not easy at all, especially the language, community, environment, and the surroundings. I am taking physics 230232 because it is one of my lowerdivision major class, this class will help me expand my learning, daily life, and especially how physics is connected to our everyday life. It here to learn new things, meet new people, and to be able to learn the culture and how is the AMERICA DREAM that a lot of people from the different country dream of.']",0,Reviewed; no issues found.,True,0
1663,"i wouldnt have enough work experience to make a living by myself and with the knowledge i had after high school, i wasnt confident as i didnt have much of a good education.","['The only reason why Im in college is so I can increase the chance of acquiring a job in the future that I can enjoy doing.', 'As for why Im in physics is because of my road map and Im just genuinely curious about how physics affect our everyday lives.']",1,"Matches Navigational theme: systemic navigation, temporal markers.",True,1
2252,"for a deeper answer, i chose to major in computer science because i enjoy problemsolving.","['Physics 230 and its accompanying lab section 232 are both required courses for a Computer Science degree. Furthermore, you have to be in the 232 class while enrolled in lecture 230 or else you will be kicked out. With both of these two facts laid out, this explains why I am currently taking lab 232.', ""I actually went to Community College before transferring over to San Francisco State. I took many classes while there but did not finish the lower division physics requirements. Ironically, it's not the only lowerdivision class that I did not take for a Computer Science major; I have to enroll in a Linear Algebra class as well as another math class. That second math class was not offered at my Community College though, so I was going to take it at this institution no matter what. Other than nonprogramming classes, there still seems to be many courses that I still have to take that focus primarily on my degree.That's why I'm here.""]",0,Reviewed; no issues found.,True,0
3539,"so even if i wasn't a big fan of stem, i would still have to be in regardless of what i would think about it.","['I am a big fan of engines and to major in that, you need to be in the major you need to be in the STEM field.']",0,Reviewed; no issues found.,True,0
