essay,label,phrase
"I am here because I want to have a successful future. I am here because I want to be able to give back to my family and my community. Most importantly, I am here because of my fiancee, Jordan. We were together for seven years since we were thirteen years old. He was my rock, my best friend, and my biggest supporter. Jordan passed away unexpectedly this year, on March 2nd, 2019. I took some time off school, and decided to come back the next semester (now) because school was always really important to Jordan, and i have been really focused on not letting him down. This year has been extremely long and challenging so far, and I am just trying to find my way back. Ive been making new friends in my new classes, and creating new study groups in my science classes which has really been a large help for me so far this semester. I have also been looking for science clubs to join in order to meet other people from my major. Nevertheless, from the day he passed, everything I do and will do will be for him. So, im here to complete school and walk across that stage for the both of us.",0,['0']
"I am here because I know that physics is hard and I knew that taking a sci course would benefit me to pass the class. Physics is a course that I need to take for my major and although I want to say that I will miss physics, the truth is I wont however, I know that in the long run having had the opportunity to gain knowledge of physics will help me in my future academic career. This far I have gained so much not just from physics but life as well. In a year I lost everything but now that I have come back, it almost feels as if I was meant to be here at this exact time in my life. No matter at what age I am in, I know that wherever I am in life it is because of my choices, God, and it is because I was meant to be there. That is why I am here, I am here for a reason that is beyond me and for the fact that I want to go to medical school and taking this class will help get there. Life works in mysterious ways and MANNN am I learning a whole lot. thank you.",0,['0']
"I am in this SCI class to get support for my PHYS 111 course. I have never taken a physics course and all I ever knew from physics was the information told to me by my friends. This in a way freaked me out because I had no expectations on how the course would go but I was worried I would not find success in the course. I have never been good at math before and when I started going to the first couple courses of PHYS 111, I saw the class as a math class but with more conceptual work as well. In the past, when I took precalculus, I went to tutoring at least three hours a week and that is the only reason why I passed the class with an A. I think it is important to force myself into situations where I need to focus and work on the subject I am not good at even if that means I am more exhausted by the end of the day. I am here hopefully to gain extra practice to make me more confident in my work and to prepare me for exams. I hope to be able to find classmates that would be down to build study groups and work together to find resources to help us succeed in the course as well.",0,['0']
"I am here because in my family it is expected of my brothers and I to go to college after we graduate from high school. My mom has a masters degree and my dad has a bachelors degree, so it was never a question of if we go to college. Our question was which college we are planning to go too. I am here in this class so that I can get extra practice of the topics that we learn from lecture. I am here at the school so I can get my bachelors degree for biology with a concentration in marine biology and limnology and get into a research lab. Then after I graduate, I am planning to go straight into the masters degree. My goal is to get into the RIPTIDES program for my Masters. My ultimate goal is to become a marine biologist and eventually get a Doctorates Degree. In order to become a marine biologist, you need at least a masters degree. Another goal is to study the effects that global warming, ocean acidification, and water pollution has on the marine animals. Also, I would want to study the animals behavior and how they interact with each other.",0,['0']
"I am in this class because I want a better grade in my class, I also want to get extra help so I can understand what I need to do rather than memorizing for the exams. Also, this is a 1 unit course so it's not that high but it's a very easy A in this class as long as I participate, but this class will help my GPA because I will have A in a 1 unit and this class will help my chem lecture grade be higher. This semester I am taking 18 units, so I have a lot of homework and classes and exams but taking SCI classes will help me get less stress about my exams and homework. I also have my study group since my freshman year so we help each other on anything so that's why I am able to take 18 units because of the help I have around. SCI is better than tutors because SCI helps more your GPA than tutors. SCI classes also help you make connections with people that might be in the same class or major. I will like more sections open because some of the classes time doesn't fit our schedule.",0,['0']
"I am attending science 111 to better understand the physics concept. I originally enrolled into this class because I had no prerequisite completed to enroll in Psychics 111, so I did the Aleks, but my professor recommended me to take this course for extra assistance. Now that I am in this course, I am happy to attend a class that helps me understand the concepts of psychics. It is a great place to breakdown problem by problem as we do not do this in the class lectures. I am not a physics major but instead I am a Child and Adolescent major. The reason I am enrolled in Psychics 111 was because I intend to attend medical college after attaining my bachelors degree and they have made Psychics a requirement. I am really glad that I joined this course for assistance because I usually have a hard time attending tutoring services as I have a hard time reaching out to people for help. I also have not taken a math course since freshman year and did not need it for my major, so I completely feel different worrying about a math exam which was not one of my concerns for the past three years. I really hope this class continues to help me prepare for a Physics tests as Physics has so many problems and many formulas attached to it. I have a hard time finding out which formula could be used to solve the problem and I am just really bad at math in general. I am looking forward to what other things and ways I can go about for solving a Physics problem.",0,['0']
"I am here to get a better understanding of Physics 111. I heard that this class would help me get a better grasp of things and introduce me to new ways of studying and working in groups to solve problems. So far this class has helped me be able to communicate with others and teach others what I know and listen to what they know. Being able to solve problems together and be able to understand the material that we are learning together helps me feel better about how I am doing. Even though we all are in different classes learning somewhat different materials, it still all interconnect with each other. Im in this class because I know I struggle with math a little bit and it doesnt help that we only have an hour class when Im used to learning things in a longer period of time. I am here so that I can get a better grade on my tests and quizzes. And if Im stuck on any homework questions I can ask my colleagues or assistants in the class for some clarification. Im basically just here to get a better grade in the class, hopefully I can pass the class. This is my first time learning physics or working with these concepts so I need the most help I can get.",0,['0']
"Why am I here? Why am I attending San Francisco State University? The answer to that is obvious which is to obtain a higher education so that I can pursue a career in the field of medicine. The field of medicine is not my dream job, however, having been able to work in the field as a medical assisting I did enjoy working in the healthcare field. I also know that obtaining a high paying career and actually doing something you enjoy a great path to success. Why am I in this supplementary instruction class? Well, in order for me to achieve the above mentioned goal, I must first get through these science and mathematics classes. I know for a fact that I am not very skillful at doing mathematics or anything quantitative. I could probably take on Physics without take a supplementary class, but taking physics along with chemistry, calculus, and biology during the same semester is rather risky. I would rather ensure I succeed in all my courses this semester so that I can graduate and get out fast. I have failed major courses in the past and I got discouraged and dropped out. Three years later, I came back to this school to finish what I have started and I am not stopping and definitely do not plan to repeat any of my major required courses.",0,['0']
"I am taking the physics SCI class because I do not understand physics for the most part. Right now, I am really stuck on vectors and calculating vectors. I can understand Xus lectures just fine and it makes sense when he walks us through our problems and worksheets, but when it comes to our homework, I end up getting less than about 60 and it does not teach you how to do the problems when you get them wrong. I am really hoping SCI 111 can help me understand my homework so I can do well in the class. The homework seriously causes me so much stress and its only the fourth week of the semester. I need physics for my major and I have never really been good at it. All of unit one and unit two are where I am struggling. Unfortunately, I joined the SCI class as we were beginning to go over unit three, so I am hoping there will be someone I can ask for assistance with the other units. I have tried making a couple study groups, but it has not been able to help me yet. Most people end up bailing so Im hoping Sci 111 will provide the assistance I need.",0,['0']
I am here to soak up as much one on one interaction as possible in the department of physics. Though I enjoy the material and find it interesting its simply not coming to me easily in the slightest. Conceptual physics was a bit of a breeze but this semesters class is turning out to be anything but that. Also I found out that be it that I already have conceptual physics under my belt I dont actually require this class which is a dash aggravating because its so difficult and Im past the point of no return. Hopefully through diligence and utilizing these additional forms of help I have at my disposal Ill be successful in this current physics predicament Ive found myself in. In the greater picture Im here to obtain a degree in kinesiology alongside getting my teaching degree. There is a recent program that state offers where both can be obtained in a streamlined fashion called the itep program. Wasnt aware of it until this semester but its now shaping what my time here at state is going to look like along with what my future might consist of proceeding school. So that is what I am doing here.,0,['0']
"I am in SCI 111 because I have never taken a physics coarse in my life. In high school I took chemistry,which I completely regret. I took this SCI coarse because I have no prior knowledge of physics. In chemistry, I at least have some knowledge from high school and previous chemistry courses here at SFSU. Moreover, it was very daunting taking a science coarse without having any kind of background. Beyond not knowing what physics is or not having any prior experienceknowledge about physics, I wanted to take this coarse in order to get to know more people. Over the summer, I took a bio coarse. The class was small and everyone got along with each other. It was one of the best experiences I have ever had in a college coarse. I don't expect it to be exactly the same, but I do think that it will be very similar. The class is small but that allows to get close, know each other, and help those that need it. Also, the way Hollie and Julie pitched the class was very interesting. It's an easy class and a great way to boost my GPA. Adding on, since I don't have a class that can allow me to unwind, this was the closest I could get.",0,['0']
"I am taking this class because I want to expand my knowledge of physics. I have never taken a physics class before, so I thought it would be helpful to take a SCI class, which would boost my knowledge and give me extra skills to pass my physics class. I never even took a physics class in high school, so I am working with bare minimum knowledge of the subject. I think physics is an interesting subject based on the science programs I have watched like NOVA, and I think it would be helpful to take a class to better understand the programs. I also needed to take a physics class for my major and I am taking the SCI class to boost my grade. Physics is a fascinating subject that really encompasses everything in the world. The common trope is life is based on biology which is based on chemistry, which is based on physics, which is based on math. You need all four of those things to understand how life works on earth and I have taken classes on all those subjects, except for physics, so I felt I was missing parts of my understanding of the world.",0,['0']
I am here because I want to try to do better in my Physics 111 class. I took physics in high school and I can definitely say that it was my least favorite subject so I wanted to take this class in case I am having trouble. I took SCI 115 last semester for my Chem 115 and it helped me a lot when it came to making sure that I knew the material that we were learning in the class. I decided to take this class because I knew that I was definitely going to struggle and I really do not want to fail my physics class. I have always been a hardworking student but I do struggle even though I am a STEM major. I am currently a PreChemistry major but I am trying to change my major to Biochemistry and the physics 111 class is a requirement for Biochemistry so I really cannot fail the class that way I can make sure that I am able to change my major. I overall want to take this class to make sure that I do well in physics 111 the way that it helped me do well in my chem 115 class.,0,['0']
"I am here because I need to take physics for the MCAT and for part of my major. I don't mind being here because I am very interested to see where physics will take me. I think it is important because if you think about it everything involves physics, even medical. Since I want to be in the medical field it is important to learn about all the science behind it or what is the point. Plus while taking physics it isn't bad I actually enjoy the class I learned so much and understood most of it. I am here to learn physics to guide me to where I need to be to get me to point a and b, I am so grateful to be able to part of this class and learn so much and the many different properties of how the world works around us. To be able to get a grander understanding of how I apply to physics every day and going through the struggle that past doctors had to face. I am here because well also to provide for my family one day to be able to do the things they weren't able to do when they were younger.",0,['0']
"The reason I am in this SCI course is to support and solidify my knowledge in physics so that I can have a full understanding of the material going into a test. Having practice problems and discussions with fellow classmates about class material helps me to review class material that I may miss or not understand fully. I typically struggle with science courses, especially physical science courses with alot of conceptual material so the benefit of asking questions that I have for physics in a small group environment gives me more confidence in general. Another reason that I am in the SCI course is to get a class unit so that I may be eligible for competition in my sport. It is really beneficial that this course functions as a tutoring session and provides units as credit for spending time in the class. As an athlete, having time to study can be hard to manage sometimes so going to SCI once a week acts as a review for a week. I find it super helpful that SFSU provides resources for students to have extra practice and aid to solidify knowledge of certain classes . These resources give students many options to excel in their school work.",0,['0']
"I am in this SCI class because physics is a new subject for me. I am a STEM major, but I have never taken physics before. I was really nervous coming into physics because I didnt know anything. I was scared that I would not understand anything, but Im doing better than I thought. I decided to go into the SCI class because I was talking to my friend about it. We were both worried that physics would be harder than we expected and we both encouraged each other to take the SCI class for our respective physics class as a way to help ourselves. Its my first SCI class so Im still trying to see how this is structured and how I can make it work for me, because the SCI is designed to help me, but as Im doing physics, Im realizing that theres lots of different ways of seeing and understanding the concepts. Through this class, I hope I can figure out how Im understanding the concept through other peoples perspectives and help. I also never made a study group within my classes. This is the first time Im within a study group that are not my friends, so Im still getting used to how to communicate and help my classmates out, because were here trying to understand physics. I like being in this study group because I get to meet new people and talk outside of the lecture.",0,['0']
"Why am I here? I am in this class because I believe the extra help will be good for me. Going into this semester I thought I would do really well in Physics and struggle in Calculus. When this semester began, I quickly realized that it was quite the opposite. I found that I was really good at Calculus and I was struggling to understand Physics. I also realized that taking Physics and Calculus at the same time was a terrible idea since they teach about the same topics, but the way you work the problems and the answers are completely different. After a couple weeks into the semester, I thought I would give a SCI class a try. I thought it couldn't hurt anything and it would just be an extra study session that I would get college credit for. I am also here because I plan on majoring in BIO with a concentration in Zoology. For BIO majors, we need to take Physics 111 and then if we want to, we can build off of it and proceed to the next level of Physics. Since I will need to perhaps take another class of Physics after this semester, I wanted to fully understand the material as opposed to just completing the material so I can just complete the class. Putting this all together, I am here because I thought SCI would be a great way to help me fully understand Physics.",0,['0']
"Im here at SFSU because I want to get my bachelors in Child and Adolescent Development. Im taking this Physics course because it is a prerequisite for medical school. Im majoring in Child and Adolescent Development but, I plan to pursue higher education and get into the medical field. For this reason, I plan to take all the prerequisites for Med school. I also enjoy physics. I took a physics course in high school and it wasnt as hard as I thought. So far, Im enjoying physics. I need to complete one year of physics in order to meet the requirements for medical school.",0,['0']
"I am here to gain the skills I need to pass the Physics portion of the MCAT and enter Medical School. My goal is to become a surgeon, either Cardio or General Surgery. The reason I desire to go to Medical School is because I feel that it is what I meant to do. It is apart of my identity, and it allows me to connect with a piece the piece of humanity I thought I had once lost. In a lot of ways, I guess, my intentions for wanting to become a surgeon are a little selfish. I desire to help others, because in a way it helps me become a better person. To grow, to feel, to care, be apart of something that is far bigger than myself. Taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual. I just hope I can pull it off. I also want to get a better educations, get a better job, prferably one with advancement opportunities. I also want a job that I love, and this is a first step in that particular direction. Again I hope this works out.",0,['0']
"In general I am in school so that I may pursue a career in child psychiatry. I decided when I was younger that I wanted to be able to live a comfortable lifestyle when I am older and so in order to do that I have to get a job that I not only love, but also will be able to support myself and my future family. I understood early on that it is better to go to school when youre younger so that if you decide to have a family, you can be with them more often than not. My parents went back to school when I was little so they took turns working or in school as well as took turns taking care of me. They told me a lot about how it was such a struggle to not be able to spend as much time with me when I was little and that it was hard to be in school as an adult and it is better to get it done earlier than they did. So, that is what I am doing, I am getting school done with early so that later on itll be easier to have a family and could already have a creeer and be set that way.",0,['0']
"I am here in Sci because I want maximize my chances of getting an A in Physics. Ive heard from past students that this class was very difficult and would need extra practice In order for me to achieve my goal of getting an A. I also here because I want to have a grasp on the thing I am learning in class. I dont want to just get by my class I want to learn and apply the things I have learned to the world. I love school and I always want to keep learning. I want to be a docter and in order for me to achieve that I have to do well in all my classes including this one. Its like a domino effect if I mess up on one class. These are some of the reason I want to be in this class. The extra unit is also nice since it is an easy A, its easy grade booster. These are the main reason I am here. I also just want to meet new people who are interested in the same things as me. I always looking for conversations and this is a great way to find them in topics I am also interested in.",0,['0']
"Why am I here? I am in this physics class for two main reason. The first one is that it is required by my major, Zoology, to go through physics one and two. Part of me wishes this wasnt the case because my major is all about the study of animals and apart from the physics of their molecules in the bodies of the animals and apart from that physics has no correlation. But at the same time, I am very interested in physics as a whole. I love the fact that physics breaks down the every day forces that we take for granted every day. I am excited to study what makes the physical world work and cant wait for this class to shed some insight into how the physical world around me. Physics for a while seemed daunting and kind of boring too, but now that I am in the class I am excited to test and challenge myself with what this class has in store. Hopefully by the end of this class I will have a new found knowledge and passion for this subject and be able to see how the universe works in a little more detail.",0,['0']
"I am here at San Francisco State University because I want a good education so that I can become a physical therapist in the future. It is something that I have aspired to be for a while now and achieving it would be life changing for me. I am here because SF State is close to hometown in San Jose. I wanted to somewhere not too far and not too close. SF State has a great Kinesiology department for me to take classes for my career, even though it is severely impacted. I love helping people, so that is why I wanted to become a physical therapist. The teachers here are very nice and caring, so learning from them is a privilege. They have provided me with great advice and shared what they have done in the past to get to where they are today. Even though some classes can be very difficult, they make learning fun and interesting. I usually am only interested in the courses that relate to my major because those are what are important to me. I hope to graduate from SF State soon and quickly become a physical therapist. I will try my best and work very hard.",0,['0']
I am taking this class because it is part of my major requirement. I also want to learn more about physics on how the subject relates to the world around us. The subject is useful to many car makers and pretty much everything in our lives. I took physics in high school and I learned a lot then and I just want to keep learning and get a better inside of the subject itself. It is been a while since I took physics and I only remember so much about the subject. To be completely honest if I had a choice I would have probably not been taking the class only because of physics in one of those subjects that I would not mind not taking. Physics is very useful and that is probably the only thing that makes it interesting to learn it. Since taking the physics in high school I have viewed the world a little differently because everything around me relates to it. I have noticed since taking a statistics class that it has a lot of it included in the subject and a little of calculus. I wished that I was more interested in the math and maybe I would not dislike the subject overall because when I saw that physics was one of the classes I had to take I was not jumping of happiness but instead I crunch and put it off for the longest time.,0,['0']
"So far, I see this class as people who have a similar goal to get the job done, and in a hardworking atmosphere, it makes it a lot easier. If I had classmates that didnt really care about the assignment at hand and did something else the entire time, then it would be very difficult for me to work as hard as I do on the various experiments with other people. Now for the question of why Im here, if you want a clear and concise answer, its most likely due to the fact that its a part of the GE requirement for the school and if i dont complete it, then I wont be able to graduate with a bachelors degree in Biology. Another reason would be that I can see how my lab partners work on the assignment, and that in turn motivates me to work harder than them to get it done as fast as I can while still following the requirements of the experiment. The class is much easier than I expected it to be, however its only the first month of the class, so its bound to get harder sometime soon. However, I believe that I have the idea of how the class operates, so Im sure Ill be fine and pass the class. I will succeed the class and get through all of the challenges that it throws at me.",0,['0']
"When asked the question of why I am here I think about my parents and their experience and message to me. My mom and my dad stopped going to school for a period of time before they had me and once they did have me, they took turns going back to college while working in between. During this time, they were not able to spend time with me and would have my grandparents take care of me. They were stressed out with work, school, and me. When I started high school my parents talked to me about the struggle with balancing our family along with school and work. My mom and dad cemented in me that the only way to avoid such a hectic beginning to life was to go to college right after high school, since that is what they wished they would have done. I see why they want me to go to school and I want to make them proud. I found my calling in the sciences and am now pursuing a career in child psychiatry am here because I want to not only better my own life, but better the lives of others to the best of my ability.",0,['0']
"I am in physics 112 because I need it for my major, environmental science. I was not looking forward to this class because I thought it would be quite difficult and I would struggle a lot. I am already four weeks into the class and it is not as bad as I thought it would be. I enjoying being in class when I actually understand the material, however, when I do not understand a topic, the class becomes quite frustrating. I try my best to go to my professors office hours and study material I did not understand in lecture, but sometimes I still do not understand. If I did not need this class for my major, I would not have taken it. I am glad I am taking this course because I think it will help me with my future career in environmental science. Environmental science encompasses a variety of science including physics, chemistry, biology, ecology and geography; so physics plays a vital role in my major. I attend every class so I can get the most out of my education and learn the vital facts about physics. I enjoy the lecture more than the lab because I understand it more. If the labs were a little clearer, I feel like I would enjoy coming to class more too.",0,['0']
"Im am currently a student at San Francisco State University, and I am in one of many physcis classes offered in SFSU. Alike many I am here to expand my knowledge about specific topics. I am not the smartest student in the university, and often, I find many topics difficult and are harder to to learn than others, but I am here to take on these challenges, and expand the limitations that are in my mindset. The standard I set for myself is very low, but i hope to change that. With the tools that obtain with these classes, I hope to take these skills into a practical setting. For example, applying to it to bigger questions like how to the world works the way it does. This can then give me an opportunity to take the next step and find my purpose and be successful in life.",0,['0']
"I am here because this is a prerequisite class for my major in Computer Engineering. This course fulfills my physics class requirements and teaches me how to apply methods of using computerinterfaced measurement hardware to programs. At the same time, I need to practice so that I can be prepared for the next class level Physics II as well as my future engineering classes. Not to mention, it can also fulfill my general education class requirements for college, then I can move on to upper division classes. Furthermore, this physics lab course will allow me to learn how to use a variety of instruments. In addition, I will be able to learn the techniques to measure physical quantities and determine their relationships. Not only that, Physics I can help me in the long run by providing the many resources to teach me how to use sensors to record and calculate physics experiments. In addition, it will be helpful for remembering and understanding concepts of physics, as well as improving how I record data and hypothesize experiments. With this in mind, I hope I am able to apply what I will learn in this class to my future classes and career.",0,['0']
The reason I am taking Phys 112 is because I need it for my Phys 111 class. I need Phys 111 because I am a Biochemistry major so I need all the science courses that I need to take to get my degree. I have never taken Physics before so I feel that I am learning the concepts slower than my other classmates. I want to get a Biochemistry degree because I want to be a pharmacist as a career. I hope it works out.,0,['0']
"I have attended the physics lab class this semester. There are some factor why I enrolled this class. Beside getting the credit and meeting the GE requirement, I have the interest in it.To be more detail, Last semester, I have finished the general physics class and with a decent performance but what I learned just are some theoretical knowledge. Now I want to have a try to touch with practice so in my mind there exists a motivation of taking part in the physics lab class. Of course, because of my proficiency of theoretical knowledge, I think this class is relatively easy for me and I can do it well. This is a challenging class that test my cooperation and communication ability. During this class, I work with my partner. We make and analyze some datas together, which is a joy in the class, and can build up my oral communication ability. Its the most important that, I think my practice ability also have a increase to a degree. I never feel repentant to enrolling the lab class. These just are the reasons why Im in here. I think its vital to feel a class interesting. In the future, I hope that I can still do well and get a great grade.",0,['0']
"This course is one of the prerequisite courses that I need to complete before taking any upper division science courses. Even though this course might be a requirement for me, I still think that the materials that we will be learning throughout this semester will be essential to my learning and understanding of our current world. I took one year of physics during my junior year of high school. I didnt do well in that class because Ive never spent time trying to understand the concepts that were being taught and rarely asked the teacher for help. Now that Ive decided to persuade and obtain a college degree as a biology major, I want to expand my knowledge of our world by learning and understanding the physics that we live by everyday. I remembered that physics labs are always fun and educational, so I will be looking forward to all the experiments well be performing this semester. I am here because I really want to learn about the basic concepts of physics. I want to mastered these concepts so that one day I could explain to my friends if they ever ask me about anything that has to do with physics. My goal for this course is to stay on top of my game and pass all the exams with a B or above.",0,['0']
"I am a first generation college student and I am here to prepare myself for my future in teaching special education. I came here from Texas in order to experience life in a different place and try something new. My reason for San Francisco State University is that it was originally started as a teachers college and although it isnt one anymore, it still has a wonderful teaching program. I am taking Physics as a freshman because coming from out of state, college is quite expensive, so I want to get my GE classes out of the way as quickly as possible so I can eventually graduate as quickly as possible. Because I am a freshman, I didnt realize that I needed to be in a lab along with my physics class, so it was a bit of a struggle to get into it. Luckily I got added to this lab just before the last day that I was allowed to get into a lab to stay in class. I was excited coming into this semester to take physics because I am a very logical thinker and I feel physics really falls in line with that line of thinking. In my junior year of high school I had been excited to take physics, but we had a teacher that didnt teach and just asked us to cheat on the tests so that he didnt look like a bad teacher, so Im excited to get a real education on physics.",0,['0']
"I am here at San Francisco State University because I am pursuing a bachelors in kinesiology because I am looking forward to attending a physical therapy program. The medical field has always interested me, once I got involved with sports and the gym I was more interested in a career that could overlay on those aspects that I enjoy. I became more interested when I took anatomy and decided that I would like to become a physical therapist for children and working for a childrens hospital someday. Or I am also interested in sports medicine and orthopedics. I have been working retail for 5 years now and I know that type of career is not for me that is why I am trying to better my education and pursue something that I enjoy and I am interested in. I do not want to be stuck in retail for the rest of my life.",0,['0']
"I am at San Francisco State University to further my education in a field I enjoy. My major is Biochemistry. I chose this major because both biology and chemistry fascinate me, and my career goal is to become a pathologist, a scientist who studies the causes and effects of diseases. I never really knew what I wanted to study until my sophomore year of high school when I took biotechnology. That class managed to change the way I thought about science. Being lectured and then left on our own to do labs was something I looked forward to every week. After taking biotechnology, I took chemistry and then biology and I knew that this was something I wanted to do for the rest of my life. Growing up, I was interested in music. I played the violin for six years and joined my schools choir for four years, but I realized I wasnt passionate about it. I would think about what I really wanted to do when I got older and I couldnt imagine myself still studying music after high school. I did a lot of research on different science careers that interested me, and I have finally come to the decision of doing pathology. This way, I will be able to work in a lab, knowing that I am helping the health of people all over the world.",0,['0']
"I am enrolled in Physics Lab 112 to fulfill the academic curriculum expected by my major, kinesiology. I never had the opportunity to take physics in high school or community college; my presence in this class is my first exposure to physics overall and I will admit it is absolutely terrifying. I do not have a strong background in mathematics and I know that physics incorporates many concepts found in math. I am also terrible at understanding the conceptual components that physics presents. It is hard for me to imagine what some of these concepts look like and I am hoping that my attendance in lab will help me to understand some of the material that I am learning in physics lecture. I will say that after having done a few of the physics labs already, some of the lecture material is beginning to make sense. I get a sort of epiphany. I wish I could understand the material better, and quicker for that matter, but honestly I will take what I can get at this point. I am hoping that this lab will give me a steady foundation for learning physics. I do not want this class to just be a prerequisite to other courses in my major; I would genuinely like to have an understanding of what is taking place and how I can apply that knowledge to other areas in my major.",0,['0']
"I am in physics because I need to take the class. I need to take this particular physics class because I am a biology major and also because I was nervous about taking AP Physics in high school and decided not to do it. Which is interesting since I did all the history AP classes that my school had available as well as AP Chemistry and AP Biology. I had a pretty strong aversion to taking a physics class. So far, I think my nervousness was unwarranted because I feel pretty comfortable with the material that Ive learned in class so far. I think that physics is necessary to get a really wellrounded understanding of the sciences. We have to understand chemistry, physics, and biology for all the science majors and it makes sense because they lay the groundwork for all of life and are all tied together. Its harder for me to completely process all the information in physics, only because the processes and concepts are less familiar to me than the concepts in chemistry and biology. At the same time, physics makes sense because I can physically see everything that we discuss like gravity and acceleration whereas in chemistry, I just have to trust that electrons actually exist and interact in the way that Im told they do. Physics complicates more general life interactions so that I can look at what happens more complexly. Its almost simultaneously more difficult and less difficult than the other broad sciences. I think that Im able to understand all of the sciences pretty well, mostly I think because I have a passion for them and make a greater effort to comprehend them. I am here in physics 111112 at San Francisco State University because I am pursuing higher education and a science based degree.",0,['0']
"For this physics lab, I am taking this course to fulfill part of my lower general education requirements for my major, Kinesiology, and for more units. Also, I am taking this physics lab as a requirement for the physics lecture. In a general context, I have learned some physics in high school, but not as thorough and engaging as I would have enjoyed. I am hoping to learn some new concepts and apply them in this physics lab course. Some of the concepts that I am very eager to learn are electricity of the energy portion and sound waves. Electrical currents have always intrigued me on its reliability and complex simplicity. Similar to electrical currents, sound waves travel by a pattern or frequency that is also very intriguing for me. Overall, I am here to learn more about how the concepts of physics coincide and work with one another. For my major, I am mainly applying it to the movement and physiology of the body, how it move and perform exercises correctly and without hurting ones self. Especially with weights and machines, physics will be useful for measuring a persons limit and how far to push their bodies while exercising.",0,['0']
"Im in this class because it's a step to achieving a bachelor's degree in Kinesiology. It helps in understanding the mechanics of the body which is an important part of the career I'm trying to go for which is physical therapy. The class I am taking concurrently with Physics is anatomical Kinesiology and in that class we also went over Newtons first, second and third law to understand forces acting upon the body. For me it's a step towards a bigger goal in my life which is to graduate and get into a DPT program. That's also the reason why I took this class specifically because it will help me get into a DPT school, it's one of the required prerequisites before applying. I feel that what I learn in this class will help me in the future because PT is all about analyzing the bodys movements and if there's anything that we can improve on and Newtons laws and knowledge of forces will help. Overall I just want to learn everything that I can that will make it easier for me in the future.",0,['0']
"My name is STUDENT NAME and this is my second year at San Francisco State University. My major is biochemistry and I have taken many prerequisites to complete my major. The reason I am taking general physics is because it is part of a prerequisites for my biochemistry major. Another reason why I am here taking physics is because I have always been interested in the topic. In high school, many of my friends were taking physics and AP physics and I would hear about the topics while they were studying. Listening to what they were study seemed interesting and to learn about the law of physics was in intriguing. Last semester I decided to take physics to complete another prerequisite and I signed up for the lecture. I did not realize that the physics also had a lab class that goes along with it until I saw the road map from the biochemistry department. I then signed up for physics lab on Mondays because I wanted to take the lecture and lab at the same time. I then learned in the beginning of this semester that in order to take the lecture, you have to be in the lab at the same time. I was able to stay for the semester and take the physics lecture and lab. And that is why I am here.",0,['0']
"The most reason why that I am taking this course is because of major obviously and also beside that I really enjoy the physics course and mostly the lab. Because what we doing in lab shows us that physics is happening in every minutes of our live and in every situation even when you are doing nothing something related to physics it happening. Also another reason that I am here in this course is my major used to be math and physic when I was in my country and I did really good at them but as I moved here I change my major to biology to become optometric.After I done with my career my job should be related to math, physics,and biology. Optometric has so many physics calculation to determine patient eye number so what I need is to improve my skill from physics base to achieve my goal.",0,['0']
I am in this class because it comes with PHYS 111. I may not be a science major but I decided to take this class because I thought math was easy to me. Henceforth why I am in this class.,0,['0']
