sentence,phrases,label
"without learning this we are unable to build mechanical things like cars, buildings, planes, all the devices that help us improve our daily lives",['Also I want to be an optometrist and this class is part of that journey'],0
"to be able to quantify and predict the position, velocity and acceleration of an object is very helpful to prevent collision and accidents",['Also I want to be an optometrist and this class is part of that journey'],0
“why am i here,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
” is such a complex question to answer,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
why am i here at sfsu,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
"that question does back to the 90’s, my parents came to this country to give their future children a better life than the one they had in mexico","['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
"fast-foreword 18 years, three kids later, and one on their way to college","['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
"i took the jc route; college tuition was too expensive, and it was just economically better for me to go to a junior college","['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
i always knew what i wanted to study and go to college,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
i had to take advantage of the chance of getting an education,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",1
i wanted to make my parents proud and wanted to obtain a college degree,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",1
when deciding on what school to transfer too i remembered how much i love the atmosphere of sfsu and of the city,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
i am currently studying biology here at sfsu and am so far enjoying it,"['I had to take advantage of the chance of getting an education', 'I wanted to make my parents proud and wanted to obtain a college degree']",0
i have spent a good amount thinking hard about this question and i still can not manage to answer it properly,['I am taking this course to fulfill my prerequisites to apply for medical school'],0
"when i think about “why am i here,” many questions arise like why am i in this class",['I am taking this course to fulfill my prerequisites to apply for medical school'],0
why did i chose to take a career path that requires this course,['I am taking this course to fulfill my prerequisites to apply for medical school'],0
i am currently a junior at san francisco state and i am taking this course to fulfill my prerequisites to apply for medical school,['I am taking this course to fulfill my prerequisites to apply for medical school'],1
"as an environmental studies major, taking a physics course is not in my core classes nor is it an elective for my major",['I am taking this course to fulfill my prerequisites to apply for medical school'],0
i’m not a huge fan of physics largely because it been a subject that has been extremely difficult for me,['I am taking this course to fulfill my prerequisites to apply for medical school'],0
this is my first time taking physics in college and it been a rough start but i am hoping i can understand and learn from it,['I am taking this course to fulfill my prerequisites to apply for medical school'],0
why am i here,['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"i am taking classes at san francisco state university because my parents both decided to immigrate from their home countries, and happened to meet and fall in love in this city",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"eventually, i came along",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"we never left the bay, and i had lived my entire childhood in the cities san francisco and daly city",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"growing up, i always had an interest in literature, and then music",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"during grade school, i taught myself how to play several instruments",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
it was truly a passion of mine,['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"with my best interest in mind, my mom continuously attempted to curb my interest in music",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
she saw it as a massive waste of my time and future were i to pursue it further,['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"instead, she pushed me to join the robotics team",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"although i am interested in science now, her pushing me to do robotics did not affect that choice",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"i eventually had to find my own personal reasons for wanting to pursue stem, and part of reaching that point took me thinking about my own future for myself",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"after graduating from oceana high school, i decided to work part-time and go to school part-time at city college of san francisco",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
i tried my best to take the most general of general education classes while i was still deciding my major,['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"i still couldn’t help but take a music related class every semester, whether it be an electronic music class, chord theory, or live performance bands",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"after a couple years of doing this, my general interest in topics began to differentiate",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
it took working at a research and development style private sector start-up to realize i particularly enjoy studying virology,['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
"this company had a program of regularly taking in interns, and i was lucky to be one of those people",['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],0
i eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology,['I eventually decided to quit this job to full-time pursue my undergraduate degree in microbiology'],1
i am here at san francisco state to get by bachelor’s degree in general biology,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",1
when i chose this major out of interest i didn’t look into how challenging it is,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
i want to be a veterinarian since i was little and it seems to be the only thing i want to do,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",1
it is also good for me because i have always been good in the science and mathematics field,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
"it’s still a challenge and i am not extremely good, but i know that if i try my best i can still achieve decent grades","['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
so far in my college career i have managed to get okay grades but still succeed when i am not doing so well in a class,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
i love biology and chemistry isn’t my favorite but it’s easier for me to understand than any other major not in the stem field,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
last semester i took physics 111 and i didn’t think it would be as hard as it was,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
the last time i took physics was my freshman year of high school so i could’ve used a refresher,"['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
"although i failed most of the test i began to go in for help and spend more time, maybe sometimes six hours a day trying to understand the concepts","['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
"i didn’t have time for the lab, therefore, i am took it this semester","['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
"it would have probably helped me get a better grade in the lecture class to take them together, but it wasn’t as bad as i thought to just take the lab which also serves as a refresher for my next semester taking physics 121 and physics 122","['I am here at San Francisco State to get by Bachelor’s degree in General Biology', 'I want to be a veterinarian since I was little and it seems to be the only thing I want to do']",0
i am here in this physics lab because it's a requirement for my major,['UCSFís physical therapy program'],0
i am nervous about taking a physics courses because i have never taken one before,['UCSFís physical therapy program'],0
in high school i opted out of physics and took courses like physiology and forensics science,['UCSFís physical therapy program'],0
i have always been afraid of the math portion of physics because math isnít my strong suit,['UCSFís physical therapy program'],0
since entering my fourth year of college i have greatly expanded my math boundaries but i am still nervous,['UCSFís physical therapy program'],0
physics 1 and physics 2 are requirements to get into ucsfís physical therapy program so iím not going to let my fear of math stand in the way of my goals,['UCSFís physical therapy program'],1
i hope this physics lab and the physics lecture will help to boost my self confidence,['UCSFís physical therapy program'],0
i am excited to enter into a new field of study that i have never actually learned before,['UCSFís physical therapy program'],0
making real world connections between what i learn in the class room and all the types of physics around me everyday will be very interesting,['UCSFís physical therapy program'],0
i believe this question could be answered in many different way,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
i'm not sure if you're asking why am i here at sf state or just on this planet in general,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
i guess i'll answer it as if you're wondering why i'm at this school,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
"initially, i did not want to go here","['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
"in the end, i decided to make sf state my home because i wanted to get away from home yet still be in the vicinity","['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
i guess my purpose is just to get my degree in biology and work at a lab,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",1
i chose biology as my major because i love working on humans and learning more about human life,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
i also love science because i enjoy seeing how things work out out,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
another reason i chose to go to sf state is because i love the cold weather,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
"in addition, san francisco is such a fun city","['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
there is so much to do here and i can meet new people and make many friends,"['I guess my purpose is just to get my degree in biology and work at a lab', '']",0
i am here to gain the skills i need to pass the physics portion of the mcat and enter medical school,"['My goal is to become a surgeon, either Cardio or General Surgery']",0
"my goal is to become a surgeon, either cardio or general surgery","['My goal is to become a surgeon, either Cardio or General Surgery']",1
the reason i desire to go to medical school is because i feel that it is what i meant to do,"['My goal is to become a surgeon, either Cardio or General Surgery']",0
"it is apart of my identity, and it allows me to connect with a piece the piece of humanity i thought i had once lost","['My goal is to become a surgeon, either Cardio or General Surgery']",0
"in a lot of ways, i guess, my intentions for wanting to become a surgeon are a little selfish","['My goal is to become a surgeon, either Cardio or General Surgery']",0
"i desire to help others, because in a way it helps me become a better person","['My goal is to become a surgeon, either Cardio or General Surgery']",0
"to grow, to feel, to care, be apart of something that is far bigger than myself","['My goal is to become a surgeon, either Cardio or General Surgery']",0
"taking this course is a first step to understanding the intricacies of the world we live in, which will help me grow as an individual","['My goal is to become a surgeon, either Cardio or General Surgery']",0
i just hope i can pull it off,"['My goal is to become a surgeon, either Cardio or General Surgery']",0
i was originally a general biology major,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
"as a freshman, i contemplated whether or not i should choose a concentration",['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
i discussed the different pathways with my parents,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
"my sisters, friends, etc",['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
"the difference between a general biology major versus something like cell molecular biology is that you go more into depth with calculus, physics, and chemistry",['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
my goal is to become a veterinarian and i knew that i didnít just want to just do the minimum of work,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],1
i wanted to challenge myself and i wanted to perform at my absolute best,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
i decided to change my major to zoology and i'm working towards a minor in chemistry,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
i'm often asked by my friends why i have to calculus and physics courses,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
when will i ever be using these subjects as a zoology major,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
all of it is intertwined,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
it is a universal language,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
and they are essential to one's academic success,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
i'm here because i want to be challenged academically and i want to build my own deep rooted foundation as an undergrad taking physics 111/112,['My goal is to become a veterinarian and I knew that I didnít just want to just do the minimum of work'],0
"""why am i here","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"""such an abstract question; why am i here on this earth right now","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
how did i come to be here,"['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"why am i currently sitting in this chair in this classroom on this campus, and how did i come to be here","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"the answer is in no way short or linear, to any of these questions even the most straightforward on, but i don't think many things are","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
at least not that i've seen,"['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"part of the answer has some basis in how i came to be on this earth, i think","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
i owe it in large part to my mom,"['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"i'm here because of her in the most simplistic, biological sense but also in every other sense; spiritual, emotional and so much more","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"i exist thanks to her, and in a lot of ways i believe that the purpose, more than how i came to be, is driven by her own existence","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"i owe everything to her, my life, every opportunity that i've had would not exist because of her and i think i will spend my entire life trying to show her that everything she's done has been worth it and meaningful","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
my number one fear and inspiration (could they be the same thing) is not making her (and my dad) proud,"['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"i've also grown to see her, and my other immediate family simply ""exist"" to continue existing, and my dad has always instilled a ""follow your dreams""optimism","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"i want to do more than exist, i want to be happy and i want to have purpose","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
and from a very young age i've found so much purpose and happiness in the connecting with and healing of animals and people,"['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"in so many ways, as cheesy and campy as it sounds, i think its my fate","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"like its what i am here to do, why i'm here, if you will","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"there have been so many hurdles already, and i'm hardly halfway to where i want to end up, but its my commitment to this dream and aspiration that has brought me thus far","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"as unattainable as it has seemed at times, i've trained to maintain the idea that my dream is indeed attainable","['a degree, towards eventually (hopefully, maybe) a doctorate']",0
"dreams require steps and hurdles like taking physics classes towards a degree, towards eventually (hopefully, maybe) a doctorate","['a degree, towards eventually (hopefully, maybe) a doctorate']",1
i am here to fulfill a requirement i have in order to continue my path,"['My end goal is to be a n OB-GYN', '']",0
my end goal is to be a n ob-gyn,"['My end goal is to be a n OB-GYN', '']",1
"i counted not fit this into my two year journey at the community college i was in, so i had to complete it after i transferred","['My end goal is to be a n OB-GYN', '']",0
"with all that being said, i actually enjoy this class (lecture) so far because of the instructor","['My end goal is to be a n OB-GYN', '']",0
she seems like she actively cares about her students and wants them to succeed,"['My end goal is to be a n OB-GYN', '']",0
"i don't know what to expect for physics since the last physics course i took was in high school, which was more of a tutorial period then and actual class","['My end goal is to be a n OB-GYN', '']",0
"tying back to the prompt, i am here to learn some physics and further myself in my academic journey","['My end goal is to be a n OB-GYN', '']",0
im here because i want to pursue a degree in biology,['Im here because I want to pursue a degree in biology'],1
there are certain classes i need to take in order to move forward,['Im here because I want to pursue a degree in biology'],0
physics is one requirement,['Im here because I want to pursue a degree in biology'],0
i do enjoy this subject mostly because it explains certain everyday motions,['Im here because I want to pursue a degree in biology'],0
i like to relate what i learn to everyday activities because it is easier to remember and understand,['Im here because I want to pursue a degree in biology'],0
i have only taken one physics class besides this one and so far itís a good time,['Im here because I want to pursue a degree in biology'],0
i like the lab portions,['Im here because I want to pursue a degree in biology'],0
iím here because i want to pursue a career in environmental science ,['Iím here because I want to pursue a career in environmental science '],1
iím here at sfsu because i want to get my bachelors in child and adolescent development,"['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",1
iím taking this physics course because it is a prerequisite for medical school,"['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",0
"iím majoring in child and adolescent development but, i plan to pursue higher education and get into the medical field","['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",1
"for this reason, i plan to take all the prerequisites for med school","['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",0
i also enjoy physics,"['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",0
i took a physics course in high school and it wasnít as hard as i thought,"['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",0
"so far, iím enjoying physics","['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",0
i need to complete one year of physics in order to meet the requirements for medical school,"['Iím here at SFSU because I want to get my bachelors in Child and Adolescent Development', 'I plan to pursue higher education and get into the medical field']",0
i am here because i want to get a bachelor's degree on my major of kinesiology,"[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",1
it all started ever since i got injured playing basketball,"[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
i love basketball do not get me wrong,"[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
i have always dreamed of playing basketball professionally but reality hit in where i am still working on my game while needing to find another career as a backup plan,"[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
"when i got injured playing basketball, i had a chipped bone on my humerus which did not allow my arm to bend and function as smoothly","[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
"this would cause a sharp pain in my elbow whenever i would do push-ups, bench press, or simply bending my arm would result in a cracking like noise","[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
"when i went to physical therapy, my therapist and i got really close during my process of rehabilitation","[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
"after healing my elbow completely, my physical therapist taught me important tips on taking care of my body overall as well as continuing my dreams of playing basketball professionally","[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
my overall goal as to why i am in college is to become a physical therapist,"[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",1
this interested me in a way where i want to help people get back to full rehabilitation physically,"[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
"also, the functions of the body interested me on how i should take care of it to the best of its ability","[""I am here because I want to get a bachelor's degree on my major of Kinesiology"", 'My overall goal as to why I am in college is to become a physical therapist']",0
i am here to take this physics class so i can graduate with a degree from san francisco state university,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",1
i am studying physiology in hopes of going to medical school to become an oncologist,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",1
iíve seen what good and bad doctors have done to people suffering from cancer and i would like to become someone that works in this field and treats their patients with care,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
"my first step to getting there is obtaining my undergraduate degree, which requires for me to past this physics 122 course","['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
iím currently in my fourth year which wonít be my last since i will need another year to pass my majorís required classes,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
i believe i will succeed in making my goal of becoming a doctor because i havenít had anything stop me in the past,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
my parents were immigrants and teen parents so growing up i was at a disadvantage when it came to schools,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
living in a low income area of oakland made certain things to come-by,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
it was hard but my parents always prioritized school first for my sister and me,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
through them i was able to learn from school but from myself that i can succeed,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
i feel like i will pass this lab with ease since i was able to pass the previous lab without a problem,"['I am here to take this physics class so I can graduate with a degree from San Francisco State University', '', 'I am studying physiology in hopes of going to medical school to become an oncologist']",0
a physics lab helps a student in learning the importance of the theory,['As a person going into medical school'],0
it brings certainty in the mind of the   students about the basic concept of the subject,['As a person going into medical school'],0
students know the difference between theory and purpose,['As a person going into medical school'],0
the   physics laboratory helps a student in inventing their strategy towards the subject,['As a person going into medical school'],0
experiments carried out in physics   laboratories helps students in learning how to be patient and attentive while using observation and before calculating   the result,['As a person going into medical school'],0
"as a person going into medical school, itís very important to learn and adapt to various kinds of labs",['As a person going into medical school'],1
medical schools want to see that not only have you taken labs required for your major but labís outside of school is   very important as well,['As a person going into medical school'],0
"diversity is very important because, with different backgrounds, a person can gain   experience in something that they havenít done before or perceived something in a new way",['As a person going into medical school'],0
this will help people   come up and generate new ideas when working on a certain task,['As a person going into medical school'],0
itís very important that i take physics lab so i can   expand and gain new experiences for myself and for medical school,['As a person going into medical school'],0
"as a kinesiology major, the main reason i am taking this class is that it is a prerequisite for physical therapy school","['As a Kinesiology major, the main reason I am taking this class is that it is a prerequisite for Physical Therapy school']",1
i know that this class is necessary for me to become a competitive student when time comes for me to apply to graduate school,"['As a Kinesiology major, the main reason I am taking this class is that it is a prerequisite for Physical Therapy school']",0
"while i am not the best when it come to the realm of physics, i know this class will help me gain better insight on scientific applications and improve my skill set in mathematical computation and analysis","['As a Kinesiology major, the main reason I am taking this class is that it is a prerequisite for Physical Therapy school']",0
"i also know that physics 2 is a very different breadth of study than physics 1, so i am also interested in expanding my knowledge in physics in general","['As a Kinesiology major, the main reason I am taking this class is that it is a prerequisite for Physical Therapy school']",0
i would like to see how the concepts i learn here can apply to everyday situations,"['As a Kinesiology major, the main reason I am taking this class is that it is a prerequisite for Physical Therapy school']",0
i hope that after taking this class i would be more confident in tackling physics problems and applying it further in my field especially since i am interested in biomechanics,"['As a Kinesiology major, the main reason I am taking this class is that it is a prerequisite for Physical Therapy school']",0
iím here because i want to pursue a career in the medical field,['Iím here because I want to pursue a career in the medical field'],1
my major is biology with a concentration in physiology and this major is a pathway towards my career goal,['Iím here because I want to pursue a career in the medical field'],0
"more specifically, this class will get me one step closer to my career goal because this class is one of the required classes for my major",['Iím here because I want to pursue a career in the medical field'],0
i loved my physics one very much however i disliked the lab part of the course so i am hoping that this lab course is better,['Iím here because I want to pursue a career in the medical field'],0
"i really like doing experiments and engaging with other individuals, iím hoping that this class will consist of much of that",['Iím here because I want to pursue a career in the medical field'],1
i am in this class to learn about topics that i have never put much thought into before,['Iím here because I want to pursue a career in the medical field'],0
"the last lab was pretty interesting and i enjoyed it because i got to communicate with my partners to try to figure out the work in front of us and that is what i hope will continue to happen in this class, this is why i am here",['Iím here because I want to pursue a career in the medical field'],0
i am here because i want to be,"['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",0
"in terms of taking a physics lab, it is because it counts towards  my major which is biology in concentration with physiology","['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",0
this is my second semester of  physics and do i like it,"['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",0
"not so much, because i did not have the best teacher my first semester  and it was quite challenging for me","['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",0
"however, i am here because i have goals and i want to  pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor","['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",1
"i  have a passion for babies and i myself when i was born, was born in a car, so i was incubated for  about a month because i did not have much oxygen, so it was a scary moment for both my  parents","['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",0
i want to one day be able to save hundreds and even thousands of lives and especially  travel to third world countries and help out kids who do not have the resources to medicine,"['However, I am here because I have goals and I want to pursue a career in the medical field hopefully leading my way to becoming a neonatal doctor']",0
"i am here because of my parents, my parents fled their country in hopes to start a family where they can provide a better future for my brother and i",['This is why Iím here at San Francisco State University majoring in Biology concentration in Physiology to in hopes one day become a pediatric nurse and to work as hard as I can '],0
"growing up in vietnam was a struggle for them, dropping out of high school so that they could start working instead to help provide for their families",['This is why Iím here at San Francisco State University majoring in Biology concentration in Physiology to in hopes one day become a pediatric nurse and to work as hard as I can '],0
"my parents both didnít want their kids to live through the same struggles that theyíve went through so they packed their bags and started a new life in america, even if it meant for them to start with nothing up",['This is why Iím here at San Francisco State University majoring in Biology concentration in Physiology to in hopes one day become a pediatric nurse and to work as hard as I can '],0
this is why iím here at san francisco state university majoring in biology concentration in physiology to in hopes one day become a pediatric nurse and to work as hard as i can so that one day i could return something back to my parents and make them proud for what theyíve given up for me to live a better life,['This is why Iím here at San Francisco State University majoring in Biology concentration in Physiology to in hopes one day become a pediatric nurse and to work as hard as I can '],1
why i am here is because i want to fulfill my families dreams and my own dreams of becoming  a successful ob/gyn one day,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],1
i feel that everyone has a purpose on this earth and my reason  here is to have a name for myself,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
i want to inspire others and help them have what i never had,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
and by that i mean learn things i never had someone tell me,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
"one day when i am not on this  earth anymore, i want people to remember me for something i did in my life that inspired them",['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
i  have always wanted to help people out,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
i was born in afghanistan in a house during the  warzone in 1996,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
you may ask why i was born in a house,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
"because back then the country was  so strict that most husbands would not allow a man see their wives, even if it was during birth",['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
they are short in women doctors there and many children die during birth because they are  being born at home,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
and my goal in this life is to one day go back to my country and open an all  women clinic for women to be able to give birth there without their husbands thinking otherwise,['Why I am here is because I want to fulfill my families dreams and my own dreams of becoming a successful ob/gyn one day'],0
i am here in this class to fulfill the requirements of ucsfís physical therapy school,['I am here in this class to fulfill the requirements of UCSFís Physical Therapy School'],1
i understand that they want to make sure that i have a certain level of academic competence by getting an excellent grade in second semester physics,['I am here in this class to fulfill the requirements of UCSFís Physical Therapy School'],0
"after all, their program is intense, and they want to make sure that i am able to keep up with their curriculum",['I am here in this class to fulfill the requirements of UCSFís Physical Therapy School'],0
i am confident in my academic abilities as i boast a 3,['I am here in this class to fulfill the requirements of UCSFís Physical Therapy School'],0
89 gpa with 135+ units under my belt while doing extracurricular activities like being a president of a school club and working 30+ hours a week,['I am here in this class to fulfill the requirements of UCSFís Physical Therapy School'],0
