sentence,phrase,label
so there are some things that i am familiar with.,"['I am here because it is a class that I need to take in order to get my degree. The reason for that is because I have not taken physics at all, not even in highschool. I am taking this physics class because I need it to graduate, but I am also always open to new knowledge.']",0
"these things are like converting units, calculating speed, velocity, acceleration, etc.","['I am here because it is a class that I need to take in order to get my degree. The reason for that is because I have not taken physics at all, not even in highschool. I am taking this physics class because I need it to graduate, but I am also always open to new knowledge.']",0
"furthermore, some of the things in these physics classes are new to me, however, it is very interesting to learn these things.","['I am here because it is a class that I need to take in order to get my degree. The reason for that is because I have not taken physics at all, not even in highschool. I am taking this physics class because I need it to graduate, but I am also always open to new knowledge.']",0
"i am taking this physics class because i need it to graduate, but i am also always open to new knowledge.","['I am here because it is a class that I need to take in order to get my degree. The reason for that is because I have not taken physics at all, not even in highschool. I am taking this physics class because I need it to graduate, but I am also always open to new knowledge.']",0
i am very open to learning new things that i have never seen or was taught before.,"['I am here because it is a class that I need to take in order to get my degree. The reason for that is because I have not taken physics at all, not even in highschool. I am taking this physics class because I need it to graduate, but I am also always open to new knowledge.']",0
katya candray 1 september 2020 professor ghosh physics 112.02 reflective journaling 1 the reason that im here is because i believe that physics is an important subject to learn in order to help us think critically and also to get a basic understanding as to why and how the world works around us.,['Im also here because I need to take this class as a prerequisite for my biology major.'],0
im also here because i need to take this class as a prerequisite for my biology major.,['Im also here because I need to take this class as a prerequisite for my biology major.'],1
i do enjoy physics and i believe that everyone should have a basic understanding of it.,['Im also here because I need to take this class as a prerequisite for my biology major.'],0
physics turns people into problem solvers and that theres more than one way to think and get an answer.,['Im also here because I need to take this class as a prerequisite for my biology major.'],0
"i want to become a surgeon and i still think that physics is important because it helps people get an understanding of how much force to use and at what angle to use tools, such as how one should angle a blade or saw and how much pressure to use.",['Im also here because I need to take this class as a prerequisite for my biology major.'],0
"physics is an important subject, and im glad that im here to learn more and get a deeper understanding of the world around us.",['Im also here because I need to take this class as a prerequisite for my biology major.'],0
i am here in this class because it's corequisite along phys 111.,"[""I am here in this class because it's corequisite along PHYS 111.""]",1
"so i am here to learn more about the physics world, i have never in my life not even in high school taken physics.","[""I am here in this class because it's corequisite along PHYS 111.""]",0
the concept of physics is new to me but i am interested in learning more about it.,"[""I am here in this class because it's corequisite along PHYS 111.""]",0
"also, i am excited to meet some of my classmates as some of them may have more knowledge about physics than i do so they can possibly help out if i don't understand something before i ask you.","[""I am here in this class because it's corequisite along PHYS 111.""]",0
"overall, i am excited to be in this class to further my knowledge about what physics is about and to help me out with the lecture portion of it.","[""I am here in this class because it's corequisite along PHYS 111.""]",0
i am here because i am a biology major and physics is a requirement to earn my degree.,['I am here because I am a biology major and physics is a requirement to earn my degree.'],1
"despite this class being a requirement, i hope to gain some knowledge over this topic.",['I am here because I am a biology major and physics is a requirement to earn my degree.'],1
i am nervous that i might have a hard time in this class because everyone i know that has taken a physics course always deems it as difficult.,['I am here because I am a biology major and physics is a requirement to earn my degree.'],0
i tend to have a hard time with math as well so i believe that may add on to the difficulties that i will face in this course.,['I am here because I am a biology major and physics is a requirement to earn my degree.'],0
"however, since this course is online, i have a lot more time on my hands to focus on my studies.",['I am here because I am a biology major and physics is a requirement to earn my degree.'],0
it is my first semester at san francisco state university so i hope to start off strong and earn all a's this semester.,['I am here because I am a biology major and physics is a requirement to earn my degree.'],0
another goal that i have for this class is to gain some confidence within my physics courses so that i am ready to take on my next physics class.,['I am here because I am a biology major and physics is a requirement to earn my degree.'],1
ryan gironwhy am i here?normally my answer would be a required component for my major.,['Normally my answer would be a required component for my major.'],1
"however, i intend to learn more from this course as a i have limited knowledge of physics.",['Normally my answer would be a required component for my major.'],0
i intend of understanding more of this course that really puzzles me.,['Normally my answer would be a required component for my major.'],0
i expect to learn a lot from this by the end of the course.,['Normally my answer would be a required component for my major.'],0
i am also hoping that the class will be useful.,['Normally my answer would be a required component for my major.'],0
why am i here?,"['The reason I took this class is because it is required to take for my major which is general biology. I actually did not mind taking physics because I took it in high school before so the material was not new to me and even though I found it difficult sometimes I actually really enjoyed it, I learnt a lot of new things in the class and opened my mind to new things. I never took a physics lab class separately so this will be a new experience for me, but I did do labs in my physics class in high school which were fun.']",0
the reason i took this class is because it is required to take for my major which is general biology.,"['The reason I took this class is because it is required to take for my major which is general biology. I actually did not mind taking physics because I took it in high school before so the material was not new to me and even though I found it difficult sometimes I actually really enjoyed it, I learnt a lot of new things in the class and opened my mind to new things. I never took a physics lab class separately so this will be a new experience for me, but I did do labs in my physics class in high school which were fun.']",0
"i actually did not mind taking physics because i took it in high school before so the material was not new to me and even though i found it difficult sometimes i actually really enjoyed it, i learnt a lot of new things in the class and opened my mind to new things.","['The reason I took this class is because it is required to take for my major which is general biology. I actually did not mind taking physics because I took it in high school before so the material was not new to me and even though I found it difficult sometimes I actually really enjoyed it, I learnt a lot of new things in the class and opened my mind to new things. I never took a physics lab class separately so this will be a new experience for me, but I did do labs in my physics class in high school which were fun.']",0
"i never took a physics lab class separately so this will be a new experience for me, but i did do labs in my physics class in high school which were fun.","['The reason I took this class is because it is required to take for my major which is general biology. I actually did not mind taking physics because I took it in high school before so the material was not new to me and even though I found it difficult sometimes I actually really enjoyed it, I learnt a lot of new things in the class and opened my mind to new things. I never took a physics lab class separately so this will be a new experience for me, but I did do labs in my physics class in high school which were fun.']",1
"i know that sometimes we go in groups for labs and i am pretty comfortable with doing group lab projects.the other reason i took this class is because i know it will benefit me in the future with other classes such as math, chemistry, biology, and much more.","['The reason I took this class is because it is required to take for my major which is general biology. I actually did not mind taking physics because I took it in high school before so the material was not new to me and even though I found it difficult sometimes I actually really enjoyed it, I learnt a lot of new things in the class and opened my mind to new things. I never took a physics lab class separately so this will be a new experience for me, but I did do labs in my physics class in high school which were fun.']",1
"i am taking physics to satisfy a prerequisite for my major, general biology.","['I am taking physics to satisfy a prerequisite for my major, General Biology. I once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so I believe that after this course I will be well equipped for the rest of my major classes.']",0
i was not planning on being a biology major from the start so i never thought i would be taking physics again but i am excited to tackle this course and learn more about physics.,"['I am taking physics to satisfy a prerequisite for my major, General Biology. I once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so I believe that after this course I will be well equipped for the rest of my major classes.']",0
i have not taken physics since i was a freshman in high school so i am a bit scared that i will be under prepared for the class but so far i have been able to keep up.,"['I am taking physics to satisfy a prerequisite for my major, General Biology. I once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so I believe that after this course I will be well equipped for the rest of my major classes.']",0
i am planning on going into the medical field so i know physics will benefit me in the future.,"['I am taking physics to satisfy a prerequisite for my major, General Biology. I once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so I believe that after this course I will be well equipped for the rest of my major classes.']",1
i once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so i believe that after this course i will be well equipped for the rest of my major classes.,"['I am taking physics to satisfy a prerequisite for my major, General Biology. I once had a physics teacher in high school that said it is important to understand physics first in order to understand all other sciences so I believe that after this course I will be well equipped for the rest of my major classes.']",1
i am taking physics 111112 because it is a requirement for my degree.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",1
"when i took physics in high school, i really liked the class and found it to be really interesting.","['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
so i am excited to be taking it again but a little nervous since i have not dealt with this subject in like 3 years.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
i am hoping that i am able to do well and succeed in this class so i can take the second part of physics.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
i think physics is important and can be seen throughout someones day.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
i think it for sure helps with ones critical thinking and problem solving.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
as well as just gaining an understanding of the world and how things work.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
i think this will help with what i am majoring in and what i want to do career wise.,"['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
"it is for sure going to help with my critical thinking and problem solving, whether it is for math or solving a real life problem.","['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
"i think it will be helpful with zoology when learning more in depth about the physical aspect of animals, like what helps a bird fly or how are fish able to be buoyant.","['I am taking Physics 111112 because it is a requirement for my degree. When I took physics in high school, I really liked the class and found it to be really interesting. So I am excited to be taking it again but a little nervous since I have not dealt with this subject in like 3 years.']",0
i am here to fulfill a course that is required for my major.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
i am a prekinesiology major and i have to take phy 111112.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
my first impressions of the class are not so positive because im already confused in my lecture.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
the homework we are assigned has problems that are tough for me.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
i hope to have a good study group so that we can all work on it together.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
"i took a physics class in high school and did well on it, but i had to work very hard.",['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
throughout college i found study groups to be very helpful.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
i also enrolled in sci 111 to get further practice.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
my first impressions of the lab are ok i guess.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
"im not sure how we are going to do physics labs over zoom, so ill see what the future holds for me.",['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],1
"since physics is all about problem solving, i hope to get problemsolving skills from this class.",['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],0
maybe i might even use this skill in the future.,['I am here to fulfill a course that is required for my major. I am a PreKinesiology major and I have to take PHY 111112. I also enrolled in SCI 111 to get further practice.'],1
i am in this class because it was part of the prerequisite and concurrent enrollment in physic 111.,"['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",0
another part to mention is that a lot of classes currently at any school are online so it brought me to this class.,"['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",0
"therefore, i would like to learn more about physics and understand how useful it can be to my major prebiology.","['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",0
the last time i took a physics course was in highschool and i was quite often confused while not covering some details through experiments like i wanted to.,"['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",0
"also, i am still very new to physics as i do not recall much from my previous physics class and was very bad at understanding how motion works in general.","['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",0
so i would expect to learn more in depth of how motionthermodynamics works so it can help me in my daily life and the future.,"['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",1
through lectures so far and in the lab i have covered a lot of material i did not know of.,"['I am in this class because it was part of the prerequisite and concurrent enrollment in physic 111. Another part to mention is that a lot of classes currently at any school are online so it brought me to this class. Therefore, I would like to learn more about physics and understand how useful it can be to my major prebiology. The last time I took a physics course was in highschool and I was quite often confused while not covering some details through experiments like I wanted to.']",0
i am in this class because physics is a prerequisite i must take to get into physics 122 in order to fulfill major requirements.,"['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",1
"as far as physics, i am somewhat familiar with basic material since i took this course in high school.","['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
i struggle with trigonometry and i know that is a skill i must have in physics.,"['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
"with enough studying, i can most likely make it through physics without struggling too much.","['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
i hope in this class i am able to learn about many questions of why i have of how objects interact with each other.,"['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
"i suppose that is a major curiosity of mine, which is how objects interact.","['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
i hope that this course will help me to understand real world especially with what i want to do after college which has more to do with chemistry.,"['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
"so far, i have noticed chemistry and physics have some overlapping topics and informations which is interesting and can be helpful to understanding one another.","['I am in this class because physics is a prerequisite I must take to get into physics 122 in order to fulfill major requirements. As far as physics, I am somewhat familiar with basic material since I took this course in high school.']",0
"""why am i here?"" i am here because i need this class.","['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
ever since high school i have always avoided taking any physics class because i was afraid of how hard the class was and failing it.,"['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
"now, i have to take this class because it is part of my roadmap of majoring in biology.","['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
"i have always been interested in physics and to see how to construct experiments that incorporate different concepts, but always too afraid because i feel like i am bad at math.","['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
"i think that even though i am a biology major, knowing physics allows me to become a well rounded individual and that majorly reflects the medical field.","['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
i think that doctors should all be well adverse in areas so that they can guide their patients and also to provide the best health care.,"['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
physics gives me a better understanding of how things work in the world and i think that is something that will help give me perspective when i start learning more about what makes the body work.,"['I am here because I need this class. Ever since high school I have always avoided taking any physics class because I was afraid of how hard the class was and failing it. Now, I have to take this class because it is part of my roadmap of majoring in biology. I']",0
why am i here?,"['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
a question that can only be answered within your inner self.,"['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
i am here today to learn more about our universe and what our universe is capable of in the works of physics.,"['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
it is my first day here because i have been temporarily assigned to this class.,"['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
"despite being my first day, i am still honored to be able to have a seat.","['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
excited to absorb new information that has not crossed my sight yet.,"['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
"going more into depth as to why am i here, i am here because physics will be beneficial for my major in biochemistry and future career in the medical field.having a fundamental knowledge of physics will strengthen my problemsolving skills.","['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",1
"learning physics is helpful to not only me but to all because it answers the basic fundamental question of how this world works, or of its appearances and natural disasters, etc.","['Going more into depth as to why am I here, I am here because physics will be beneficial for my major in biochemistry and future career in the medical field.']",0
i am taking physics 111112 because i am a prebio major and it is a requirement to take physics.,"['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",1
"however, i have never taken physics before and always wanted to know more about it.","['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",0
"i have heard that physics better your skills of reasoning and i think by taking this class, my skills of problemsolving and reasoning will improve.","['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",0
i am also here because i want to learn more about how everyday things work.,"['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",0
i think physics help explain how everything works for example i think it would be interesting to know how roller coasters work.,"['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",0
"also, i love science, and since physics is a science course, i wanted to take it.","['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",0
"i am taking physics lab with lecture because, in the lecture, i will learn the basics and understand physics and its different aspects, but in the lab, i get to be more handson even though classes are online.","['I am taking Physics 111112 because I am a preBio major and it is a requirement to take physics. However, I have never taken physics before and always wanted to know more about it.']",0
reflective journal 1i am in this physics class because i want to become a veterinarian.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
i am currently a fourthyear but is a junior standing.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
i havent been able to choose what career path i want to take for college because i was too indecisive of what i wanted to major in.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",1
i went into sf state as a general business major because i wanted to open my own bakery.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
then i changed it to psychology because i wanted to take the easy route because i saw that one of my friends was also a psych major so i wanted to copy them.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
"also, turns out im not good at analyzing people so i dont know what people are thinking or read the room well.","['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
"then, a year ago, i went to mexico and thats where i know that i wanted to become a vet.","['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
"im still a psychology major because i sent in an application a year ago and this summer got changed to it, but im changing it to biology with a concentration of zoology.","['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
after i get my bachelors degree i am going to do a program at uc davis to continue becoming a vet.,"['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
"i really love animals, i hate it when i see them sick or hurt on the street and i cant do anything to help them at all.","['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
"also, i know that i hate writing papers so i also choose a major that has the least amount of writing in it.","['I went into SF state as a general business major because I wanted to open my own bakery. Then I changed it to Psychology because I wanted to take the easy route because I saw that one of my friends was also a psych major so I wanted to copy them. Also, turns out Im not good at analyzing people so I dont know what people are thinking or read the room well. Then, a year ago, I went to Mexico and thats where I know that I wanted to become a vet. Im still a psychology major because I sent in an application a year ago and this summer got changed to it, but Im changing it to Biology with a concentration of Zoology. After I get my bachelors degree I am going to do a program at UC Davis to continue becoming a vet.']",0
the reason why i am here is because it is a class that i must take since i am a science major.,['The reason why i am here is because it is a class that I must take since I am a science major.'],1
i have never taken physics before so i have no background knowledge.,['The reason why i am here is because it is a class that I must take since I am a science major.'],0
i have heard that physics is a hard subject and takes a lot of concentration and time to fully comprehend the world of physics.,['The reason why i am here is because it is a class that I must take since I am a science major.'],0
i am very nervous to take this course because i have no knowledge and can get confused easily.,['The reason why i am here is because it is a class that I must take since I am a science major.'],0
another reason why i am here is because the laboratory section of physics will help me understand a bit more visually about physics.,['The reason why i am here is because it is a class that I must take since I am a science major.'],0
"i am here because i want to learn physics and be able to say i understand physics. i know that physics is a hard subject and can be very difficult but i need to make sure i ask questions, identify my confusion, and learn from the mistakes.",['The reason why i am here is because it is a class that I must take since I am a science major.'],0
"also, i am here to hopefully make study groups with students so we can help each other out.",['The reason why i am here is because it is a class that I must take since I am a science major.'],0
why am i here?,['This class is a required course I have to take in order to graduate within my major so that is why I am taking it.'],0
why am i here?,['This class is a required course I have to take in order to graduate within my major so that is why I am taking it.'],0
"for starters, i am here because i believe that receiving some type of education whether its good or bad can be used for the future.",['This class is a required course I have to take in order to graduate within my major so that is why I am taking it.'],1
this class is a required course i have to take in order to graduate within my major so that is why i am taking it.,['This class is a required course I have to take in order to graduate within my major so that is why I am taking it.'],1
