,sentence,label,predicted_label
369,ive been wanting to be an engineer for basically as long as i can remember so its no surprise that im in a college...,1,0
370,in general i am here because i want to be here.,1,1
371,i also will have to retain this information as i also need to take physics 2.,0,0
372,this is because math and science has usually always clicked with me and because physics does not click in my head automatically without lots of thinking i become stressed and worried that i will never be able to understand the material enough to pass the class.,0,0
373,physics is very useful and that is probably the only thing that makes it interesting to learn it.,0,0
374,i dont want to fail again and i also would like to understand it.,0,0
375,"ive lived near a city, los angeles to be exact, and sometimes i regret not staying in southern california to pursue my career.",0,1
376,"science is constantly evolving and improving, but now we need a nother big shift in technology to be able to help change this world for the better.",0,0
377,i started working right out of high school and it took me a few years to really gain the motivation to go back to school and transfer from my community college.,0,0
378,with my degree i plan to get a good career and pay off my loans.,0,0
379,"with the material and short lectures it is very easy to become lost and confused and next thing you know, fail.",1,0
380,"one, i have always been a techy!",0,0
381,i've taken online classes before but having all of my major courses online is difficult.,0,0
382,i would like to be a cardiothoracic surgeon.,1,1
383,"he thinks im here to feed, pet, or amuse him, at his discretion only.",0,0
384,this is why i'm here.,0,0
385,i work better in groups than myself because i feel like different opinions and ways can help me understand how to solve the problem.,0,0
386,as a kid i never would have pictured myself here today.,0,0
387,i am here because i want to try to do better in my physics 111 class.,1,1
388,i want to be a cardiothoracic surgeon.,1,1
389,"it is important for me to pass this class, so that i can pursue my degree in helping me towards finding a wellpaid and decent job im most passionate about one day.",0,1
390,i'm here because i would like to pursue a career in bio physiology.,1,1
391,i am here in this class to get to where i want to be in the future.,1,1
392,jordaan render phys 102 reflection 1 why am i here?,0,0
393,"honestly, i think i'm here by some sort of luck.",0,0
394,and i belong to the school of thought that you shouldn't dwell on these things too hard if you want to avoid an existential crisis.,0,0
395,it should be mine too then.,0,0
396,the reason why i am in this class is because of how i know that this will assist me in reaching my goal.,0,0
397,i wasn't sure what i wanted to do as i was heading into college but my decision to major in computer science wasn't completely influenced by my family.,0,0
398,i am looking forward to learn about physics in your class.,0,0
399,inall honesty if i had the choice to be taking physics 2 i really wouldnt.,0,0
400,"at the moment, i want to be a therapist, although im not sure if i want to specialize with families or individuals, i do know i want to be there for people and be able to bring some relief to their lives.",1,1
401,building and working with the earth will use a lot of my understanding of physics.,0,0
402,milka abdosh why am i here?,0,0
403,leaving home will make me more independent and grow as a person.,1,1
404,and they are essential to one's academic success.,0,0
405,i am glad i am taking this course because i think it will help me with my future career in environmental science.,1,0
406,i took this class last semester with haji and i ended up with a d.,0,0
407,"the last lab was pretty interesting and i enjoyed it because i got to communicate with my partners to try to figure out the work in front of us and that is what i hope will continue to happen in this class, this is why i am here.",0,0
408,i want to be able to learn and understand more about what i observe over what i see everyday in the sky or even around me.,1,1
409,"3 years ago i was living on the east coast and was wanting to go to college there, but then i decided to move out to california with my mom.",0,0
410,"for change, i am here to change my life others.",1,1
411,i guess my purpose in life is to live my best life.,0,0
412,"the reason i am majoring in bio, is because i think into whatever field i go into i can make a difference.",0,0
413,i am currently taking physics 112 for many reasons.,0,0
414,i just finished my undergraduate courses and now taking that classes that the program is looking for.,0,0
415,i think you could interpret this so many different ways.,0,0
416,i have to blame my mom.,0,0
417,i am in this sci11502 supplemental course because i know that i will end up struggling with future topics in chem115.,0,0
418,"""why do i want to go into the stem field?""when i was younger, the desire to go into the stem field was largely influenced by my parents and their dreams after immigrating here from bangladesh.",0,1
419,"i think labs are about looking in depth after having a result or data in order to prove your answer, so by taking this lab i can learn to elaborate more and expand my thoughts.",0,0
420,this is why i am here at this school and in this class.,0,0
421,"last year i took astronomy 115 to understand the actual science side behind time, space, and planets.",0,0
422,i also decided to attend classes at sf state because i was born and raised here and i went to high school right next to state at lowell high school and wanted to stay somewhere in the city or near the city to save money and also stay close to my family.,0,0
423,"ever since i was little i wanted to be a doctor, so much so that i can't see myself doing anything else.",1,1
424,i think it will increase the magnitude of the impact on others lives.,0,0
425,its different because i moved to a different city.,0,0
426,"often times in the super 'stem' classes like bio or chem, the kids are so competitive and it becomes this glorified competition, not about that.",0,0
427,i have a pretty tight group of friends at home that i live with.,0,0
428,"however, i would say that i am here in this class, at this school, and on this earth due to change and my drive to achieve the goal that every human strives to attain which is living a healthy and happy life.",0,0
429,i really want to be able to make a change in people's lives.,0,0
430,im here because i want students to experience the opportunities and community that i have built when i took the sci 115 class myself.,0,0
431,"i know this journey will not be easy, i but i am doing my best, studying hard, and trying to accomplish my goal.",0,0
432,education is important to me.,0,0
433,i'm here because i want to become a doctor in the near future.,1,1
434,i know that i still have years until i finish my life academically but i know that i want to do everything to help my community.,1,1
435,i hope that after taking this class i would be more confident in tackling physics problems and applying it further in my field especially since i am interested in biomechanics.,0,0
436,physics is in everyday life so this class will come in handy.,0,0
437,i believe that physics will enrich my life in so many ways.,0,0
438,reflection 1: why am i here?,0,0
439,"i want to be able to make my parents, family, and friends happy because of what i can do and show them that i can do it.",0,1
440,it was just ok.,0,0
441,i am here in your physics 112 section 9 class because i want to learn and experiment on how physics works.,1,1
442,i did very well in physics 220 but physics in general gives me anxiety.,0,0
443,there are a couple of reasons why i want to go into the stem field.,0,1
444,ive accepted that i can do science and that has been a journey all in its self.,0,0
445,i m here in college because i want to pursue an education in biology and get a ph.d. in the immunology field and study diseases.,1,1
446,"especially with weights and machines, physics will be useful for measuring a persons limit and how far to push their bodies while exercising.",0,0
447,"honestly, i just want to be financially stable for later in life, work in a field and profession that i am fairly passionate in, and to make my parents proud.",0,0
448,my now self and my future self.,0,0
449,im most excited for the experiments because i like being handson so its a little sad that most of our labs are going to be done online with stimulations.,0,0
450,"therefore, i am here today to become a professional with my degree :).",1,1
451,i think i will be a more competent and knowledgeable biologist with a solid understanding of physics.,0,0
452,the reason i am here is because i want to be able to help others in the future.,0,1
453,i just know that i like science and math and i enjoy learnig different subjects and different perspectives of theses subject.,0,0
454,"although i'm admittedly exhausted, and the pandemic does chip away at my motivation sometimes, i have a lot of goals and things that i want to accomplish, and this class just so happens to be along the way of the goals that i want to reach!its a little difficult to find more things to write about since im tired, but i hope that things (classes, grades, health, family) go smoothly and that this semester turns out to be alright despite the numerous variables that are bound to go against us at some point.",0,1
455,i am here right now because attendance is mandatory and i cannot do the work if i am not in class.,0,0
456,i know physics plays a role in kinesiology since it used in biomechanics.,0,0
457,"as a latino with traditional latin beliefs, my mother being mentally sick was a major scare for the family.",0,0
458,by taking this physics course it will allow me to take that extra step forward to achieve my goal.,0,0
459,"to have this kind of basic understanding of physics helps me realize the importance of my life in this present moment, i am in a crucible of knowledge that i can soak in and construct a new found appreciation of the world i am in.",0,0
460,she seems like she actively cares about her students and wants them to succeed.,0,0
461,ive taken previous sci courses and they have helped me with understanding topics that are complex.,0,0
462,i am here to learn from my studentspeers and to grow from their feedbackadvice.,1,1
463,in terms of why im here like why do i exist or why am i? i would say because of my parents choosing to have me.,0,0
464,i am here because i want to be here.,1,1
465,"i am a second year student at sf state, major in computer science.",0,0
466,"being biracial has been a huge part of my identity and experience of who i am growing up and so learning that sfsu was so hyperaware (example, i took a mixed race identity class) was a huge reason why i love sfsu. also",0,1
467,"my whole reason for being in college is to go to med school, the classes i take are all classes that i need to complete in order to fulfill my dream of attending ucsf. i want to attend a great medical school so that i can move on to being a trauma surgeon in the future.",1,1
468,"i also am here because i know that i am not the only one who is struggling, and seeking help.",0,0
469,"i actually took the astronomy lecture about 3 years ago, so much of the information i learn in this lab are very distant from my memory.",0,0
470,"jessica yepez rangel phys 011208 9320reflective journaling 1:""why am i here?""i am here taking general physics laboratory because i have always been interested in learning how the universe works.",0,0
471,"i am here because of everyone who gave me strength to continue, whether it be right or wrong.",0,0
472,i am here because of covid19.,0,0
473,"weve been bros for a few years now, and we all work together and just mess around all the time.",0,0
474,i want to become a doctor because i really love to help people and also it would have pretty decent pay.,1,1
475,im here to finish the lab today and get the assignment done for this class.,0,0
476,"meanwhile, i'm here in sfsu because i want to graduate with a biology degree with an interest in physiology (i'm a senior but i may need one extra year), and phys 121 and 121 are my last lowerdivision prerequisites i need to fulfill so i can unlock more higherdivision classes.",1,1
477,"i want to be a role model for my siblings, so they can have someone to rely upon.",1,1
478,plus it has a beautiful campus in the middle of the city where everything is closeby.,0,0
479,i am here at san francisco state to recieve a formal education and strive for my ba in computer science.,1,1
480,"i am student name, and i am an international student from india.",0,0
481,"why am i here, i am here because i want to become a doctor and go onto medical school.",1,1
482,"in sci 240 class, i want to improve my teamwork skills and communication skill.",1,1
483,"i am here to also show to my family, friends, and other latinx women that it is possible to do this and to pursue a career in a stem major.",0,1
484,"i decided to take this class primarily to get a better grade in physics 111; i have never attempted a physics class, so conceptually this is all very new to me.",0,0
485,i am here because i need to take a lot of science courses to get to the career that i want.,0,0
486,"when the video showed what a day would look like as an occupational therapist, i was truly inspired by her work and how much her patients meant to her.",0,0
487,i do not want to be stuck in retail for the rest of my life.,0,0
488,this is essentially why i think i am here in this course.,0,0
489,"the good thing is that everyone has their own definition of success, but mine will be reliant upon whether or not i can go above and beyond the goals that i have set for myself.",1,0
490,i am here because not only is this class a prerequisite for my upper division classes for my major but also because i always wanted to learn the fundamental concepts of physics.,0,0
491,this will help people come up and generate new ideas when working on a certain task.,0,0
492,"i started this new journey 1 year ago, and the pandemic as accentuated my satisfaction with the decision i made.",0,0
493,"i am here to be a better version of myself, and continue to grow thrive, and leave an impact on others.",1,1
494,i am in this class because it is a requirement for my major.,0,0
495,i want to be the first in my family to graduate and become a doctor.,1,1
496,i also live very close by so it was convenient to come to this university.,0,0
497,it was my choice.,0,0
498,and i am here to ensure that my future involves me being happy and also being comfortable.,1,1
499,i am here attending sfsu to achieve higher education but also to hopefully find a career.,0,0
500,i want to travel the world and learn about different cultures.,1,1
501,this class is one the required prerequisites for my major and any biology concentration i would want to pursue.,0,0
502,as a future doctor i am required to take the mcat which is the medical entrance exam.,1,1
503,it took a few bumps in the road to get my stuff together and choose a major but i'm grateful it happened.,0,0
504,also learning physics is important to me because it is a course that has a lot to do with my planned career.,0,0
505,"im happy that i get a chance to learn things in a new way, and that goes for all the courses im taking this semester.",0,0
506,i am hoping that this class will also take some stress off of the studying aspect of chem 180 and will allow me to study better by having perfect opportunities to discuss the material with the instructors and with my classmates.,0,0
507,i am still very young so i will figure it out.,0,0
508,my family has always stood behind me after so many hings have happened.,0,0
509,i hope that this lab class will further my knowledge and interest in future physics courses.,0,0
510,"i also like the fact that i can ask the sci instructors questions about chem 115 material, questions regarding calculations, alex homework, and upcoming exam material.",0,0
511,"and not just that i just also wanted to get an interesting job that is based on tech ( or maybe a job that is not based on computer science, but at least interesting).",0,0
512,i often wonder what is my purpose for living.,0,0
513,"astronomy specifically was a big part of my childhood because my dad had always been obsessed with the stars, space, and science as a whole specifically when it comes to astronomy, the environment, ecosystem, etc.",0,0
514,my passion is biology and this class is a prerequisite.,0,0
515,i am a general biology major because i want to go to dental school and become an orthodontist.,1,1
516,"although it is harder to do that in the time that we live in, there are still ways to prove this to be true.",0,0
517,i have never taken a physics course and all i ever knew from physics was the information told to me by my friends.,0,0
518,"therefore, ive chosen to go to college to enhance my knowledge.",0,0
519,"i don't know if i want to be a physical therapist or not, its just one of the most successful careers to pursue in my major.",1,1
520,the reason why i chose to come to sfsu is because i love the weather especially when its dark and cloudy.,0,0
521,why am i in college?,0,0
522,i am here to get a great grade for my chem class.,1,1
523,i am here in a sci course because i have an awareness of my chemistry and math abilities and i know that i could use the extra help.,0,0
524,"for me, i would say that i am here in lab tonight because i am working towards a mechanical engineering degree and this was a mandated course.",1,1
525,"it will also prepare me for general physics 2, which will hopefully help me down the road somehow when i am in pharmacy school.",0,0
526,i would prefer not to go to school and learn on the job but despite my preference i have to go to school in order to live a life of drawing layouts and floorplans.,0,0
527,i also want to really make my family happy with being able to become a doctor.,1,1
528,"in college, i find joy in taking new biology courses and learning new things that i didnt know before.",0,0
529,i chose to come to sfsu in order to still be close to home and limit debt as much as possible so early on in my life of learning.,0,0
530,the fact that we cant see these forces at work adds a bit to the mystery and excitement of this material.,0,0
531,"and with that, i am done.",0,0
532,i then chose to go to college in san francisco because it was a city i always loved ever since the first time i went i fell in love and its a place where i wanted to learn more.,0,0
533,i found it hard to not have encouragement to finish school and becoming something i wasn't sure about and being told to finish school and that i was suppose to become those things.,1,1
534,so knowing im not alone and having support is great.,0,0
535,i feel like i am meant to be here.,0,0
536,"but since coming here, ive felt like ive grown, but also i have no clue what i want to do in life.",1,1
537,this is one of the many lower division courses i need to take before i can start to take the upper division courses for my marine biology major.,0,0
538,"in order to get that far in my dreams, i obviously have to pass biology class.",0,0
539,"i have learned that 305 is truly a fundamental class for engineering, and i am thankful sci305 was born.",0,0
540,i enjoy being able to see the direct correlation between what i was taught and how it affects the world that i live in.,0,0
541,i am here to make those dreams come true.,1,1
542,i am here because i am trying to set out of the same routine of working 12 hours to sit by.,0,0
543,i have met the most amazing people and had some really awesome experiences and travels.,0,0
544,i am here in this physics lab because it's a requirement for my major.,0,0
545,since i did not obtain my undergraduate degree in a stem i need to take all my prerequisites for medical school in my masters program.,1,1
546,it's a nice opportunity to deepen my appreciation for space.,0,0
547,"i am currently taking physics lectures, this class will help understand the material a lot better by having oneon one discussions with people in my lab and asking my instructor for a more detailed answer if i am stuck on a problem.",0,0
548,"thinking from an evolutionary perspective, my purpose in life is to pass off my dna and produce offspring in order to keep my family tree going.",0,0
549,"i am at home, lying in bed, because there is a pandemic going on in the world and now school takes place online through meetings on zoom.",0,0
550,being able to get a good job in programming and making good money to repay my parents for all the help they have given me growing up is my reason for going into the stem field.,1,1
551,"astronomy shares the unknown with me, and the beauty as well as the danger it holds beyond our earth.",0,0
552,"i love biology and i want to use that love for biology and put it to use helping people, which is why i want to become a doctor.",1,1
553,me being here is way more important than that though.,0,0
554,knowing myself i know i will need to pass those exams to get the grade i want in than class.,0,0
555,"growing up i thought i could get into those top school's like harvard, but my grades didn't reflect that.",1,1
556,"people might say it is prerequisite to situs their major, and so on.",0,0
557,i enjoy it because it is forced studying in a productive manner.,0,0
558,i am taking this course to increasebetter my understanding of the concepts that i am learning in class.,0,0
559,i'm disappointed that i neglected to take the class sooner and now i have to struggle to understand the concepts all over again.,0,0
560,i dont think i like astronomy as much really any science except for biology and chemistry as they focus more on our bodiesare relevant to the human bodiesexperience.,0,0
561,so in a sense i enjoy learning about physics because the underlying thought process shares common ground with programming.,0,0
562,"i have learned a lot since being here and i cant wait to learn more not only about myself, but about becoming a doctor as well as learning new things in the world.",0,1
563,"thats a question everyone should ask themselves at least once, especially in college, when youre on the path to starting a career, to really starting the life youll lead maybe for the rest of our lives.",0,0
564,i am fascinated by the job and i want a career i can look back on and feel proud of my achievements.,0,0
565,"because even though it doesnt seems like it i do see some connections between chemistry and physics sometimes such as thermodynamics and vectors also i believe that im here to give me more options of the path i might want to take as i go further in my studies such as a chemical engineering path or bioengineering and having these basic tools will help me have some footing in the subject of i decide thats what im going to do, also this class is important as in the stem field its used quite commonly as it can be so easily applied to the real and everyday life, so it also provides me with the basis of things i would need to apply to problems and thats why i believe i am here.",0,0
566,i'm here in sci 111 because i want to successed in phys 111.,1,1
567,its been fun working through the problems and picturing the scenarios.,0,0
568,i know others might not really care about that but i think that's such an underrated characteristic to have.,0,0
569,since i added later on in class i am not really understanding how the class structure works.,0,0
570,why am i here in stem?,0,0
571,"i was able to handle the course work during middle and high school, and the subject matter made was more practical and made more sense to me than other subjects.",0,0
572,"i'm here in sci 121 because i need help with physics 121 and its lab class phys 122, which focus on electricity like electric fields, electric potential, voltage, current, batteries and magnetism.",0,0
573,also physics ties back to all branches of science.,0,0
574,during the summer of 2018 i began to have some interest in being an engineer.,1,1
575,i am here to get a degree to make something of myself.,1,1
576,focusing on problems with a small amount of people feels more productive to me personally.,0,0
577,physics doesnt click to methe way it does to others.,0,0
578,"this subject is intriguing, but i am pursuing a degree in apparel merchandising.",1,1
579,sebastian johnson phys 112.03 912020 why am i here?,0,0
580,"sci provides the opportunity to interact with a diverse group of students who all come from different backgrounds, who all bring different perspectives and ideas.",0,0
581,"im not too sure if medicine is what i want to pursue, but if it is then i have to know physics for the mcat. if that is the case then i need this class to better prepare me for the physics portion of the mcat. i am a biology major so this is the last physics course i would need for the remainder of my undergrad.",1,1
582,i really want to be the best scientist i can be and very much use my time wisely while i am in school to achieve and to strive far in school just like everyone else.,0,0
583,"instead, she pushed me to join the robotics team.",0,0
584,that is why i am here in college at san francisco state university.,0,0
585,"for this physics lab, i am taking this course to fulfill part of my lower general education requirements for my major, kinesiology, and for more units.",0,0
586,so i am here to accumulate knowledge so that i can hope to be successful.,1,1
587,"i wouldnt be here if it wasnt for my parents constant support financially, physically, and mentally.",0,0
588,"the same could be said for everyone else who has contributed to me, whether it was for my emotional health well being, physical health, a good laugh, time that was specifically for me, food, etc.",0,0
589,there are two major reasons why we are here on this earth.,0,0
590,therefore it sparked my interest to learn more about how things works and their relationship.,0,0
591,"i am here because honestly, i have to take this class as a prerequisite for my major, which is general biology.",0,0
592,it really fascinates me how you can actually use math to figure out how objects behave and why they behave like that.,0,0
593,"i like all the clubs the school has, the programs, and the internships.",0,0
594,"for me, being successful means working hard to make what you want to achieve possible, and staying focused on whatever it takes to get to that point.",0,0
595,i want to make sure that i take advantage of the blessing that is getting education.,1,1
596,the reason im here is because i need to get my college education from somewhere and from someone.,0,0
597,this is one of the reasons why i pursue becoming scientist and studying physics in this class.,1,1
598,my parents went back to school when i was little so they took turns working or in school as well as took turns taking care of me.,0,0
599,"which means i am gaining knowledge that is not only taught by the professor, but also from my fellow peers.",0,0
600,why am i at san francisco state university?,0,0
601,i find the subject of astronomy to be very fascinating because i am always wondering how things work like in physics when you learn about gravity and light refraction.,0,0
602,i am here because i want to gain more knowledge about physics and how i can apply it to my everyday life.,1,1
603,"im not sure what it is, whether im more confident, or if i just dont give as much of a shit.",0,0
604,another reason that i am in the sci course is to get a class unit so that i may be eligible for competition in my sport.,0,0
605,i am here in this class because i had to enroll in it but also to actually learn the material.,0,0
606,"mothernature's meaning of life is, life or death.",0,0
607,"we find the laws from the chaos of nature, use the laws, and then explain all phenomena of nature.",0,0
608,this is phys 222 so the labs are not that much complicated as higher level courses.,0,0
609,i am now taking this class for my learning as well as for my major and i hope to do well in them.,0,0
610,"also, i am taking this class to fulfill my prerequisites.",0,0
611,the reason that i decided to join the sci supplement course was to try to get a better understanding of the organic course and make sure that i am able to leave with knowledge.,0,0
612,whenever i am free i dedicate my time to others and that is why i am here.,0,0
613,"life is hard, and the institutional oppressions that have held and still hold my family captive, as well as my community and others like mine, is something that i want to bring light to and tear down.",0,1
614,i want to know what an ai needs to have the human thinking capability which would be really cool.,1,1
615,"nonetheless, for the present i know i was placed here to be a sister, a daughter, and a friend to those who need my support.",0,0
616,i want to be a veterinarian since i was little and it seems to be the only thing i want to do.,0,1
617,i dont believe that i will use anything physics related in my future but getting the knowledge will be helpful.,0,0
618,i am taking chemistry classes because i am majoring in biology in physiology as a focus.,0,0
619,i want to go into the stem field to increase representation of poc in the field who are also women.,1,1
620,i have learned that many of the different courses actually are related with each other despite being about different concepts.,0,0
621,"but who knows, i cant see the future, and simply rambling to take up pace in this text box.",0,0
622,i would like to learn other topics in relation to physics.,0,0
623,one is obviously this class is a requirement for my general education credits and also because i thought it'd be interesting to further my education on astronomy.,0,0
624,i am also here because i noticed everyone else trying sci courses and showing me how much their grades improved.,0,0
625,i also hope to continue learning about something i learned in the pass more in depth .,0,0
626,"if that was not the case i probably would not be sitting here in this class as i write about the topic simply asking, why am i here?",0,0
627,"that we'll one day be nothing and slowly decompose or go to places like ""heaven"" and ""hell"".",0,0
628,college has always been my first choice of what i would do after high school.,0,0
629,i have goals that benefit not just myself but also my family as well.,0,0
630,ive seen what good and bad doctors have done to people suffering from cancer and i would like to become someone that works in this field and treats their patients with care.,0,1
631,i am taking this physics lab technically to meet the requirements for my major.,0,0
632,"im not sure whether this question meant why am i in this class or why am i in sfsu but i think the reasons for both can kind of mesh together, im going to school and taking this class so that i can graduate, get a job, and just be more well acquainted with the subject and concepts of physics.",1,1
633,i also need a certificate to get into dentistry school.,0,1
634,i am here to excel in school and make my parents and myself proud by demonstrating that i am able to obtain a higher education and work at my dream job as a clinical lab scientist.,1,1
635,i should be fine this time!,0,0
636,i slowly became aware that san francisco is not where i see myself in the future but i am still here to gain the experience of loving somewhere new on my own and accepting the challenge of being independent.,0,0
637,"whatever the purpose may be, if any, i know why i'm at san francisco state university, taking physics 112.",0,0
638,"to show them that it is possible for us, the minority, to become leaders, role models and influencers.",0,0
639,biology and chemistry courses have been great because they come naturally to me.,0,0
640,personally i think living here was way easier than it is now as rent is super high and the cost of living has drastically increased.,0,0
641,"the first three years i was an apprentice, and i learned a lot about my trade.",0,0
642,"i am here because i want to better myself my family, not only financially but in health.",0,1
643,"my mother used to quiz me on them from a young age, and i could watch tv excessively if it were medical dramas.",0,0
644,so far i am understanding concepts so i am up to date and i have gone to the sb room 101 where they do tutoring and i figured taking a sci class will increase my chances of passing this class with an a or b. i am here because i want to become a dermatologist and knowing a little chemistry really helps me understand the chemistry of the elements around us and thus increases my knowledge of this type of science.,1,1
645,i have dreams of traveling the world and trying different foods with my friends.,0,0
646,overall i just want to learn everything that i can that will make it easier for me in the future.,0,0
647,"i took physics in high school and found it pretty interesting, but hard i really enjoyed working on the labs with my friends.",0,0
648,it would be nice to have people over and be able to tell them how you designed and constructed such a beautiful house.,0,0
649,"other than that, i am here because i want to get a good education in engineering and i believe that that is possible with diligent work.",1,1
650,i am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements.,1,0
651,these changes that have impacted my life has got me wanting to share it with the people back at home.,0,0
652,im here to bring others ease.,0,0
653,i hope to also network and meet new people because i am new to this school and area and the opportunities that come with networking could be endless.,0,0
654,i have the opportunity to strive to become the best version of myself and to really understand what i could do to be successful.,1,1
655,in mathematics we are just basically given the equation already and just plug in numbers.,0,0
656,i also find these reflective journaling useless.,0,0
657,"at the same time, i need to practice so that i can be prepared for the next class level physics ii as well as my future engineering classes.",0,0
658,"i took the jc route; college tuition was too expensive, and it was just economically better for me to go to a junior college.",0,0
659,my mother always made myself very interested in this major because she is a civil engineer as well.,1,0
660,i will try my best and work very hard.,0,0
661,the answer to why i am here depends on peoples mindset and their preference.,0,0
662,all he does is go over many examples without actually explaining all that well.,0,0
663,why am i here..,0,0
664,this sci class will be the perfect opportunity for me to take advantage of that learning style.,0,0
665,i know i am there because i am choosing to learn and pursue the career i want.,0,0
666,i want to take advantage of this education and hopefully receive income to where i can support my family and doing it with something i love to do.,0,1
667,i want to earn my bachelor's degree in science with a concentration in physiology.,1,1
668,im here to really learn physics so that i dont have to catch up later.,0,0
669,i am motivated to becoming a physical therapist and this class has been a huge barrier but nonetheless i will overcome it.,1,1
670,"i'm currently on track to pursue a veterinarian career with a concentration in zoology within my biology major, however, i'm keeping my options open.",1,1
671,somedays i feel like my reason for being here at school specifically is blurred from me....other days i feel like the reason for me being here is based on the expectations of other people especially my parents and family and people who look up to me and who believe in me and depend on me to make something out of myself.,0,0
672,i guess i want my life to be exciting and fun.,0,0
673,"this isnt an issue for me, but it does feel punishing to be here in a sense.",0,0
674,"also, it must be really cool to be able to experience all these new construction materials or anything related to it in first hand.",0,0
675,i also like to think about the working principle of the mechanics.,0,0
676,"i am in this class because i want a better grade in my class, i also want to get extra help so i can understand what i need to do rather than memorizing for the exams.",0,0
677,once i complete that i am a step closer into graduating.,0,0
678,"in high school, my extracurricular activities revolved around science research and entering college, even my major was based on the fact that my future was set in becoming a doctor.",1,1
679,i also want to travel to thirdworld countries and help those with little to no healthcare access.,0,0
680,i am here at sfsu to gain the knowledge and experience i need to succeed in life and in my future job.,0,0
681,"its a shallow answer, but if i had to elaborate then i would say that this class is a step towards becoming a doctor.",1,1
682,if being an engineer is my goal then learning the skills an engineer needs is what i must do.,1,1
683,im 'etiam hic ob maiorum consiliis meis: et ego ipse et usque ad superesse.,0,0
684,"it also gives you an opportunity to ask any questions that you have, that you were unable to ask in class due to time.",0,0
685,i will probably have to memorize a lot of formulas and make sure i dont slip up on my math.,0,0
686,"physics is something that applies to all of us in day to day life, thus being in this class, it would be interesting to see which rules of physics are being applied in what we do.",0,0
687,i love the fact that physics breaks down the every day forces that we take for granted every day.,0,0
688,"as a kinesiology major, the main reason i am taking this class is that it is a prerequisite for physical therapy school.",1,0
689,i felt discouraged when i couldn't pass my math class.,0,0
690,but at this moment in my life i'm working part time and going to school not just to keep myself busy but also for my future.,0,0
691,"the reason i am here, taking this physics lab and lecture is because i am a biology major, and it is one of the classes needed for me to take in order to move up to taking higher classes.",0,0
692,"as a genentech scholar, i am required to take sci courses for all my science majors, so this course will help me retain my scholarship.",0,0
693,"i am taking this sci class (aside from the fact that it is mandatory for me), because i really need that extra push to set aside time to focus on strengthening my knowledge in physics.",0,0
694,i am excited to be here in si because i get to give my students and peers what my si facilitators have given to me: a safe place.,0,0
695,this is one of them.,0,0
696,this is the reason i chose to be a computer science major.,0,0
697,i will prove to those as to why i am here and what i plan to do after i leave here.,0,0
698,"i believe that going to college and taking various classes will allow you to figure out you strengths and weakness and with that, possibly figure out what you want to do in life.",0,0
699,i hope to be an engineer one day that designs creative gadgets or tools that can be used in everyday life.,1,1
700,it may be helpful as future reference when there might be a situation or problem i may encounter in my life since some of the analysis and theories are relatable to use.,0,0
701,i don't really do well with being told to do something.,0,0
702,i chose mechanical engineering because i wanted to do something with cars when i'm older whether it's working at a car company like tesla or being able to modify and drift cars.,1,1
703,i am also interested in learning how to understand software to make games.,0,0
704,i am here because i care about my education and supporting my family back home.,0,0
705,"i want to learn about how physics works in our daily lives, and how it affects our lives.",1,1
706,"to answer the question as to why i am here, it is for myself.",0,0
707,including also the fact that we live in a place well known for innovations in the tech industry.,0,0
708,i know i want to help sick children; my goal is to attend medical school and become a successful pediatrician.,1,1
709,"i hope after taking this course this semester that i at least get something out of it, anything, even as small as knowing a moon phase.",0,0
710,i also hope to review test topics before an exam to make sure i know all that i should know which would be on the test.,0,0
711,"so when i think about the reason why im here, i know theres no reason but thats the exact same reason why i try to live purposefully.",0,0
712,i have a drive to do better in a world that constantly belittles my community.,0,0
713,"this entire journey of premed will one day, with enough work and dedication, will end in me becoming a pediatric surgeon.",1,1
714,a lot of things have changed in the past couple of years but i do intend to be very interactive and participate during lab.,0,0
715,so i think that this class will provide me with the extra help that i need for me to earn an a in chem 115.,0,1
716,the reason i am here is to learn about astronomy and also receive the required unit of a lab class.,0,0
717,"i have always been fond of math and physics since high school, and i continue to look forward to learning more in this class as well as my lecture.",0,0
718,"my family has been the typical nail salon shiz, but im here to become a doctor.",1,1
719,i am taking sci 227 because i found out about taking sci classes during my second semester of freshman year during a biology course.,0,0
720,"by doing it that way, i may be able to better understand the lecture or lab course because they relate to each and discuss similar concepts.",0,0
721,"ravi johnson physics 23202 january 28, 2020 why am i here?",0,0
722,i am here because you can never have too much help.,0,0
723,being here has many different meanings and perspectives.,0,0
724,i want to gain and retain skills that will allow me to feel and act like i have an influence on the world.,1,1
725,i am here because this class is a requirement for my major.,0,0
726,"with taking this class, it also helps me to understand the formula or theory that i used in my physics class.",0,0
727,i am in this class because it is required for my major of mechanical engineering.,0,0
728,physics happens to be a branch of education of my cs degree so that's a majority of the reason i'm taking the class.,0,0
729,i am here because i want to fulfill my goals.,1,1
730,i have been in a sci class before for chemistry 1 and it helped me almost get an a in my class.,0,1
731,"in the career i want to pursue, i have to take the mcat, which involves a section of physics, to get into medical school to soon become an anesthesiologist.",1,1
732,im taking a sci classso i hope that class will give me a better foundation.,0,0
733,if something i can make or contribute my efforts to can make that happen that would be satisfying to me.,0,0
734,i am here taking this class because it is a requirement towards my major.,0,0
735,i am here to fully grasp the concept of physics with a little extra help that may not be able to get from office hours.,1,1
